org1	pdept	bgtyy	org	item	srcid	workid	workna	workbr	pworkid	plancd	chap	chappna	chapnote	sysdat	usno
03101		104	03101	1	220401006	002	辦理各項慶典活動	辦理各項慶典活動						1030328	BGT
03102		104	03102	1	220202002	001	孔廟祭典暨文化推廣業務	孔廟祭典暨文化推廣業務			09010203	001		1030418	BGT
03103		104	03103	2	228301001		陽明山臻愛樓神主牌工程	陽明山臻愛樓神主牌工程						1030327	BGT
03103		104	03103	2	227102037	037	第二殯儀館整建工程(設計及監造)	第二殯儀館整建工程(設計及監造)		2	05010601	001		1030327	BGT
03103		104	03103	2	227102037	038	第二殯儀館整建工程(工程專案管理技術費)	第二殯儀館整建工程(工程專案管理技術費)		2	05010601	002		1030327	BGT
03103		104	03103	2	227102037	040	第二殯儀館整建工程(工程費)	第二殯儀館整建工程(工程費)		2	05010601	003		1030327	BGT
03103		104	03103	2	227102052		墓區整理遷置工程(景美第11、南港第6及北投第3公墓)	墓區整理遷置工程(景美第11、南港第6及北投		2	05010603	001		1030417	BGT
03103		104	03103	2	227102053		陽明山、富德及列管公墓墓區整修及綠美化工程	陽明山、富德及列管公墓墓區整修及綠美化工		2				1030627	BGT
03103		104	03103	2	227102055		第二殯儀館周邊墳墓遷置工程(大安9公墓部分墓區)	第二殯儀館周邊墳墓遷置工程(大安9公墓部分		2	05010603	002		1030627	BGT
03103		104	03103	2	227102058	A01	總工程經費如下：	總工程經費如下：		3				1030625	BGT
03103		104	03103	2	227102058		墓區整理遷置工程(景美第1公墓)	墓區整理遷置工程(景美第1公墓)		1	05010603	003		1030625	BGT
03103		104	03103	2	227102059		第一殯儀館館區建物及圍牆等整修工程	第一殯儀館館區建物及圍牆等整修工程		1				1030627	BGT
03103		104	03103	2	227102059	A01	總工程經費如下：	總工程經費如下：		3				1030627	BGT
03103		104	03103	2	227102060		第二殯儀館遺體冷藏櫃汰換及增設工程	第二殯儀館遺體冷藏櫃汰換及增設工程		1				1030327	BGT
03103		104	03103	2	227102060	A01	總工程經費如下：	總工程經費如下：		3				1030402	BGT
03103		104	03103	2	227102061		第二殯儀館火化爐等汰換工程	第二殯儀館火化爐等汰換工程		1				1030625	BGT
03103		104	03103	2	227102061	A01	總工程經費如下：	總工程經費如下：		3				1030625	BGT
03103		104	03103	2	227102062		第二殯儀館館區銜接公共污水下水道工程	第二殯儀館館區銜接公共污水下水道工程		1				1030627	BGT
03103		104	03103	2	227102062	A01	總工程經費如下：	總工程經費如下：		3				1030627	BGT
03103		104	03103	2	227102063		第一殯儀館禮廳天花板汰換工程	第一殯儀館禮廳天花板汰換工程						1030624	BGT
03103		104	03103	2	227102064		富德靈骨樓設施整修及油漆等工程	富德靈骨樓設施整修及油漆等工程						1030327	BGT
03103		104	03103	2	227102065		富德靈骨樓貯骨櫃汰換工程	富德靈骨樓貯骨櫃汰換工程						1030327	BGT
03103		104	03103	2	227102066		陽明山靈骨塔室內地坪及防水等工程	陽明山靈骨塔室內地坪及防水等工程						1030327	BGT
03103		104	03103	2	227102022		富德公墓興建納骨設施環境影響評估	富德公墓興建納骨設施環境影響評估			05010602	001		1030327	BGT
03103		104	03103	2	227102052	A01	總工程經費如下：	總工程經費如下：		2				1030417	BGT
03116		104	03116	2	137102001	A01	行政中心大樓空調系統汰換工程分攤款	行政中心大樓空調系統汰換工程分攤款						1030625	BGT
03116		104	03116	2	137102001		行政中心大樓空調系統汰換工程分攤款	行政中心大樓空調系統汰換工程分攤款		2			本工程分攤款係103-104年度連續性計畫，原分攤比率15.68%，總分攤款429萬4,082元，因本棟大樓部分建物管理權及使用權變更，爰104年度分攤比率修正為13.07%，修正後總分攤款369萬3,570元，除至上年度已編列30萬1,089元外，本年度續編最後1年經費339萬2,481元。	1030702	BGT
03126		104	03126	2	137102002	A01	文山區行政中心大樓耐震補強工程分攤款	文山區行政中心大樓耐震補強工程分攤款		2			文山區行政中心大樓耐震補強工程分攤款係103-104年度連續性計畫，總分攤款804萬4,610元，除至上年度已編列設計規劃費分攤款25萬5,268元外，本年度續編最後1年經費778萬9,342元，含施工費731萬5,273元、監造費25萬5,268元、工程管理費21萬8,801元。	1030410	BGT
03126		104	03126	2	137102002		文山區行政中心大樓耐震補強工程分攤款	文山區行政中心大樓耐震補強工程分攤款		2			文山區行政中心大樓耐震補強工程分攤款係103-104年度連續性計畫，總分攤款804萬4,610元，除至上年度已編列設計規劃費分攤款25萬5,268元外，本年度續編最後1年經費778萬9,342元，含施工費731萬5,273元、監造費25萬5,268元、工程管理費21萬8,801元。	1030625	BGT
07102		104	07102	2	317602001	215	抽水站前池及閘閥門周邊清疏工程	抽水站前池及閘閥門周邊清疏工程	025					1030501	BGT
07104		104	07104	2	517701001	A12	總工程費明細如下：	總工程費明細如下：	027	3				1030307	BGT
07105		104	07105	1	520204004	907	設施管理第7期委託代操作維護費(103-106)	設施管理第7期委託代操作維護費(103-106)		2			本市負擔總經費之30%。	1030620	BGT
07105		104	07105	2	527601001	150	第2期松山及信義區管線更新工程	第2期松山及信義區管線更新工程	002	2	12011502	059	餘51,812,000元不再編列。	1030620	BGT
07105		104	07105	2	527601001	304	八里污水處理廠擴建及提升二級處理可行性評估	八里污水處理廠擴建及提升二級處理可行性評						1030318	BGT
07105		104	07105	2	527601001	789	捷運松山線DG168標代辦八德路地區暨尾軌工作井污水分管工程-白皮書	捷運松山線DG168標代辦八德路地區暨尾軌工			12011502	041		1030318	BGT
04102		104	04102	2	147102007	001	配合大同區公所辦理大同區行政中心大樓中央空調系統汰換工程分攤款	配合大同區公所辦理大同區行政中心大樓中央		2			配合大同區公所辦理大同區行政中心大樓中央空調系統汰換工程分攤款，本工程係103-104年度連續性工程，總工程費27,919,063元，依使用面積1,432.03平方公尺佔總面積13,773.12平方公尺之比率分攤，本處應分攤金額2,902,823元，分年編列預算辦理，103年度編列203,537元，104年度編列2,699,286元。	1030318	BGT
04102		104	04102	2	147102007	002	配合文山區公所辦理文山區行政中心大樓耐震補強工程分攤款	配合文山區公所辦理文山區行政中心大樓耐震		2			配合文山區公所辦理文山區行政中心大樓耐震補強工程分攤款，                                      本工程係103-104年度連續性工程，總工程費64,356,885元，依面積比率12.6%分攤，本處應分攤8,108,967元，分年編列預算辦理，103年度編列257,310元，104年度編列7,851,657元。	1030311	BGT
04102		104	04102	2	147102008	001	總處空調改善工程	總處空調改善工程		2			總處空調改善工程，本工程係103-104年度連續性工程，總工程費28,694,129元，分年編列預算辦理，103年度編列2,180,098元，104年度編列26,514,031元。	1030311	BGT
04102		104	04102	2	147102007	003	配合文山區公所辦理文山區行政中心高壓變電站電力系統設備改善工程分攤款	配合文山區公所辦理文山區行政中心高壓變電						1030318	BGT
04102		104	04102	2	147102007	004	配合文山區公所辦理文山區行政中心B1男女廁廁所更新工程分攤款	配合文山區公所辦理文山區行政中心B1男女廁						1030311	BGT
04102		104	04102	2	147102007	005	配合中山區公所辦理中山區行政中心B2、1樓廁所整修工程分攤款	配合中山區公所辦理中山區行政中心B2、1樓						1030311	BGT
04102		104	04102	2	147102008	002	中正分處新設會議室整修工程	中正分處新設會議室整修工程						1030311	BGT
04102		104	04102	2	147102008	003	中南分處辦公室整修工程	中南分處辦公室整修工程						1030311	BGT
04102		104	04102	2	147102008	004	士林分處辦公室OA隔間及地板等整修工程	士林分處辦公室OA隔間及地板等整修工程						1030318	BGT
04102		104	04102	2	147102008	005	大同分處3樓男女廁所整修工程	大同分處3樓男女廁所整修工程						1030311	BGT
04102		104	04102	2	147102008	006	松山分處廁所及茶水間整修工程	松山分處廁所及茶水間整修工程						1030311	BGT
04102		104	04102	2	147102008	007	內湖分處辦公室及廁所整修工程	內湖分處辦公室及廁所整修工程						1030318	BGT
04102		104	04102	2	147102008	009	大安分處辦公室整修工程	大安分處辦公室整修工程						1030311	BGT
04102		104	04102	2	147102008	010	萬華分處訂製木櫃工程	萬華分處訂製木櫃工程						1030311	BGT
04102		104	04102	2	147102008	011	北投分處汰換系統櫃工程	北投分處汰換系統櫃工程						1030311	BGT
04101		104	04101	2	147102022		水源大廈冰水主機汰換工程	水源大廈冰水主機汰換工程		2				1030617	BGT
04101		104	04101	2	147102026		水源大廈耐震力補強工程分攤款	水源大廈耐震力補強工程分攤款		2				1030617	BGT
04101		104	04101	1	140201020	001	公務機關財務管理							1030626	BGT
04101		104	04101	1	140201020	002	基金財務及公債管理							1030404	BGT
04101		104	04101	1	140201020	003	歲入管理							1030404	BGT
04101		104	04101	1	140201020	004	公營事業民營化處理							1030404	BGT
04101		104	04101	1	140201030	001	稅捐稽徵策劃與推行							1030404	BGT
04101		104	04101	1	140201030	002	稅務督導考核管理							1030404	BGT
04101		104	04101	1	140201030	003	菸酒管理							1030404	BGT
04101		104	04101	1	140201030	004	臺北市經濟發展委員會							1030404	BGT
04101		104	04101	1	140201050	001	機關學校財產管理							1030404	BGT
04101		104	04101	1	140201050	002	產籍管理							1030404	BGT
04101		104	04101	1	140201060	001	非公用財產出售							1030404	BGT
04101		104	04101	1	140201060	002	非公用財產出租							1030404	BGT
04101		104	04101	1	140201060	003	非公用財產綜合管理							1030404	BGT
04101		104	04101	1	140201080	001	支付管制業務							1030404	BGT
04101		104	04101	1	140201080	002	庫款支付作業							1030404	BGT
04101		104	04101	1	140201080	003	支付帳務及資料處理							1030404	BGT
04101		104	04101	2	147102001	001	中山地下街電梯重置工程		001	2			104年度已依決標金額調整，餘1,076,120元不再編列。	1030617	BGT
04101		104	04101	2	147102001	002	東區及西門地下街空調系統汰換工程		002	2				1030617	BGT
04101		104	04101	2	147102001	003	東區及西門地下街中央控制系統更新工程		003					1030409	BGT
04101		104	04101	2	147102001	004	西門地下街火警及排煙系統更新工程		004					1030409	BGT
04101		104	04101	2	147102001	005	中山地下街中控室可程式控制器更新工程		005					1030409	BGT
06102		104	06102	2	317102007	008	自然公園設施環境改善工程	自然公園設施環境改善工程			12011502	004	白皮書	1030417	BGT
06102		104	06102	1	317102014		臺北市華江濕地雁鴨棲息整體改善規劃	臺北市華江濕地雁鴨棲息整體改善規劃			12011502	006	白皮書	1030702	BGT
06103		104	06103	2	317102026		大龍建物拆除工程	大龍建物拆除工程		2				1030627	BGT
06103		104	06103	2	317102010		台北車站特定區C1、D1東半廓大樓聯開入口移設	台北車站特定區C1、D1東半廓大樓聯開入口移		2			經費需求570,808,924元，連同98年度已編列規劃設計費及工程管理費26,350,763元，合計工程經費為597,159,687元。	1030627	BGT
06103		104	06103	2	317102030	A01	總委託技術服務費明細如下：			3				1030715	BGT
06103		104	06103	2	317102030		大龍社區及市場重建工程委託技術服務	大龍社區及市場重建工程委託技術服務		1				1030714	BGT
06103		104	06103	2	317102031		第二果菜批發市場地下3樓停車場購置價款	第二果菜批發市場地下3樓停車場購置價款		1				1030714	BGT
06103		104	06103	2	317102032		萬大第一果菜及魚類批發市場改建規劃	萬大第一果菜及魚類批發市場改建規劃		1				1030627	BGT
06103		104	06103	2	317102032	A01	總經費明細如下：			3				1030630	BGT
06103		104	06103	1	310101009		河濱一商場無權占用土地租金	河濱一商場無權占用土地租金		1				1030627	BGT
06101		104	06101	1	320201003	001	補助臺北市產業發展基金	補助臺北市產業發展基金			01010502	001		1030314	BGT
06101		104	06101	1	320201003	002	臺北市綠色產業推動計畫	臺北市綠色產業推動計畫			07010301	001		1030422	BGT
06101		104	06101	1	320201004	002	地方產業創新研發計畫(臺北市地方型SBIR)				01010301	001		1030314	BGT
06101		104	06101	1	320202002	001	辦理本市科技產業園區調查				01010104	001		1030314	BGT
06101		104	06101	1	320202002	003	辦理「臺北生技獎」之評選及成果展示	辦理「臺北生技獎」之評選及成果展示			01010401	001		1030513	BGT
06101		104	06101	1	320202002	004	辦理或參與生技月等國內外生物技術產業交流活動	辦理或參與生技月等國內外生物技術產業交流			01010401	002		1030314	BGT
06101		104	06101	1	320202002	005	對國內績優生技廠商暨學術研究單位提供國外生技大展參展經費補助	對國內績優生技廠商暨學術研究單位提供國外			01010401	003		1030314	BGT
06101		104	06101	1	320202002	006	對生物科技產業之推動成效優良者提供獎勵金	對生物科技產業之推動成效優良者提供獎勵金			01010401	004		1030314	BGT
06101		104	06101	1	320202002	007	北投士林科技園區產業進駐及招商先期規劃暨評估作業	北投士林科技園區產業進駐及招商先期規劃暨			01010104	002		1030314	BGT
06101		104	06101	1	320202004	001	中小企業知識學苑系列計畫	中小企業知識學苑系列計畫			01010503	001		1030314	BGT
06101		104	06101	1	320202004	002	臺北市青年創業融資貸款利息補貼	臺北市青年創業融資貸款利息補貼			03010101	001		1030703	BGT
06101		104	06101	1	320202004	003	中小企業、策略性及創新升級、青年創業融資貸款審議	中小企業、策略性及創新升級、青年創業融資			03010102	001		1030314	BGT
06101		104	06101	1	320202004	004	中小企業、策略性及創新升級、青年創業融資貸款行政支援計畫	中小企業、策略性及創新升級、青年創業融資			03010102	002		1030314	BGT
06101		104	06101	1	320202004	005	企業關懷及輔導計畫	企業關懷及輔導計畫			03010102	003		1030314	BGT
06101		104	06101	1	320202005	001	亞太經貿商機拓展與推動計畫	亞太經貿商機拓展與推動計畫			01010204	001		1030703	BGT
06101		104	06101	1	320202005	002	赴海外參展、招商、企業參訪及城市交流	赴海外參展、招商、企業參訪及城市交流			01010204	002		1030703	BGT
06101		104	06101	1	320301014	007	辦理金省能獎工商業組及高耗能行業評比計畫	辦理金省能獎工商業組及高耗能行業評比計畫			07010204	006		1030314	BGT
06101		104	06101	1	320301014	001	再生能源運用示範設施設置計畫	再生能源運用示範設施設置計畫			07010202	001		1030422	BGT
06101		104	06101	1	320301014	002	工商產業用電場所節能評估輔導及查核	工商產業用電場所節能評估輔導及查核			07010204	001		1030703	BGT
06101		104	06101	1	320301014	003	推廣節能產品	推廣節能產品			07010204	002		1030314	BGT
06101		104	06101	1	320301014	004	工商產業營業場所室內溫度量測及照明設備檢視暨節能減碳技術交流與成果觀摩研討會計畫	工商產業營業場所室內溫度量測及照明設備檢			07010204	003		1030703	BGT
06101		104	06101	1	320301014	005	工商業節能減碳法令宣導計畫	工商業節能減碳法令宣導計畫			07010204	004		1030314	BGT
06101		104	06101	2	320301014	006	補助工商業汰換節能設備	補助工商業汰換節能設備			07010204	005		1030314	BGT
06101		104	06101	1	323902003		臺北市大稻埕創意生活產業發展計畫	臺北市大稻埕創意生活產業發展計畫		2				1030701	BGT
07102		104	07102	2	317602001	217	河川設施檢修改善工程	河川設施檢修改善工程	027					1030501	BGT
07102		104	07102	2	317602001	219	河濱公園自行車道暨相關設施整建新建工程	河濱公園自行車道暨相關設施整建新建工程	029		04010113	002		1030701	BGT
07102		104	07102	2	317602001	220	河川高灘地颱風豪雨災後復原工程	河川高灘地颱風豪雨災後復原工程	030					1030501	BGT
07102		104	07102	2	317602001	224	全市水防道路改善工程	全市水防道路改善工程	031		04010113	005		1030428	BGT
07102		104	07102	2	317602001	251	新店溪雙園抽水站跨排水路自行車橋新建及周邊環境改善工程	新店溪雙園抽水站跨排水路自行車橋新建及程	012	1	04010113	007		1030925	BGT
07102		104	07102	2	317602001	252	臺北市CCTV河川水情監控設備建置工程(第2期)	臺北市CCTV河川水情監控設備建置工程(第2期	014	1				1030925	BGT
07102		104	07102	2	317602001	253	指南溪堤防加高及周邊環境改善工程	指南溪堤防加高及周邊環境改善工程	015	2				1030304	BGT
07102		104	07102	2	317602001	254	全市越堤坡道增設及改善工程	全市越堤坡道增設及改善工程	015	2				1030520	BGT
07102		104	07102	2	317602001	255	河川清疏船舶新建與營運操作維護工程	河川清疏船舶新建與營運操作維護工程	016	2				1030304	BGT
07102		104	07102	2	317602001	256	全市抽水站設備更新及改善工程	全市抽水站設備更新及改善工程	017	1				1030925	BGT
07102		104	07102	2	317602002	016	內溝溪景觀改善委託設計工作	內溝溪景觀改善委託設計工作	008		13010301	003		1030428	BGT
07102		104	07102	2	317602002	203	本市抽水站等相關建築物耐震能力評估工作(第2期)	本市抽水站等相關建築物耐震能力評估工作(	009					1030304	BGT
07102		104	07102	2	317602002	204	指南溪治理規劃設計工作	指南溪治理規劃設計工作	010					1030304	BGT
07102		104	07102	2	317602002	029	水利建造物檢查及安全評估工作	水利建造物檢查及安全評估工作	011					1030304	BGT
07102		104	07102	2	317602002	205	北投溪復育整體規劃工作	北投溪復育整體規劃工作	001	2	13010301	006		1030620	BGT
07102		104	07102	2	317602002	208	抽水站排水系統水位預報及抽水機組智慧型操作策略評估工作	抽水站排水系統水位預報及抽水機組智慧型操	012					1030304	BGT
07102		104	07102	2	317602002	229	河濱生態調查工作(第2期)	河濱生態調查工作(第2期)	002	2				1030304	BGT
07102		104	07102	2	317602002	230	抽水站設備更新及改善委託規劃設計工作	抽水站設備更新及改善委託規劃設計工作	003	2			餘20,000,000元不再編列。	1030620	BGT
07102		104	07102	2	317602002	258	水利建造物結構安全評估檢討工作	水利建造物結構安全評估檢討工作	004	1				1030304	BGT
07102		104	07102	2	317602002	260	全市河濱公園安全監視系統建置規劃工作	全市河濱公園安全監視系統建置規劃工作	007				辦理全市河濱公園安全監視器之規劃，以確保市民安全。	1030312	BGT
07102		104	07102	2	317602002	261	全市抽水站設備維護管理系統開發建置	全市抽水站設備維護管理系統開發建置	008					1030312	BGT
07102		104	07102	2	317602002	262	治水體驗園區整合規劃工作	治水體驗園區整合規劃工作	009					1030312	BGT
07102		104	07102	2	317605001	003	新生大排滲流影響及改善方案評估與南京東路口至長春路口段之地盤改良工程	新生大排滲流影響及改善方案評估與南京東路	010					1030304	BGT
07102		104	07102	2	317605001	012	陽港3調洪沉砂池新建工程	陽港3調洪沉砂池新建工程	011					1030304	BGT
07104		104	07104	2	517102002	021	民生副中心大樓2部電梯更新汰換工程分攤款	民生副中心大樓2部電梯更新汰換工程分攤款	007					1030331	BGT
07104		104	07104	2	517102002	022	民生副中心大樓外牆磁磚更新工程分攤款	民生副中心大樓外牆磁磚更新工程分攤款	008					1030331	BGT
07104		104	07104	2	517701001	024	大湖公園環境改造工程	大湖公園環境改造工程			07010501	002		1030305	BGT
07104		104	07104	2	517701001	027	萬華406號廣場新建工程	萬華406號廣場新建工程			07010501	066	原編列98-103年連續預算、總經費41,599,727元，修正為98-101年連續預算、總經費89,404,793元。	1030305	BGT
07104		104	07104	2	517701001	040	前港公園更新工程	前港公園更新工程			07010501	007		1030305	BGT
07104		104	07104	2	517701001	038	景新公園更新工程	景新公園更新工程			07010501	008		1030305	BGT
07104		104	07104	2	517701001	039	萬慶公園更新工程	萬慶公園更新工程			07010501	009		1030305	BGT
07104		104	07104	2	517701001	046	忠誠公園更新工程委託規劃設計案	忠誠公園更新工程委託規劃設計案			07010501	034		1030305	BGT
07104		104	07104	2	517701001	044	明水公園更新工程	明水公園更新工程			07010501	006		1030305	BGT
07104		104	07104	2	517701001	055	北投242號綠地新建工程委託設計案	北投242號綠地新建工程委託設計案			07010501	044		1030305	BGT
07104		104	07104	2	517701001	061	社子公園更新工程委託規劃設計案	社子公園更新工程委託規劃設計案			07010501	035		1030305	BGT
07104		104	07104	2	517701001	065	木柵公園更新工程委託規劃設計案	木柵公園更新工程委託規劃設計案			07010501	065		1030305	BGT
07104		104	07104	2	517701001	059	前山公園更新工程	前山公園更新工程			07010501	036		1030305	BGT
07104		104	07104	2	517701001	047	內湖安康公園無障礙坡道可行性評估規劃	內湖安康公園無障礙坡道可行性評估規劃			07010501	041		1030305	BGT
07104		104	07104	2	517701001	060	大安森林公園委託環境調查規劃案	大安森林公園委託環境調查規劃案			07010501	039		1030305	BGT
