borg	bgtyy	srcid	endyy	srcna	srcbr	prep	src0	src1	src12	src2	src3	src4	psrc4	org	cona	sysdat	usno
02108	103	120301004	092	管考檢討會暨觀摩市政業務	管考檢討會暨觀摩市政業務	1	2	006	006	03	01					0970804	
02108	103	120400000	092	為民服務行政革新	為民服務行政革新	1	2	006	006	04						0970804	
02108	103	120401000	092	為民服務暨行政革新	為民服務暨行政革新	1	2	006	006	04	01					0970804	
02108	103	120401001	092	人員維持費	人員維持費	1	2	006	006	04	01					0970804	
02108	103	120401002	092	公文查詢及稽核	公文查詢及稽核	1	2	006	006	04	01					0970804	
02108	103	120401003	092	政府再造計畫	政府再造計畫	1	2	006	006	04	01					0970804	
02108	103	120401004	092	為民服務推動與考核	為民服務推動與考核	1	2	006	006	04	01					0970804	
02108	103	120500000	092	市政資料管理	市政資料管理	1	2	006	006	05						0970804	
02108	103	120501000	092	資料及資訊管理	資料及資訊管理	1	2	006	006	05	01					0970804	
02108	103	120501001	092	人員維持費	人員維持費	1	2	006	006	05	01					0970804	
03124	103	133202002	092	戶籍管理	戶籍管理	1	03	025	025	02	01					0970805	
03124	103	130101003	092	會計業務	會計業務	1	03	025	025	01	01					0970805	
03124	103	130101004	092	人事業務	人事業務	1	03	025	025	01	01					0970805	
03124	103	137100000	092	建築及設備	建築及設備	1	03	025	025	03						0970805	
03124	103	137104000	092	其他設備	其他設備	1	03	025	025	03	02					1020509	BGT
03124	103	137102000	092	營建工程	營建工程	1	03	025	025	03	03					1010504	BGT
03101	103	220401011	091	城鄉系列活動	城鄉系列活動	1	06	003	003	04	01					0970808	
03111	103	137102000	092	營建工程	營建工程	1	03	016	016	03	01					0990416	BGT
03114	103	130100000	092	一般行政	一般行政	1	03	019	019	01						0970805	
03114	103	130101000	092	行政管理	行政管理	1	03	019	019	01	01					0970805	
03114	103	130101001	092	人員維持費	人員維持費	1	03	019	019	01	01					0970805	
03114	103	130101002	092	一般業務	一般業務	1	03	019	019	01	01					0970805	
03114	103	130101003	092	會計業務	會計業務	1	03	019	019	01	01					0970805	
03114	103	130101004	092	人事業務	人事業務	1	03	019	019	01	01					0970805	
03101	103	130302001	092	民生社區中心管理	民生社區中心管理	1	03	015	015	03	02		001			0970808	
03101	103	130301008	091	里長補選	里長補選	1	03	015	015	03	01					0970808	
03101	103	130301009	091	城鄉會館	城鄉會館	1	03	015	015	03	01					0970808	
03101	103	133201004	091	光復後除戶戶籍簿冊	光復後除戶戶籍簿冊	1	03	015	015	05	01					0970808	
03101	103	133201005	091	指紋辨識系統	指紋辨識系統	1	03	015	015	05	01					0970808	
03113	103	137102000	092	營建工程	營建工程	1	03	018	018	03	01					1020508	BGT
03113	103	137102001	100	行政中心一樓及頂樓綠美化維護分攤款	行政中心一樓及頂樓綠美化維護	1	03	018	018	03	01					0990419	BGT
03113	103	137102002	100	行政中心污水幹管漏水及停車場廁所修繕分攤款	行政中心污水幹管漏水及停車場費	1	03	018	018	03	01					0990419	BGT
03101	103	133201006	093	辦理新移民生活適應輔導	辦理新移民生活適應輔導	1	03	015	015	05	01					0970808	
03101	103	130301010	093	里鄰公共通訊系統建置費	里鄰公共通訊系統建置費	1	03	015	015	03	01					0970808	
03101	103	137102005	093	城鄉會館鄰房購置	城鄉會館鄰房購置	1	03	015	015	07	01					0970808	
03116	103	137102001	099	行政中心大樓空調系統汰換工程分攤款	行政中心大樓空調系統汰換工程	1	03	021	021	03	01					1020710	BGT
03116	103	137102002	099	行政大樓儲水塔改善工程	行政大樓儲水塔改善工程	1	3	021	021	03	01					0980424	BGT
03121	103	137102000	093	營建工程	營建工程	1	03	022	022	03	01					1020510	BGT
03101	103	138300000	093	接受補助建設支出	接受補助建設支出	1	03	015	015	10						0990418	BGT
03101	103	138302000	093	接受中央各部會補助建設支出	接受中央各部會補助建設支出	1	03	015	015	10	01					0990418	BGT
03101	103	137102006	093	林安泰古厝民俗文物館圍牆改建工程	林安泰古厝民俗文物館圍牆改建工	1	03	015	015	07	01					0970808	
03101	103	137102007	095	城鄉會館屋頂修繕工程	城鄉會館屋頂修繕工程	1	03	015	015	07	01					0970808	
03101	103	133900000	092	接受補助業務支出	接受補助業務支出	1	03	015	015	09						0990418	BGT
03101	103	133902000	095	接受中央各部會補助業務支出	接受中央各部會補助業務支出	1	03	015	015	09	01					1010813	BGT
03101	103	137102008	095	空白身分證儲藏室修繕工程	空白身分證儲藏室修繕工程	1	03	015	015	07	01					0970808	
03101	103	137102009	095	新移民會館隔音設備	新移民會館隔音設備	1	03	015	015	07	01					0970808	
03102	103	220202002	092	孔廟簡介業務	孔廟簡介業務	1	06	004	004	02	02					0970811	
03101	103	137102010	095	民生社區中心無障礙空間改善工程	民生社區中心無障礙空間改善工程	1	03	015	015	07	01		004			0970808	
03101	103	137102011	095	民生社區中心四樓集會堂座椅等更新工程	民生社區中心四樓集會堂座椅等	1	03	015	015	07	01		007			0990410	BGT
03101	103	137102012	092	區民活動中心修繕工程	區民活動中心修繕工程	1	03	015	015	07	01		002			0970808	
03101	103	137102013	092	民生社區中心冰水主機汰換工程	民生社區中心冰水主機汰換工程	1	03	015	015	07	01		006			0990410	BGT
03116	103	137104001	092	機械設備費	機械設備費	1	03	021	021	03	03					0970811	
03101	103	130302002	092	人員維持費	人員維持費	1	03	015	015	03	02		002			0970808	
02102	103	127102004	092	空調箱新增新鮮空氣自動控制電動閘門工程	空調箱新增新鮮空氣自動控制電動	1	2	002	002	03	01					0970805	
02102	103	127102005	092	中央監控設備更新工程	中央監控設備更新工程	1	2	002	002	03	01					0980503	BGT
02102	103	127102006	092	中央北、東北、東南區冰水管等更新工程	中央北、東北、東南區冰水管等	1	2	002	002	03	01					1000304	BGT
02102	103	127102007	092	市政大樓各區冰水管、分歧管、風管及空調箱等更新工程	市政大樓各管線及空調箱更新工程	1	2	002	002	03	01					1000304	BGT
02104	103	120000000	092	行政支出	行政支出	1	2	004	004							0970805	
02104	103	120100000	092	一般行政	一般行政	1	2	004	004	01						0970805	
02104	103	120101000	092	行政管理	行政管理	1	2	004	004	01	01					0970805	
02104	103	120101001	092	人員維持費	人員維持費	1	2	004	004	01	01					0970805	
02104	103	120101002	092	一般業務	一般業務	1	2	004	004	01	01					0970805	
02104	103	120101003	092	會計業務	會計業務	1	2	004	004	01	01					0970805	
02104	103	120101004	092	人事業務	人事業務	1	2	004	004	01	01					0970805	
02104	103	120200000	092	組織及管理	組織及管理	1	2	004	004	02						0970805	
02104	103	120201000	092	組織及管理	組織及管理	1	2	004	004	02	01					0970805	
02104	103	120201001	092	人員維持費	人員維持費	1	2	004	004	02	01					0970805	
02104	103	120201002	092	組織管理	組織管理	1	2	004	004	02	01					0970805	
02104	103	120300000	092	任免考試	任免考試	1	2	004	004	03						0970805	
02104	103	120301000	092	任免考試	任免考試	1	2	004	004	03	01					0970805	
02104	103	120301001	092	人員維持費	人員維持費	1	2	004	004	03	01					0970805	
02104	103	120301002	092	任免遷調	任免遷調	1	2	004	004	03	01					0970805	
02104	103	120400000	092	考核訓練	考核訓練	1	2	004	004	04						0970805	
02104	103	120401000	092	考核訓練	考核訓練	1	2	004	004	04	01					0970805	
02104	103	120401001	092	人員維持費	人員維持費	1	2	004	004	04	01					0970805	
02104	103	120401002	092	考核獎懲	考核獎懲	1	2	004	004	04	01					0970805	
02104	103	120401003	092	災害防救業務	災害防救業務	1	2	004	004	04	01					0970805	
02104	103	120401004	092	性騷擾評議委員會	性騷擾評議委員會	1	2	004	004	04	01					0970805	
02104	103	120401005	092	訓練管理	訓練管理	1	2	004	004	04	01					0970805	
02104	103	120401006	092	知性活動	知性活動	1	2	004	004	04	01					0970805	
02104	103	120500000	092	待遇福利退休撫卹業務	待遇福利退休撫卹業務	1	2	004	004	05						0970805	
02104	103	120501000	092	待遇福利及退休撫卹	待遇福利及退休撫卹	1	2	004	004	05	01					0970805	
02104	103	120501001	092	人員維持費	人員維持費	1	2	004	004	05	01					0970805	
02104	103	120501002	092	待遇福利及退休撫卹業務	待遇福利及退休撫卹業務	1	2	004	004	05	01					0970805	
02104	103	120600000	092	人事資訊業務	人事資訊業務	1	2	004	004	06						0970805	
02104	103	120601000	092	人事資訊管理	人事資訊管理	1	2	004	004	06	01					0970805	
02104	103	120601001	092	人員維持費	人員維持費	1	2	004	004	06	01					0970805	
02104	103	120601002	092	人事資訊管理	人事資訊管理	1	2	004	004	06	01					0970805	
02104	103	127100000	092	建築及設備	建築及設備	1	2	004	004	07						0970805	
02104	103	127104000	092	其他設備	其他設備	1	2	004	004	07	01					1010815	BGT
02104	103	124100000	092	第一預備金	第一預備金	1	2	004	004	08						0970805	
02104	103	124101000	092	第一預備金	第一預備金	1	2	004	004	08	01					0970805	
02104	103	120401007	092	國際城市菁英研習會	國際城市菁英研習會	1	2	004	004	04	01					0970805	
02104	103	120401008	092	語言進修	語言進修	1	2	004	004	04	01					0970805	
02104	103	120301003	092	考試分發	考試分發	1	2	004	004	03	01					0970805	
02104	103	120501003	092	退休人員活動	退休人員活動	1	2	004	004	05	01					0970805	
02104	103	120501004	092	本府員工單項運動競賽	本府員工單項運動競賽	1	2	004	004	05	01					0970805	
02104	103	120501005	092	本府員工運動會	本府員工運動會	1	2	004	004	05	01					0970805	
02104	103	120201003	092	人事業務考核	人事業務考核	1	2	004	004	02	01					0970805	
02104	103	120201004	092	人事主管會報	人事主管會報	1	2	004	004	02	01					0970805	
02104	103	120201005	092	人事法規測驗	人事法規測驗	1	2	004	004	02	01					0970805	
02104	103	120201006	092	人事行政研究	人事行政研究	1	2	004	004	02	01					0970805	
03101	103	137102014	092	民生社區中心節能工程	民生社區中心節能工程	1	03	015	015	07	01		005			0980421	BGT
02104	103	120501006	092	首長慶生費用	首長慶生費用	1	2	004	004	05	01					1010417	BGT
02105	103	120000000	092	行政支出	行政支出	1	2	005	005							0970805	
02105	103	120100000	092	一般行政	一般行政	1	2	005	005	01						0970805	
02105	103	120101000	092	行政管理	行政管理	1	2	005	005	01	01					0970805	
02105	103	120101001	092	人員維持費	人員維持費	1	2	005	005	01	01					0970805	
02105	103	120101002	092	一般業務	一般業務	1	2	005	005	01	01					0970805	
02105	103	120101003	092	會計業務	會計業務	1	2	005	005	01	01					0970805	
02105	103	120101004	092	人事業務	人事業務	1	2	005	005	01	01					0970805	
02105	103	120101005	092	資訊業務	資訊業務	1	2	005	005	01	01					0980731	BGT
02105	103	120200000	092	政風組織及維護管理	政風組織及維護管理	1	2	005	005	02						0970805	
02105	103	120201000	092	政風組織及維護管理	政風組織及維護管理	1	2	005	005	02	01					0970805	
02105	103	120201001	092	人員維持費	人員維持費	1	2	005	005	02	01					0970805	
02105	103	120201002	092	政風人員管理	政風人員管理	1	2	005	005	02	01					0970805	
02105	103	120201003	092	公務機密暨安全維護	公務機密暨安全維護	1	2	005	005	02	01					0970805	
02105	103	120201004	092	危害破壞事件及洩密違規之預防	危害破壞事件及洩密違規之預防	1	2	005	005	02	01					0970805	
02105	103	120201005	092	專案維護	專案維護	1	2	005	005	02	01					0970805	
02105	103	120300000	092	端正政風	端正政風	1	2	005	005	03						0970805	
03126	103	130000000	092	民政支出	民政支出	1	03	027	027							0980811	BGT
03126	103	130100000	092	一般行政	一般行政	1	03	027	027	01						0970811	
03126	103	130101000	092	行政管理	行政管理	1	03	027	027	01	01					0970811	
03126	103	130101001	092	人員維持費	人員維持費	1	03	027	027	01	01					0970811	
03126	103	130101002	092	一般業務	一般業務	1	03	027	027	01	01					0970811	
03126	103	130101003	092	會計業務	會計業務	1	03	027	027	01	01					0970811	
03126	103	130101004	092	人事業務	人事業務	1	03	027	027	01	01					0970811	
03126	103	133200000	092	戶政業務	戶政業務	1	03	027	027	02						0970811	
03126	103	133202000	092	戶籍登記及管理	戶籍登記及管理	1	03	027	027	02	01					0970811	
03126	103	133202001	092	人員維持費	人員維持費	1	03	027	027	02	01					0970811	
03126	103	133202002	092	戶籍管理	戶籍管理	1	03	027	027	02	01					0970811	
03126	103	137100000	092	建築及設備	建築及設備	1	03	027	027	03						0990707	BGT
03126	103	137104000	092	其他設備	其他設備	1	03	027	027	03	03					1020508	BGT
03126	103	137104001	092	電話總機系統資本租賃	電話總機系統資本租賃	1	3	027	027	03	02					0980806	BGT
03125	103	130000000	092	民政支出	民政支出	1	03	026	026							0980810	BGT
03125	103	130100000	092	一般行政	一般行政	1	03	026	026	01						0970805	
03125	103	130101000	092	行政管理	行政管理	1	03	026	026	01	01					0970805	
03125	103	130101001	092	人員維持費	人員維持費	1	03	026	026	01	01					0970805	
03125	103	130101002	092	一般業務	一般業務	1	03	026	026	01	01					0970805	
03125	103	130101003	092	會計業務	會計業務	1	03	026	026	01	01					0970805	
03125	103	130101004	092	人事業務	人事業務	1	03	026	026	01	01					0970805	
03125	103	133200000	092	戶政業務	戶政業務	1	03	026	026	02						0970805	
03125	103	133202000	092	戶籍登記及管理	戶籍登記及管理	1	03	026	026	02	01					0970805	
03125	103	133202001	092	人員維持費	人員維持費	1	03	026	026	02	01					0970805	
03125	103	133202002	092	戶籍管理	戶籍管理	1	03	026	026	02	01					0970805	
03125	103	137100000	092	建築及設備	建築及設備	1	03	026	026	03						0970805	
03125	103	137104000	092	其他設備	其他設備	1	03	026	026	03	02					0970805	
03125	103	137102000	092	營建工程	營建工程	1	03	026	026	03	03					1020509	BGT
03125	103	137102001	092	萬華區政大樓安全梯無障礙標準扶手設置工程分攤款	萬華區政大樓安全梯無障礙分攤款	1	03	026	026	03	03					0970805	
03103	103	220000000	092	文化支出	文化支出	1	06	005	005							0990614	BGT
03103	103	220100000	092	一般行政	一般行政	1	06	005	005	01						0970805	
03103	103	220101000	092	行政管理	行政管理	1	06	005	005	01	01					0970805	
03103	103	220101001	092	人員維持費	人員維持費	1	06	005	005	01	01					0970805	
03103	103	220101002	092	一般業務	一般業務	1	06	005	005	01	01					0970805	
03103	103	220101003	092	會計業務	會計業務	1	06	005	005	01	01					0970805	
03103	103	220101004	092	人事業務	人事業務	1	06	005	005	01	01					0970805	
03103	103	220101005	092	政風業務	政風業務	1	06	005	005	01	01					0970805	
03103	103	220200000	092	殯殮業務	殯殮業務	1	06	005	005	02						0970805	
03103	103	220201000	092	殯殮管理	殯殮管理	1	06	005	005	02	01					0970805	
03103	103	220201001	092	人員維持費	人員維持費	1	06	005	005	02	01					0970805	
03103	103	220201002	092	殯殮督導	殯殮督導	1	06	005	005	02	01					0970805	
03103	103	220300000	092	埋葬業務	埋葬業務	1	06	005	005	03						0970805	
03103	103	220301000	092	埋葬管理	埋葬管理	1	06	005	005	03	01					0970805	
02108	103	120701000	092	話務管理	話務管理	1	2	006	006	07	01					0970804	
02112	103	130101001	092	人員維持費	人員維持費	1	3	002	002	01	01					0970812	
02112	103	130401004	092	輔導原住民經濟事業發展	輔導原住民經濟事業發展	1	3	002	002	04	01					0970812	
02112	103	134100000	092	第一預備金	第一預備金	1	3	002	002	07						0970812	
02112	103	133902002	100	98年度評鑑績優原住民族部落社區大學獎勵金	98年度評鑑績優原住民族部落社區	1	3	002	002	08	01					1000608	BGT
02112	103	137102007	092	原民風味館設施設備及整修工程	原民風味館設施設備及整修工程	1	3	002	002	06	01		002			1010725	BGT
02113	103	220000000	092	文化支出	文化支出	1	6	002	002							0990112	BGT
02113	103	220101000	092	行政管理	行政管理	1	6	002	002	01	01					0970804	
02113	103	220101003	092	會計業務	會計業務	1	6	002	002	01	01					0970804	
02113	103	220301000	092	文教推廣業務	文教推廣業務	1	6	002	002	03	01					0970804	
02113	103	227102003	097	配電場遷移工程	配電場遷移工程	1	6	002	002	04	01					1010504	BGT
02113	103	227102002	097	臺北市客家文化會館視聽教室整修工程	視聽教室整修工程	1	6	002	002	04	01					1020514	BGT
02113	103	227102008	097	客家文化園區入口意象興建工程	客家文化園區入口意象興建工程	1	6	002	002	04	01					1010504	BGT
02103	103	120101000	092	行政管理	行政管理	1	2	3	3	1	1					0970804	
02103	103	120101003	092	會計業務	會計業務	1	2	3	3	1	1					0970804	
02103	103	120101005	092	政風業務	政風業務	1	2	3	3	1	1					0970804	
02103	103	120202002	092	核編附屬及特別預算	核編附屬及特別預算	1	2	3	3	2	2					0970804	
02103	103	120203002	092	總會計事務處理	總會計事務處理	1	2	3	3	2	3					0970804	
02103	103	120301001	092	人員維持費	人員維持費	1	2	3	3	3	1					0970804	
02103	103	120302000	092	經濟統計	經濟統計	1	2	3	3	3	2					0970804	
02103	103	127104000	092	其他設備	其他設備	1	2	3	3	4	02					1010515	BGT
02103	103	127102000	092	營建工程	營建工程	1	2	3	3	4	01					1010727	BGT
02103	103	120203004	091	公務會計管理系統	公務會計管理系統	1	2	3	3	2	3					0990408	BGT
02121	103	130101003	092	會計業務	會計業務	1	3	003	003	01	01		003			0970805	
02121	103	132801001	092	人員維持費	人員維持費	1	3	003	003	02	01		001			0970805	
02121	103	132801004	092	經建業務	經建業務	1	3	003	003	02	01		004			0970805	
02121	103	137102000	092	營建工程	營建工程	1	3	003	003	04	01					0970805	
04102	103	140101004	092	人事業務	人事業務	1	4	002	002	01	01					0970805	
04102	103	140101005	092	政風業務	政風業務	1	4	002	002	01	01					0970805	
04102	103	140101006	092	企劃服務業務	企劃服務業務	1	4	002	002	01	01					0970805	
04102	103	140101007	092	監察業務	監察業務	1	4	002	002	01	01					0970804	
04102	103	140200000	092	稅捐稽徵業務	稅捐稽徵業務	1	4	002	002	02						0970805	
04102	103	140201000	093	財產稅稽徵	財產稅稽徵	1	4	002	002	02	01					0970805	
04102	103	140201001	093	人員維持費	人員維持費	1	4	002	002	02	01					0970805	
04102	103	140201002	093	地價稅稽徵業務	地價稅稽徵業務	1	4	002	002	02	01					0970805	
04102	103	140201003	093	土地增值稅稽徵業務	土地增值稅稽徵業務	1	4	002	002	02	01					0970805	
04102	103	140202000	093	機會稅稽徵	機會稅稽徵	1	4	002	002	02	02					0970805	
04102	103	140202001	093	人員維持費	人員維持費	1	4	002	002	02	02					0970805	
04102	103	140202002	093	印花稅稽徵業務	印花稅稽徵業務	1	4	002	002	02	02					0970805	
04102	103	140203000	093	稅務管理	稅務管理	1	4	002	002	02	03					0970805	
04102	103	140203001	093	人員維持費	人員維持費	1	4	002	002	02	03					0970805	
04102	103	140203002	093	清理欠稅	清理欠稅	1	4	002	002	02	03					0970805	
04102	103	140204000	093	違章及行政救濟	違章及行政救濟	1	4	002	002	02	04					0970805	
04102	103	140204001	093	人員維持費	人員維持費	1	4	002	002	02	04					0970805	
04102	103	140204002	093	處理違章、查緝及行政救濟業務	處理違章、查緝及行政救濟業務	1	4	002	002	02	04					0970805	
04102	103	140205000	093	電子處理資料	電子處理資料	1	4	002	002	02	05					0970805	
04102	103	140205001	093	人員維持費	人員維持費	1	4	002	002	02	05					0970805	
04102	103	140205002	093	資訊業務	資訊業務	1	4	002	002	02	05					0970805	
02121	103	137102001	092	龍田區民活動中心購置	龍田區民活動中心購置	1	3	003	003	04	01		010			0970805	
04101	103	140203020	092	一般金融管理	一般金融管理	1	04	001	001	02	03					0970804	
04101	103	140203030	092	基層金融管理	基層金融管理	1	04	001	001	02	03					0970804	
04101	103	140205000	092	非公用財產管理	非公用財產管理	1	04	001	001	02	05					0970804	
04101	103	140205020	092	非公用財產出售	非公用財產出售	1	04	001	001	02	05					0970804	
04101	103	140205030	092	非公用財產出租	非公用財產出租	1	04	001	001	02	05					0970804	
04101	103	140205040	092	非公用財產綜合管理	非公用財產綜合管理	1	04	001	001	02	05					0970804	
04101	103	140204000	092	公用財產管理	公用財產管理	1	04	001	001	02	04					0970804	
04101	103	140204020	092	機關學校財產管理	機關學校財產管理	1	04	001	001	02	04					0970804	
04101	103	140204030	092	產籍管理	產籍管理	1	04	001	001	02	04					0970804	
04101	103	810000000	092	債務付息支出	債務付息支出	1	21	001	001							0970804	
04101	103	813700000	092	債務付息	債務付息	1	21	001	001	03						0970804	
04101	103	813701000	092	債務付息	債務付息	1	21	001	001	03	01					0970804	
04101	103	147100000	092	建築及設備	建築及設備	1	04	001	001	05						0970804	
04101	103	147101000	092	土地購置	土地購置	1	04	001	001	05	03					1010417	BGT
04101	103	147102000	092	營建工程	營建工程	1	04	001	001	05	01					1010417	BGT
04101	103	147103000	092	交通及運輸設備	交通及運輸設備	1	04	001	001	05	04					1010417	BGT
04101	103	147104000	092	其他設備	其他設備	1	04	001	001	05	02					1010417	BGT
04101	103	144100000	092	第一預備金	第一預備金	1	04	001	001	06						0990621	BGT
04101	103	144101000	092	第一預備金	第一預備金	1	04	001	001	06	01					0970804	
04101	103	140101010	092	人員維持費	人員維持費	1	04	001	001	01	01					0980409	BGT
04101	103	140201010	092	人員維持費	人員維持費	1	04	001	001	02	01					0970804	
04101	103	140202010	092	人員維持費	人員維持費	1	04	001	001	02	02		001			0970804	
04101	103	140203010	092	人員維持費	人員維持費	1	04	001	001	02	03					0970804	
04101	103	140204010	092	人員維持費	人員維持費	1	04	001	001	02	04					0970804	
04101	103	140205010	092	人員維持費	人員維持費	1	04	001	001	02	05					0970804	
04102	103	140000000	092	財務支出	財務支出	1	4	002	002							0970805	
04102	103	140100000	092	一般行政	一般行政	1	4	002	002	01						0970805	
04102	103	140101000	092	行政管理	行政管理	1	4	002	002	01	01					0970805	
04102	103	140101001	092	人員維持費	人員維持費	1	4	002	002	01	01					0970805	
04102	103	140101002	092	一般業務	一般業務	1	4	002	002	01	01					0970805	
04102	103	140101003	092	會計業務	會計業務	1	4	002	002	01	01					0970805	
04102	103	140205003	092	普查業務	普查業務	1	4	002	002	02	05					0970804	
04102	103	147100000	092	建築及設備	建築及設備	1	4	002	002	03						0970805	
04102	103	147102000	092	營建工程	營建工程	1	4	002	002	03	02					1010412	BGT
04102	103	147104000	092	其他設備	其他設備	1	4	002	002	03	04					1020508	BGT
04102	103	147102001	097	總處辦公大樓搬遷室內裝修工程委託規劃設計監造	總處辦公大樓搬遷委託規劃設計	1	4	002	002	03	02					1000516	BGT
04102	103	147102002	097	分處辦公廳舍空調系統汰換工程	分處辦公廳舍空調系統汰換工程	1	4	002	002	03	02					1000510	BGT
04102	103	147102003	094	配合桂林大樓電梯更新工程	配合桂林大樓電梯更新工程	1	4	002	002	03	01					0970805	
04102	103	147102004	094	配合松江大樓屋頂防漏工程	配合松江大樓屋頂防漏工程	1	4	002	002	03	01		003			0980309	BGT
04102	103	147102005	098	配合文山區政大樓分設電錶裝置工程	配合文山區政大樓分設電錶裝置程	1	4	002	002	03	01		004			0980309	BGT
04102	103	147102006	098	配合文山區政大樓空調冰水主機更新工程	配合文山區政大樓空調冰水主機程	1	4	002	002	03	01		005			0980309	BGT
04102	103	147102007	098	配合各行政中心修繕工程	配合各行政中心修繕工程	1	4	002	002	03	02		001			0980318	BGT
04102	103	147102008	098	辦公環境整修工程	辦公環境整修工程	1	4	002	002	03	02		002			1020423	BGT
04102	103	147102009	098	配合大同區行政中心設置哺乳室工程	配合大同區行政中心設置哺乳室工	1	4	002	002	03	01					0970805	
04102	103	147104001	094	汰換及新購電腦設備	汰換及新購電腦設備	1	4	002	002	03	03					0970804	
14102	103	348301000	097	接受中央政府補助建設支出	接受中央政府補助建設支出	1	10	004	004	05	01					1030122	BGT0
04102	103	147104002	094	其他	其他	1	4	002	002	03	03					0970804	
04102	103	147104003	093	其他	其他	1	4	002	002	03	02					0970804	
04102	103	147104004	092	88年度擴充電腦設備(五年租購)	88年度擴充電腦設備(五年租購)	1	4	002	002	04	02					0970804	
04102	103	147104005	092	89年度擴充電腦設備(五年租購)	89年度擴充電腦設備(五年租購)	1	4	002	002	04	02					0970804	
04102	103	147104006	092	90年度擴充電腦設備(三年租購)	90年度擴充電腦設備(三年租購)	1	4	002	002	04	02					0970804	
04102	103	147104007	092	其他	其他	1	4	002	002	04	02					0970804	
04102	103	147102010	098	永樂市場大樓7樓檔案室搬遷及裝修工程	永樂市場大樓7樓檔案室搬遷及裝	1	4	002	002	03	01		002			0970820	BGT
04102	103	147102011	092	總處用電系統改善工程	總處用電系統改善工程	1	4	002	002	04	01					0970804	
04102	103	147102012	092	士林分處辦公室整修工程	士林分處辦公室整修工程	1	4	002	002	04	01					0970804	
04102	103	147102013	092	大安分處廁所及茶水間地磚汰換工程	大安分處廁所及茶水間地磚汰換工	1	4	002	002	04	01					0970804	
04102	103	147102014	092	士林分處廁所整修工程	士林分處廁所整修工程	1	4	002	002	04	01					0970804	
04102	103	147102015	092	中北分處辦公室整修工程	中北分處辦公室整修工程	1	4	002	002	04	01					0970804	
04102	103	147102016	092	中南分處辦公室整修工程	中南分處辦公室整修工程	1	4	002	002	04	01					0970804	
04102	103	147102017	092	南港分處辦公室整修工程	南港分處辦公室整修工程	1	4	002	002	04	01					0970804	
04102	103	147102018	092	松山分處辦公室整修工程	松山分處辦公室整修工程	1	4	002	002	04	01					0970804	
04102	103	147102019	092	內湖分處辦公室整修工程	內湖分處辦公室整修工程	1	4	002	002	04	01					0970804	
04102	103	147102020	092	總處辦公室調整整修工程	總處辦公室調整整修工程	1	4	002	002	04	01					0970804	
04102	103	140201004	093	房屋稅稽徵業務	房屋稅稽徵業務	1	4	002	002	02	01					0970805	
04102	103	140201005	093	契稅稽徵業務	契稅稽徵業務	1	4	002	002	02	01					0970805	
