bgtyy	org	orgna	orgbr	morg	chief	accer	ktporg	src0	src13	u_no	orgtp	orggrd	borg	sbgna	sborg	byy	peyy	bdate	aeym	note	engid	sysdat	usno
102	11130	臺北市政府警察局文山第二分局	文山第二分局	11	陳博珍　	黃玉枝	1111130	71	111			4										1010405	BGT
102	11131	臺北市政府警察局南港分局	南港分局	11	黃啟澤	曾美惠	1111131	71	112			4										1000322	BGT
102	11132	臺北市政府警察局內湖分局	內湖分局	11	薛文容	江心琳	1111132	71	113			4										1010406	BGT
102	11133	臺北市政府警察局士林分局	士林分局	11	李德威	鄧翊雯	1111133	71	114			4										1011229	BGT
102	11134	臺北市政府警察局北投分局	北投分局	11	陳才馨	余鳳清	1111134	71	115			4	11134									1020102	BGT
102	11141	臺北市政府警察局保安警察大隊	保安警察大隊	11	劉鴻烈	梁惠玲	1111141	71	116	11141		4	11141									1010403	BGT
102	11142	臺北市政府警察局刑事警察大隊	刑事警察大隊	11	黃明昭	戴雯芝	1111142	71	117	11142		4	11142									1000318	BGT
102	11143	臺北市政府警察局交通警察大隊	交通警察大隊	11	張夢麟	司毅軍	0909053	71	118	11143	08	4	11143									1011225	BGT
102	11144	臺北市政府警察局少年警察隊	少年警察隊	11	吳春沂	潘玉美　	1111144	71	119			4										1000801	BGT
102	11145	臺北市政府警察局婦幼警察隊	婦幼警察隊	11	邱子珍	高雪卿　	1111145	71	120			4	11145									1000321	BGT
102	11146	臺北市政府警察局捷運警察隊	捷運警察隊	11	宋景武	任秀玉	1111146	71	121			4	11146									1000318	BGT
102	11147	臺北市政府警察局通信隊	通信隊	11	黃永志	梁燕秋	1111147	71	122	09057		4	11147									1010713	BGT
102	12000	臺北市政府衛生局主管	衛生局主管	12	林奇宏	林惠姿		45	000		08	1										1000809	BGT
102	12101	臺北市政府衛生局	衛生局	12	林奇宏	林惠姿		45	001		08	2										1000805	BGT
102	12111	臺北市松山區健康服務中心	松山區健康服務中心	12	周真貞	林佩琦	1212111	45	002		08	2										1010327	BGT
102	12112	臺北市信義區健康服務中心	信義區健康服務中心	12	李玠芬　	林佩琦	1212112	45	003		08	2										1010327	BGT
102	12113	臺北市大安區健康服務中心	大安區健康服務中心	12	李碧慧	蘇月娥	1212113	45	004		08	2										0991024	BGT
102	12114	臺北市中山區健康服務中心	中山區健康服務中心	12	容笑英	于平中	1212114	45	005			2										0980108	BGT
102	12115	臺北市中正區健康服務中心	中正區健康服務中心	12	何叔安	蔡瑩樺	1212115	45	006			2										1010319	BGT
102	12116	臺北市大同區健康服務中心	大同區健康服務中心	12	陳少卿	吳錦香	1212116	45	007			2										1010807	BGT
102	12117	臺北市萬華區健康服務中心	萬華區健康服務中心	12	陳美齡	蘇月娥	1212117	45	008		08	2										0991213	BGT
102	12118	臺北市文山區健康服務中心	文山區健康服務中心	12	駱貞妃	蔡瑩樺	1212118	45	009			2										1011225	BGT
102	12119	臺北市南港區健康服務中心	南港區健康服務中心	12	許怡平	薛月娥	1212119	45	010			2										1010727	BGT
102	19102	臺北市政府地政局土地開發總隊	土地開發總隊	19	韋彰武	張惠琴	1919102	13	002	19102		2	19102									1001229	BGT
102	18000	臺北市政府觀光傳播局主管	觀光傳播局主管	18	趙心屏	張玲玲		22	000			1										1000808	BGT
102	18112	臺北廣播電臺	臺北廣播電臺	18	陳慈銘	蔡麗惠	1818112	22	002			2										1000411	BGT
102	18111	臺北市政府觀光傳播局	觀光傳播局	18	趙心屏　	張玲玲	2222001	22	001			2										1000808	BGT
102	17000	臺北翡翠水庫管理局主管	臺北翡翠水庫管理局主管	17	劉銘龍	黃淑嬌　		32	000			1										1000805	BGT
102	17101	臺北翡翠水庫管理局	臺北翡翠水庫管理局	17	劉銘龍　	黃淑嬌			001	17101		2										1000808	BGT
102	16000	臺北市政府消防局主管	消防局主管	16	蕭英文	謝鎙環			000			1										1000526	BGT
102	16101	臺北市政府消防局	消防局	16	蕭英文　	謝鎙環　	2020001	13	001			2										1000406	BGT
102	15000	臺北市政府文化局主管	文化局主管	15	劉維公	張英慧		22	000			1										1010208	BGT
102	15101	臺北市政府文化局	文化局	15	劉維公	張英慧		22	001			2										1010208	BGT
102	15102	臺北市中山堂管理所	中山堂管理所	15	黃國琴	杜文娟	1515102	22	002	15102		2										0910414	BGT
102	15103	臺北市文獻委員會	文獻委員會	15	劉維公	杜文娟	1515103	22	003	21003		2										1011220	BGT
102	15104	臺北市立美術館	市立美術館	15	黃海鳴	于平中　	2121004	22	004			2										1010712	BGT
102	15105	臺北市立交響樂團	市立交響樂團	15	黃維明	張雅蘭		22	005			2										0990414	BGT
102	15106	臺北市立國樂團	市立國樂團	15	鍾耀光　	陳美如　	1515106	22	006			2										0990626	BGT
102	15107	臺北市立社會教育館	市立社會教育館	15	林信耀	盧美惠	1515107	22	007			2										1010621	BGT
102	14000	臺北市政府都市發展局主管	都市發展局主管	14	丁育群　	林玉滿		34	000			1										0990625	BGT
102	14101	臺北市政府都市發展局	都市發展局	14	丁育群　	林玉滿		34	001			2										0990625	BGT
102	14102	臺北市都市更新處	都市更新處	14	林崇傑	許寶文	1919002	34	002	14102		2										1010723	BGT
102	14103	臺北市建築管理工程處	建築管理工程處	14	張剛維	黃淑華	1919003	32	003			2										1010817	BGT
102	13000	臺北市政府環境保護局主管	環境保護局主管	13	吳盛忠	蔡延壽		52	000			1										1000810	BGT
102	13101	臺北市政府環境保護局	環境保護局	13	吳盛忠	蔡延壽		52	001			2										1000810	BGT
102	13102	臺北市政府環境保護局衛生稽查大隊	衛生稽查大隊	13	王大鈞	詹惠淑		52	002			2										0991022	BGT
102	13103	臺北市政府環境保護局內湖垃圾焚化廠	內湖垃圾焚化廠	13	吳文園	林秋英		52	003	13103		2										1000223	BGT
102	13104	臺北市政府環境保護局木柵垃圾焚化廠	木柵垃圾焚化廠	13	蔡崇助	楊淑媛		52	004	13104	58	2										1010814	BGT
102	02121	臺北市松山區公所	松山區公所	02	余淑	余偉伶	0202121	13	011			2										1010801	BGT
102	02122	臺北市信義區公所	信義區公所	02	余星華	詹寶華	0202122	13	012			2										1010730	BGT
102	02123	臺北市大安區公所	大安區公所	02	蘇素珍　	黃美玲	0202123	13	013			2										1010807	BGT
102	02124	臺北市中山區公所	中山區公所	02	林秉宗	吳季芳	0202124	13	014			2										1010730	BGT
102	02125	臺北市中正區公所	中正區公所	02	詹訓明　	林金鳳　	0202125	13	015			2										1020104	BGT
102	02126	臺北市大同區公所	大同區公所	02	謝正君	焦丕康　	0202126	13	016	02126		2										1010730	BGT
102	02127	臺北市萬華區公所	萬華區公所	02	黃國彥	劉秀蓮	0202127	13	017	02127		2										1010817	BGT
102	02128	臺北市文山區公所	文山區公所	02	蔡培林	楊如玉　	0202128	13	018			2										1010730	BGT
102	02129	臺北市南港區公所	南港區公所	02	王先黎	陳瑞瑛　	0202129	13	019			2										1011228	BGT
102	02130	臺北市內湖區公所	內湖區公所	02	張金鎮　	蘇淑齡	0202130	13	020			2										1010730	BGT
102	02131	臺北市士林區公所	士林區公所	02	張義芳	　劉美真	0202131	13	021			2	02131									1010730	BGT
102	02132	臺北市北投區公所	北投區公所	02	李美麗　	陳惠玲	0202132	13	022			2	02132									1010730	BGT
102	02113	臺北市政府客家事務委員會	客家事務委員會	02	劉佳鈞	黃睦凱	0202113	22	010			2										1020103	BGT
102	41000	其他支出	其他支出	41				91	000			9										0940530	BGT
102	41101	公務人員退休及撫卹給付	公務人員退休及撫卹給付	41	韓英俊	潘冠男		91	001			9										0970107	BGT
102	41102	公務人員福利互助補助	公務人員福利互助補助	41	韓英俊	潘冠男	41102	91	002			9										0970517	BGT
102	41103	國家賠償金	國家賠償金	41			41103	91	003			9										0970807	BGT
102	41104	公務人員(工)待遇準備	公務人員(工)待遇準備	41			41104	91	004			9										0970807	BGT
102	41105	災害準備金	災害準備金	41			41105	91	005			9										0970517	BGT
102	42000	第二預備金	第二預備金	42				92	000			9											
102	42101	第二預備金	第二預備金	42			42101	92	001			9										0970517	BGT
102	03000	臺北市政府民政局主管	民政局主管	03	黃呂錦茹	游秀蘭		13	000			1										1000512	BGT
102	03101	臺北市政府民政局	民政局	03	黃呂錦茹	游秀蘭		13	001			2										0991202	BGT
102	03102	臺北市孔廟管理委員會	孔廟管理委員會	03	黃呂錦茹	蔣淑君		22	002			2										1010605	BGT
102	03111	臺北市松山區戶政事務所	松山區戶政事務所	03	李文瑞	張修真　	0303111	13	004		12	2										0980731	BGT
102	03112	臺北市信義區戶政事務所	信義區戶政事務所	03	張五常	田盈洲　	0303022	13	005			2										1000614	BGT
102	03113	臺北市大安區戶政事務所	大安區戶政事務所	03	艾　蕾　	桑瑞華　	0303113	13	006		12	2										0980727	BGT
102	03114	臺北市中山區戶政事務所	中山區戶政事務所	03	蔡文如	黃郁雯	0303024	13	007	03114	12	2										0991025	BGT
102	03115	臺北市中正區戶政事務所	中正區戶政事務所	03	陳冠伶	吳碧華	0303115	13	008		12	2										0980810	BGT
102	03116	臺北市大同區戶政事務所	大同區戶政事務所	03	林明寬	朱芮瑩	0303116	13	009		12	2										1020103	BGT
102	03121	臺北市南港區戶政事務所	南港區戶政事務所	03	黃宇葳　	蔣淑君	0303121	13	010		12	2										0981228	BGT
102	03122	臺北市內湖區戶政事務所	內湖區戶政事務所	03	林聰明	盧少眉	0303122	13	011			2										1010118	BGT
102	03123	臺北市士林區戶政事務所	士林區戶政事務所	03	蕭銀城	高郁雯	0303123	13	012			2										1000608	BGT
102	03124	臺北市北投區戶政事務所	北投區戶政事務所	03	后蓮弟　	陳禮娟	0303124	13	013		12	2										1010813	BGT
102	03103	臺北市殯葬管理處	殯葬管理處	03	吳坤宏	廖姝蓁　	0303103	22	003			2										1001229	BGT
102	03125	臺北市萬華區戶政事務所	萬華區戶政事務所	03	洪進達	陳芝芬	0303125	13	014		12	2										1020102	BGT
102	03126	臺北市文山區戶政事務所	文山區戶政事務所	03	陳呈祥	黃淑敏	0303126	13	015		12	2										1000718	BGT
102	04000	臺北市政府財政局主管	財政局主管	04	邱大展	吳麗琴　		14	000			1										1010330	BGT
102	04101	臺北市政府財政局	財政局	04	邱大展	吳麗琴　		14	001			2										1010306	BGT
102	04102	臺北市稅捐稽徵處	稅捐稽徵處	04	黃素津　	張鈺潔　	0404102	14	002	04102		2										1000325	BGT
102	05000	臺北市政府教育局主管	教育局主管	05	丁亞雯	張幼卿		21	000			1										1010817	BGT
102	13105	臺北市政府環境保護局北投垃圾焚化廠	北投垃圾焚化廠	13	傅良枝	林琪華　		52	005	13105		2										1000511	BGT
102	01000	臺北市議會主管	市議會主管	01	吳碧珠　	謝明珠　			000			1										0940714	BGT
102	01101	臺北市議會	市議會	01	吳碧珠　	謝明珠　		11	001			2										0960730	BGT
102	02000	臺北市政府主管	市政府主管	02	　　　　	　　　　		13	000			1										0900816	BGT
102	02101	臺北市政府秘書處	秘書處	02	陳永仁　	劉家瑜		12	001			2										1001229	BGT
102	02102	臺北市市政大樓公共事務管理中心	市政大樓公共事務管理中心	02	杜英輝	林彥孜		12	002	02102		2										1000420	BGT
102	02103	臺北市政府主計處	主計處	02	陳高燦　	郭銀蓉　		12	003			2										1010726	BGT
102	02104	臺北市政府人事處	人事處	02	韓英俊　	甘秉芝	0202104	12	004	02104		2										0990124	BGT
102	02108	臺北市政府研究發展考核委員會	研究發展考核委員會	02	袁乃娟	張秀英　	0202108	12	007			2										1010824	BGT
102	02111	臺北市都市計畫委員會	都市計畫委員會	02	陳威仁	呂美瑤	0202111	34	008			2										1010730	BGT
102	02106	臺北市政府公務人員訓練處	公務人員訓練處	02	孔繁亞	詹秋香　	0202106	21	006			2										0970608	BGT
102	02105	臺北市政府政風處	政風處	02	劉明武　	蔡美燕　	0202105	12	005			2										1010102	BGT
102	02112	臺北市政府原住民族事務委員會	原住民族事務委員會	02	楊馨怡	吳怡姿	0202112	13	009	02112		2										1010801	BGT
102	12120	臺北市內湖區健康服務中心	內湖區健康服務中心	12	韓國強	薛月娥	1212120	45	011			2										1010727	BGT
102	12121	臺北市士林區健康服務中心	士林區健康服務中心	12	黃秋玉	吳錦香	1010031	45	012		08	2										1010807	BGT
102	12122	臺北市北投區健康服務中心	北投區健康服務中心	12	邱秀儀	于平中	1010032	45	013			2										1010323	BGT
102	29000	臺北市政府捷運工程局主管	捷運工程局主管	29	陳椿亮	林榮亮		12	000			1										1020103	BGT
102	29101	臺北市政府捷運工程局	捷運工程局	29	陳椿亮	林榮亮		33	001			2										1020103	BGT
102	21101	臺北自來水事業處	臺北自來水事業處	21	吳陽龍　	范茂榮　		32	001			2										1000401	BGT
102	21000	臺北自來水事業處主管	臺北自來水事業處主管	21	吳陽龍　	范茂榮　	14000		000			1										1000505	BGT
102	20000	臺北市政府兵役局主管	兵役局主管	20	朱亞虎	王碧珠	2020000					1										1001228	BGT
102	20101	臺北市政府兵役局	兵役局	20	朱亞虎	王碧珠		13	001			2										1001229	BGT
102	19000	臺北市政府地政局主管	地政局主管	19	陳錫	繆永珍		13	000	12000		1										1010111	BGT
102	19101	臺北市政府地政局	地政局	19	陳錫　	繆永珍		13	001			2										1010102	BGT
102	19111	臺北市松山地政事務所	松山地政事務所	19	簡玉昆	邱燕芬　	1919111	13	003			2										1010430	BGT
102	19112	臺北市大安地政事務所	大安地政事務所	19	高麗香　	蘇美君	1919112	13	004			2										1010426	BGT
102	19113	臺北市中山地政事務所	中山地政事務所	19	施乃仁	高玉如	1919113	13	005			2										1020102	BGT
102	19114	臺北市古亭地政事務所	古亭地政事務所	19	林健智	尤妙雯	1919114	13	006		13	2										1010430	BGT
101	05112	臺北市立圖書館	市立圖書館	05	洪世昌　	戴翠芝	0505112	22	002		58	2										1010821	BGT
101	05113	臺北市立動物園	市立動物園	05	金仕謙	陳琴瑛	0505113	22	003		58	2										1010111	BGT
101	05114	臺北市立天文科學教育館	市立天文科學教育館	05	邱國光	林芳如	0505114	22	004		58	2										1000722	BGT
101	05115	臺北市立兒童育樂中心	市立兒童育樂中心	05	洪坤森	宋淑好	0505905	22	005		58	2										1000815	BGT
101	05117	臺北市家庭教育中心	家庭教育中心	05	石康平	詹佳婷	0505907	22	007	05	58	2										1000815	BGT
101	05116	臺北市體育處	體育處	05	何金樑	劉美宏	0505906	22	006		58	2										1020104	BGT
101	06000	臺北市政府產業發展局主管	產業發展局主管	06	黃啟瑞　	魏梅枰		31	000			1										1010608	BGT
101	06101	臺北市政府產業發展局	產業發展局	06	黃啟瑞　	魏梅枰	0606101	31	001			2										1010606	BGT
101	06102	臺北市動物保護處	動物保護處	06	嚴一峰	李怜潔		31	002	06102		2										1010814	BGT
101	06103	臺北市市場處	市場處	06	王三中	林瑞碧		31	003			2										1020104	BGT
101	06104	臺北市商業處	商業處	06	黃以育	簡秀霞	0606104	34	004			2										1020102	BGT
101	06105	臺北市大地工程處	大地工程處	06	林裕益	魏瑜貞	0606101	31	005			2										1000815	BGT
101	07000	臺北市政府工務局主管	工務局主管	07	張培義	鄭秀貞		33	000			1										1010816	BGT
101	07101	臺北市政府工務局	工務局	07	李咸亨	鄭秀貞　		33	001			2										1000802	BGT
101	07102	臺北市政府工務局水利工程處	水利工程處	07	施建旭	張寧生		31	002			2										1010809	BGT
101	07103	臺北市政府工務局新建工程處	新建工程處	07	黃一平	姜  昕		33	003	07003		2										1010320	BGT
101	07104	臺北市政府工務局公園路燈工程管理處	公園路燈工程管理處	07	劉國銘	阮美琨		51	004			2										1010814	BGT
101	07105	臺北市政府工務局衛生下水道工程處	衛生下水道工程處	07	陳永輝　	劉淑江　		34	005			2										1000727	BGT
101	08000	臺北市政府交通局主管	交通局主管	08	林志盈	曾淑美	1717000	33				1										1000603	BGT
101	08101	臺北市政府交通局	交通局	08	林志盈	曾淑美		33	001			2										1000301	BGT
101	08102	臺北市監理處	監理處	08	鄭俊明　	周麗卿　	0808102	33	002			2										0970730	BGT
101	08103	臺北市停車管理工程處	停車管理工程處	08	張哲揚	王建今		33	003			2										1000316	BGT
101	08104	臺北市交通管制工程處	交通管制工程處	08	陳學台　	郭德芳　	0808104	33	004			2										1000331	BGT
101	08108	臺北市交通事件裁決所	交通事件裁決所	08	林文淵	劉美纓	0808108	33	006			2										0990630	BGT
101	08105	臺北市公共運輸處	公共運輸處	08	王聲威	黃淑貞	0808105	33	005			2										1000221	BGT
101	09000	臺北市政府社會局主管	社會局主管	09	江綺雯	李如欣		43	000			1										1000513	BGT
101	09101	臺北市政府社會局	社會局	09	江綺雯　	李如欣　	0909101	43	001			2										1000601	BGT
101	09102	臺北市立陽明教養院	陽明教養院	09	孫麗珠　	叢  森　	0808003	43	002			2										0970314	BGT
101	09103	臺北市立浩然敬老院	浩然敬老院	09	張婌文	陳金定	0909103	43	003			2										0991203	BGT
101	09117	臺北市立萬華托兒所	市立萬華托兒所	09	林明君	許寶文	0909117	43	011	08022		2										0991116	BGT
101	09116	臺北市立大同托兒所	市立大同托兒所	09	陳香娟	許寶文	0909116	43	010			2										1010515	BGT
101	09115	臺北市立中正托兒所	市立中正托兒所	09	陳湘羚	王粉燕	0909115	43	009			2										1010813	BGT
101	09119	臺北市立南港托兒所	市立南港托兒所	09	劉香蘭	徐玉珍	0909119	43	013			2										1010813	BGT
101	09118	臺北市立文山托兒所	市立文山托兒所	09	蘇信如	王粉燕	0909118	43	012	09118		2										1010813	BGT
101	09121	臺北市立士林托兒所	市立士林托兒所	09	謝美琪	何青萍	0909121	43	015			2										1010813	BGT
101	09111	臺北市立松山托兒所	市立松山托兒所	09	洪玉來	王素如	0808032	43	005			2										1010813	BGT
101	09112	臺北市立信義托兒所	市立信義托兒所	09	陳美君	徐玉珍	0909112	43	006			2										1010813	BGT
101	09113	臺北市立大安托兒所	市立大安托兒所	09	郭美玉	何青萍	0909113	43	007			2										1010813	BGT
101	09120	臺北市立內湖托兒所	市立內湖托兒所	09	張紹盈	王素如	0909120	43	014	09111		2										1010813	BGT
101	09122	臺北市立北投托兒所	市立北投托兒所	09	林秀鑾	蕭美蓮	0909122	43	016			2										1010813	BGT
101	09114	臺北市立中山托兒所	市立中山托兒所	09	王韻華	蕭美蓮	0909114	43	008			2										1010813	BGT
101	09104	臺北市家庭暴力暨性侵害防治中心	家庭暴力暨性侵害防治中心	09	張美美	洪三富	0909104	13	004			2										1000801	BGT
101	10000	臺北市政府勞工局主管	勞工局主管	10	陳業鑫	王秋斐			000			1										0991026	BGT
101	10101	臺北市政府勞工局	勞工局	10	陳業鑫	王秋斐　	1010101	43	001			2										0991026	BGT
101	10102	臺北市政府勞工局就業服務處	就業服務處	10	徐玉雪	張芳菁		44	002			2										1000322	BGT
101	10103	臺北市政府勞工局職業訓練中心	職業訓練中心	10	楊建基	林佳欣		14	003			2										1000902	BGT
101	10105	臺北市政府勞工局勞動檢查處	勞動檢查處	10	鄒子廉	陳淑惠	1010105	43	005	10105		2	10105									1001228	BGT
101	11000	臺北市政府警察局主管	警察局主管	11	黃昇勇	謝鎙環		71	000			1	11101									1020103	BGT
101	11101	臺北市政府警察局	警察局	11	黃昇勇	謝鎙環　		71	001			3										1020102	BGT
101	11111	臺北市政府警察局(局本部)	警察局(局本部)	11	黃昇勇	蔡鳳珠　	1111111	71	101			4										1000315	BGT
101	11121	臺北市政府警察局松山分局	松山分局	11	林 順 家	司 毅 軍	1111121	71	102			4	11121									0990706	BGT
101	11122	臺北市政府警察局信義分局	信義分局	11	王嘉衡	林小黛	1111122	71	103		08	4	11122									1000322	BGT
101	11123	臺北市政府警察局大安分局	大安分局	11	張傳忠	劉悅宜	1111123	71	104			4										1000321	BGT
101	11124	臺北市政府警察局中山分局	中山分局	11	李永癸	葉陳永	1111124	71	105			4										1001229	BGT
101	11125	臺北市政府警察局中正第一分局	中正第一分局	11	方仰寧　	鄒友香　	1111125	71	106			4										1000316	BGT
101	11126	臺北市政府警察局中正第二分局	中正第二分局	11	李啟富	洪素珠	1111126	71	107			4										1010106	BGT
101	11127	臺北市政府警察局大同分局	大同分局	11	陳國進	丁秋雲　	1111127	71	108			4										1000318	BGT
101	11128	臺北市政府警察局萬華分局	萬華分局	11	楊春鈞	林美佑	1111128	71	109	11128	08	4	11128									0990317	BGT
101	11129	臺北市政府警察局文山第一分局	文山第一分局	11	廖美鈴	張簡素慧	0909029	71	110			4										1000321	BGT
101	11130	臺北市政府警察局文山第二分局	文山第二分局	11	呂春長　	黃玉枝	1111130	71	111			4										1000810	BGT
101	11131	臺北市政府警察局南港分局	南港分局	11	黃啟澤	曾美惠	1111131	71	112			4										1000322	BGT
101	11132	臺北市政府警察局內湖分局	內湖分局	11	王鳳輝	江心琳	1111132	71	113			4										1000705	BGT
101	11133	臺北市政府警察局士林分局	士林分局	11	江慶興	鄧翊雯	1111133	71	114			4										1000318	BGT
101	11134	臺北市政府警察局北投分局	北投分局	11	李禎琨	余鳳清	1111134	71	115			4	11134									1000321	BGT
101	11141	臺北市政府警察局保安警察大隊	保安警察大隊	11	薛文容	梁惠玲	1111141	71	116	11141		4	11141									1000310	BGT
101	11142	臺北市政府警察局刑事警察大隊	刑事警察大隊	11	黃明昭	戴雯芝	1111142	71	117	11142		4	11142									1000318	BGT
101	11143	臺北市政府警察局交通警察大隊	交通警察大隊	11	黃勢清	李玉玲	0909053	71	118	11143	08	4	11143									1000311	BGT
101	11144	臺北市政府警察局少年警察隊	少年警察隊	11	吳春沂	潘玉美　	1111144	71	119			4										1000801	BGT
101	11145	臺北市政府警察局婦幼警察隊	婦幼警察隊	11	邱子珍	高雪卿　	1111145	71	120			4	11145									1000321	BGT
101	11146	臺北市政府警察局捷運警察隊	捷運警察隊	11	宋景武	任秀玉	1111146	71	121			4	11146									1000318	BGT
101	11147	臺北市政府警察局通信隊	通信隊	11	黃永志	張麗娟	1111147	71	122	09057		4	11147									0990322	BGT
101	12000	臺北市政府衛生局主管	衛生局主管	12	林奇宏	林惠姿		45	000		08	1										1000809	BGT
101	12101	臺北市政府衛生局	衛生局	12	林奇宏	林惠姿		45	001		08	2										1000805	BGT
101	12111	臺北市松山區健康服務中心	松山區健康服務中心	12	周真貞	童雅慧　	1212111	45	002		08	2										0990111	BGT
101	12112	臺北市信義區健康服務中心	信義區健康服務中心	12	李玠芬　	童雅慧	1212112	45	003		08	2										0990111	BGT
101	12113	臺北市大安區健康服務中心	大安區健康服務中心	12	李碧慧	蘇月娥	1212113	45	004		08	2										0991024	BGT
101	12114	臺北市中山區健康服務中心	中山區健康服務中心	12	容笑英	于平中	1212114	45	005			2										0980108	BGT
101	12115	臺北市中正區健康服務中心	中正區健康服務中心	12	何叔安	莊彩華	1212115	45	006			2										1000801	BGT
101	12116	臺北市大同區健康服務中心	大同區健康服務中心	12	陳少卿	于平中	1212116	45	007			2										0980108	BGT
101	12117	臺北市萬華區健康服務中心	萬華區健康服務中心	12	陳美齡	蘇月娥	1212117	45	008		08	2										0991213	BGT
101	12118	臺北市文山區健康服務中心	文山區健康服務中心	12	嚴玉賓	蔡瑩樺	1212118	45	009			2										0990223	BGT
101	12119	臺北市南港區健康服務中心	南港區健康服務中心	12	林莉茹	蔡瑩樺	1212119	45	010			2										0980716	BGT
101	12120	臺北市內湖區健康服務中心	內湖區健康服務中心	12	韓國強	吳惠粧	1212120	45	011			2										0980606	BGT
101	12121	臺北市士林區健康服務中心	士林區健康服務中心	12	黃秋玉	莊彩華	1010031	45	012		08	2										1000409	BGT
101	12122	臺北市北投區健康服務中心	北投區健康服務中心	12	朱玉如	吳惠粧	1010032	45	013			2										0980606	BGT
101	29000	臺北市政府捷運工程局主管	捷運工程局主管	29	陳椿亮	張吉利		12	000			1										0990927	BGT
101	29101	臺北市政府捷運工程局	捷運工程局	29	陳椿亮	張吉利		33	001			2										1000812	BGT
101	21101	臺北自來水事業處	臺北自來水事業處	21	吳陽龍　	范茂榮　		32	001			2										1000401	BGT
101	21000	臺北自來水事業處主管	臺北自來水事業處主管	21	吳陽龍　	范茂榮　	14000		000			1										1000505	BGT
101	20000	臺北市政府兵役局主管	兵役局主管	20	朱亞虎	王碧珠	2020000					1										1001228	BGT
101	20101	臺北市政府兵役局	兵役局	20	朱亞虎	王碧珠		13	001			2										1001229	BGT
101	19000	臺北市政府地政局主管	地政局主管	19	陳錫	繆永珍		13	000	12000		1										1010111	BGT
101	19101	臺北市政府地政局	地政局	19	陳錫　	繆永珍		13	001			2										1010102	BGT
101	19111	臺北市松山地政事務所	松山地政事務所	19	簡玉昆	邱燕芬　	1919111	13	003			2										1010531	BGT
101	19112	臺北市大安地政事務所	大安地政事務所	19	高麗香　	蘇美君	1919112	13	004			2										1010530	BGT
101	19113	臺北市中山地政事務所	中山地政事務所	19	施乃仁	高玉如	1919113	13	005			2										1020102	BGT
101	19114	臺北市古亭地政事務所	古亭地政事務所	19	林健智	尤妙雯	1919114	13	006		13	2										1010529	BGT
101	19115	臺北市建成地政事務所	建成地政事務所	19	王秀玲	黃素琴　	1919115	13	007		13	2										0990223	BGT
101	19116	臺北市士林地政事務所	士林地政事務所	19	張麗美　	林連聰	1919116	13	008		13	2										1000705	BGT
101	19102	臺北市政府地政局土地開發總隊	土地開發總隊	19	韋彰武	張惠琴	1919102	13	002	19102		2	19102									1001229	BGT
101	18000	臺北市政府觀光傳播局主管	觀光傳播局主管	18	趙心屏	張玲玲		22	000			1										1000808	BGT
101	18112	臺北廣播電臺	臺北廣播電臺	18	陳慈銘	蔡麗惠	1818112	22	002			2										1000411	BGT
