org1	pdept	bgtyy	org	item	srcid	workid	workna	workbr	pworkid	plancd	chap	chappna	chapnote	sysdat	usno
04101		102	04101	1	140206030		辦理本府主導或參與都市更新案之委託評選實施者等相關作業費			2			基地座落：中山區中山段四小段474地號等12筆土地。	1010822	BGT
05112		102	05112	1	220301006	001	推動志工制度	推動志工制度						1010330	BGT
05112		102	05112	2	227104001	001	電子書	電子書			08010301	002		1010511	BGT
05112		102	05112	2	227104002	003	FastBook全自動借還書服務站建置計畫	FastBook全自動借還書服務站建置計畫			08010302	002		1010413	BGT
05112		102	05112	1	220204005	002	靜態活動-60週年館慶博覽會	靜態活動-60週年館慶博覽會						1010409	BGT
07101		102	07101	1	320101008	001	本府Microstation軟體無限人版更新及維護費	本府Microstation軟體無限人版更新及維護費		2				1010720	BGT
07101		102	07101	2	327102001	001	辦公室空調及環境改善工程	辦公室空調及環境改善工程	001					1010809	BGT
07101		102	07101	2	327102001	002	辦公室空間OA改善工程	辦公室空間OA改善工程	002					1010809	BGT
07101		102	07101	2	327104000									1011225	BGT
07102		102	07102	2	317602001	130	景美溪(萬芳交流道至萬芳路段)右岸堤防新建及河道整治工程	景美溪(萬芳交流道至萬芳路段)右岸堤防新建	001	2	13010301	001		1010315	BGT
07102		102	07102	2	317602001	131	洲美抽水站新建工程	洲美抽水站新建工程	002	2			賸餘經費26,900,000元不再編列。	1011226	BGT
07102		102	07102	2	317602001	133	中山抽水站機組更新工程	中山抽水站機組更新工程	003	2			賸餘經費25,000,000元不再編列。	1011226	BGT
07102		102	07102	2	317602001	134	古亭抽水站機組更新工程	古亭抽水站機組更新工程	004	2			賸餘經費4,500,000元不再編列。	1011226	BGT
07102		102	07102	2	317602001	135	東華抽水站機組更新工程	東華抽水站機組更新工程	005	2			賸餘經費29,000,000元不再編列。	1011226	BGT
07102		102	07102	2	317602001	137	臺北市抽水站自動化監控系統第一分區設備優化暨第三分區管理中心建置工程	臺北市抽水站自動化監控系統第一分區設備優	006	2				1010315	BGT
07102		102	07102	2	317602001	158	芝山、福德、錦州抽水站機組更新工程	芝山、福德、錦州抽水站機組更新工程	007	2				1010315	BGT
07102		102	07102	2	317602001	159	疏散門及防洪陸閘改善工程	疏散門及防洪陸閘改善工程	008	2				1010315	BGT
07102		102	07102	2	317602001	160	抽水站噪音改善工程(第1期)	抽水站噪音改善工程(第1期)	009	2				1010315	BGT
07102		102	07102	2	317602001	190	中港河碼頭及周邊環境改造工程	中港河碼頭及周邊環境改造工程	010	2	13010301	005		1010328	BGT
07102		102	07102	2	317602001	191	社子島基隆河側自行車道串連工程	社子島基隆河側自行車道串連工程	011	2	04010113	001	賸餘經費10,000,000元不再編列。	1011226	BGT
07102		102	07102	2	317602001	192	基隆河低水護岸整建工程	基隆河低水護岸整建工程	012	2				1010327	BGT
07102		102	07102	2	317602001	193	抽水站等建築物耐震能力補強工程(第1期)	抽水站等建築物耐震能力補強工程(第1期)	013	2				1010315	BGT
05112		102	05112	2	227102007	001	木柵市場外牆更新整修工程	木柵市場外牆更新整修工程						1010419	BGT
05112		102	05112	2	227102007	005	大同區行政中心電梯汰換工程	大同區行政中心電梯汰換工程						1010419	BGT
05112		102	05112	2	227102007	010	中山行政中心1樓公共區域空調新增工程	中山行政中心1樓公共區域空調新增工程						1010419	BGT
07102		102	07102	2	317602001	194	抽水站環境改造工程(第1期)	抽水站環境改造工程(第1期)	014	2				1010712	BGT
07103		102	07103	2	337501002	A02	總工程費明細如下：	總工程費明細如下：		1				1010628	BGT
07105		102	07105	2	527601001	170	內湖污水處理廠二期擴建規劃設計	內湖污水處理廠二期擴建規劃設計	029	2				1010712	BGT
15101		102	15101	2	227102057	A02	總經費明細如下：	總經費明細如下：						1010510	BGT
22101		102	22101	1	220101001									1010506	BGT
22101		102	22101	1	220101002									1010506	BGT
22101		102	22101	1	220101003									1010506	BGT
22101		102	22101	1	220101004									1010506	BGT
22101		102	22101	1	220101005									1010506	BGT
22101		102	22101	1	220201001									1010506	BGT
22101		102	22101	1	220201002									1010506	BGT
22101		102	22101	1	220201004									1010506	BGT
22101		102	22101	1	220201006									1010506	BGT
22101		102	22101	1	220201007									1010506	BGT
22101		102	22101	1	220201008									1010506	BGT
22101		102	22101	1	220201009									1010506	BGT
22101		102	22101	1	220201010									1010506	BGT
22101		102	22101	1	220201011									1010506	BGT
22101		102	22101	1	220201012									1010506	BGT
22101		102	22101	1	220201013									1010506	BGT
22101		102	22101	1	220201018									1010506	BGT
05112		102	05112	2	227102007	011	士林分館廁所隔間導板更換工程	士林分館廁所隔間導板更換工程						1010418	BGT
07105		102	07105	2	527102001	634	大安及文山區用戶接管後巷配合美化工程	大安及文山區用戶接管後巷配合美化工程	007					1010516	BGT
07105		102	07105	2	347601001	728	大安及文山區分管網工程 -補償費	大安及文山區分管網工程 -補償費			12011502	025		1010518	BGT
07105		102	07105	2	347601001	748	大安及文山區管線更新工程-補償費	大安及文山區管線更新工程-補償費			12011502	038		1010518	BGT
07105		102	07105	2	527601001	105	萬華及中正區分管網工程-白皮書	萬華及中正區分管網工程-白皮書			12011502	051		1010518	BGT
07105		102	07105	1	520202002	945	淡水河系主支流水質改善曝氣設施操作維護案	淡水河系主支流水質改善曝氣設施操作維護案			12011502	047		1010518	BGT
07105		102	07105	1	520203002	941	維持迪化污水處理廠每日平均處理量達50萬噸滿載操作	維持迪化污水處理廠每日平均處理量達50萬噸			12011502	043		1010722	BGT
07105		102	07105	1	520203003	942	維持內湖污水處理廠提升處理量至15萬噸滿載操作	維持內湖污水處理廠提升處理量至15萬噸滿載			12011502	044		1010803	BGT
07105		102	07105	1	520203003	944	進行南湖雨水抽水站礫間接觸曝氣氧化工程操作維護費	進行南湖雨水抽水站礫間接觸曝氣氧化工程操			12011502	046		1010518	BGT
07105		102	07105	1	520204002	943	持續八里污水處理廠污水處理操作132萬噸	持續八里污水處理廠污水處理操作132萬噸			12011502	045		1010722	BGT
07105		102	07105	2	527102001	636	LED照明燈具設施更換	LED照明燈具設施更換	013					1010522	BGT
07105		102	07105	2	527601001	203	第六期分管網工程及景木次幹管上游段延伸工程訴訟工程賠償費	第六期分管網工程及景木次幹管上游段延伸工	047					1010724	BGT
07105		102	07105	2	527601001	304	八里污水處理廠擴建及提升二級處理可行性評估	八里污水處理廠擴建及提升二級處理可行性評	046	1				1010814	BGT
07105		102	07105	1	520204003	904	八里污水處理廠第6期委託代操作維護費(100-103)	八里污水處理廠第6期委託代操作維護費(100-		2			本市原負擔總經費30.37%，101年負擔35.61%，102年起負擔30%。	1010801	BGT
07105		102	07105	1	520204004	905	設施管理第6期委託代操作維護費(100-103)	設施管理第6期委託代操作維護費(100-103)		2			本市原負擔總經費30.37%，101年負擔35.61%，102年起負擔30%。	1010801	BGT
07105		102	07105	1	520204004	906	設施管理委託營運管理費用第1期(100-103)	設施管理委託營運管理費用第1期(100-103)		2			本市原負擔總經費30.37%，101年負擔35.61%，102年起負擔30%。	1010801	BGT
07105		102	07105	1	520204003	901	海洋放流管海域環境監測費第5期(100-102)	海洋放流管海域環境監測費第5期(100-102)		2			本市原負擔總經費30.37%，101年負擔35.61%，102年起負擔30%。	1010803	BGT
07105		102	07105	2	527601001	201	臺北市污水下水道後續發展方案規劃案	臺北市污水下水道後續發展方案規劃案	040	1				1011224	BGT
07105		102	07105	2	527601001	C01	臺北市污水下水道後續發展方案規劃案	臺北市污水下水道後續發展方案規劃案	041	1				1010817	BGT
07106		102	07106	1	310201002	001	22處坡地雨量觀測站及11處土石流觀測站等保養、維護與更新(含雨量資訊蒐集、建立)	22處坡地雨量觀測站及11處土石流觀測站等保			12011402	001		1011219	BGT
07106		102	07106	2	317604003	001	山坡地老舊聚落拆遷整治區水土保持處理與維護工程	山坡地老舊聚落拆遷整治區水土保持處理與維			12011405	001	針對4處聚落拆遷整治區需維護、改善及增設部分，辦理相關改善工程。	1011219	BGT
07106		102	07106	2	317604015	002								1010322	BGT
07106		102	07106	2	317604005	001	本市坡地住宅防災及緊急處理工程	本市坡地住宅防災及緊急處理工程					山坡地住宅周邊平時災害之預防處理，及因應颱風豪雨期間之災害緊急搶修，達到減災及防止災情擴大目的，以維護市民生命、財產安全(單價發包)。	1010713	BGT
07106		102	07106	2	317604005	002	辦理本市山坡地住宅社區安全維護初步評估	辦理本市山坡地住宅社區安全維護初步評估						1010713	BGT
11131		102	11101	1	710101007	001	電腦訓練費	電腦訓練費			12010301	001		1010320	BGT
16101		102	16101	2	137102114	002	龍山分隊臨時駐地興建工程(工程費)	龍山分隊臨時駐地興建工程(工程費)					施工費總額15,268,730元，明細如下：	1010808	BGT
07102		102	07102	2	317602001	195	全市堤防美化工程(第1期)	全市堤防美化工程(第1期)	015	2				1010315	BGT
22101		102	22101	1	220202601	004	場地部總督導	場地部總督導		1				1010704	BGT
19101		102	19101	1	130301002	001	臺北市政府地政局61年7月至73年地政法令月報e化服務計畫	臺北市政府地政局61年7月至73年地政法令月		2			本計畫總金額757,500元，分別於101至102年編列，其中101年度編列457,500元，102年度編列300,000元。	1011225	BGT
07102		102	07102	2	317602001	196	美堤河濱公園跨堤陸橋及周邊設施改造工程	美堤河濱公園跨堤陸橋及周邊設施改造工程	016	2				1010315	BGT
07102		102	07102	2	317602001	197	內溝溪景觀改善工程	內溝溪景觀改善工程	017	2	13010301	002		1010315	BGT
07102		102	07102	2	317602001	198	雙溪橡皮壩改建工程	雙溪橡皮壩改建工程	018	2				1010315	BGT
07102		102	07102	2	317602001	200	大佳河濱公園改造工程	大佳河濱公園改造工程	019	2				1010315	BGT
07102		102	07102	2	317602001	201	福山抽水站前池擴建工程	福山抽水站前池擴建工程	020	2				1010712	BGT
07102		102	07102	2	317602001	221	臺北市抽水站第二及三分區暨總一管理中心自動化監控系統建置工程	臺北市抽水站第二及三分區暨總一管理中心自	021	2				1010712	BGT
07102		102	07102	2	317602001	213	各抽水站機房整修及鐵件更新工程	各抽水站機房整修及鐵件更新工程	032					1010726	BGT
07102		102	07102	2	317602001	214	抽水站沉水泵浦拆卸安裝檢修工程	抽水站沉水泵浦拆卸安裝檢修工程	033					1010726	BGT
07102		102	07102	2	317602001	215	抽水站前池及閘閥門周邊清疏工程	抽水站前池及閘閥門周邊清疏工程	034					1010726	BGT
07102		102	07102	2	317602001	216	河川疏浚及整理工程	河川疏浚及整理工程	030		12011502	001		1011225	BGT
07102		102	07102	2	317602001	217	河川設施檢修改善工程	河川設施檢修改善工程	035					1011225	BGT
07102		102	07102	2	317602001	222	中港河自行車橋新建及關渡碼頭周邊環境改善工程	中港河自行車橋新建及關渡碼頭周邊環境改善	022	1	04010113	004		1011225	BGT
07102		102	07102	2	317602001	223	臺北市CCTV河川水情監控設備建置工程(第1期)	臺北市CCTV河川水情監控設備建置工程(第1期	024	1				1011225	BGT
07102		102	07102	2	317602002	016	內溝溪景觀改善委託設計工作	內溝溪景觀改善委託設計工作	001	2	13010301	003		1010315	BGT
07102		102	07102	2	317602002	013	雙溪橡皮壩改建委託設計工作	雙溪橡皮壩改建委託設計工作	002	2				1010315	BGT
07102		102	07102	2	317602002	012	關渡防洪高保護設施方案評估工作	關渡防洪高保護設施方案評估工作	003	2				1010315	BGT
07102		102	07102	2	317602002	021	臺北市水災危險潛勢地區保全計畫檢討工作	臺北市水災危險潛勢地區保全計畫檢討工作	004	2				1010315	BGT
07102		102	07102	2	317602002	203	本市抽水站等相關建築物耐震能力評估工作(第2期)	本市抽水站等相關建築物耐震能力評估工作(	005	2				1010315	BGT
07102		102	07102	2	317602002	204	指南溪治理規劃設計工作	指南溪治理規劃設計工作	006	2				1010315	BGT
07106		102	07106	2	317604003	002	山坡地老舊聚落緊急水土保持處理與維護工程	山坡地老舊聚落緊急水土保持處理與維護工程			12011405	001	辦理颱風豪雨造成24處山坡地老舊聚落及4處聚落拆遷整區之零星災害緊急處理及相關改善工程。	1011219	BGT
11131		102	11101	1	710101005	001	本市錄影監視系統各派出所機房電費	本市錄影監視系統各派出所機房電費			02010401	001		1010320	BGT
11132		102	11101	1	710101007	002	電腦訓練費	電腦訓練費			12010301	001	市政白皮書計畫	1010319	BGT
07102		102	07102	2	317602002	206	河濱生態調查工作(第1期)	河濱生態調查工作(第1期)	008	2				1010315	BGT
02123		102	02123	1	132801008		新移民生活適應業務及各類研習課程	新移民生活適應業務及各類研習課程			04010105	001		1010502	BGT
02123		102	02123	2	517701002		巷弄街道綠美化維護工程	巷弄街道綠美化維護工程			07010502	002		1010508	BGT
02125		102	02125	1	132801008		新移民生活適應業務及各類研習課程	新移民生活適應業務及各類研習課程			04010105	001	新移民生活適應業務及各類研習課程	1010723	BGT
02125		102	02125	2	137104001		電話主機系統資本租賃	電話主機系統資本租賃		2			電話主機系統資本租賃，係屬98-105年連續性資本租賃計畫，租用期間8年，總經費1,152,000元，本年度係編列第5年經費144,000元，租金支付期間由廠商免費保固維修，租賃期滿後電話交換機屬本所所有。	1010723	BGT
02130		102	02130	1	132801008		新移民生活適應業務及各類研習課程	新移民生活適應業務及各類研習課程			04010105	001		1010514	BGT
02130		102	02130	2	137102023		大湖區民活動中心整建工程	大湖區民活動中心整建工程		2				1011222	BGT
02130		102	02130	2	137102052		石潭區民活動中心新建工程〈設計及監造〉	石潭區民活動中心新建工程〈設計及監造〉		2				1010726	BGT
02130		102	02130	2	517701005		巷弄綠美化維護工程	巷弄綠美化維護工程			07010502	001		1010726	BGT
02128		102	02128	2	137102124		文山區公所節能績效保證專案計畫照明設備改善工程			2			1.臺北市文山區公所照明節能績效保證專案計畫申請經濟部能源局「節能績效保證示範推廣補助專案」，換置T5節能電子式燈具及建置照明能源管理系統之分期配合款。¶2.本工程為101-108年度連續性計畫，總工程經費2,858,027元，本年度編列第2年經費357,254元，餘2,143,519元編列於以後年度。	1010814	BGT
02128		102	02128	2	137501011		指南里高地供水工程			1			本工程為102-103年度之連續性計畫，總工程經費43,700,000元(包括施工費42,487,805元、工程管理費1,212,195元)，本年度編列第1年經費20,000,000元，餘23,700,000元編列於以後年度。	1010815	BGT
02128		102	02128	1	132801060						04010105	001		1010514	BGT
02128		102	02128	2	517701060						07010502	001		1010514	BGT
02128		102	02128	2	137501011	A01	指南里高地供水工程總工程經費明細如下：	指南里高地供水工程		1			指南里高地供水工程總工程經費明細如下：	1010816	BGT
05112		102	05112	2	227102007	012	大同分館整修工程(含地坪、空調、無障礙設施、監視系統)	大同分館整修工程(含地坪、空調、無障礙設						1010418	BGT
05112		102	05112	2	227102007	013	中山分館廁所整修工程	中山分館廁所整修工程						1010418	BGT
05112		102	05112	2	227102007	014	中崙分館廁所整修工程	中崙分館廁所整修工程						1010418	BGT
05112		102	05112	2	227102007	015	文山分館整修工程(含地坪等)	文山分館整修工程(含地坪等)						1010509	BGT
05112		102	05112	2	227102007	016	北投分館館舍整修工程(含地板、空調設備、牆面等 )	北投分館館舍整修工程(含地板、空調設備、						1010509	BGT
05112		102	05112	2	227102007	017	石牌分館館舍防水整修工程	石牌分館館舍防水整修工程						1010418	BGT
05112		102	05112	2	227102007	018	西園分館整修工程（含安全護欄、升降設備等）	西園分館整修工程（含安全護欄、升降設備等						1010509	BGT
05112		102	05112	2	227102007	019	景新分館館舍整修工程（含空調設備、監視系統、地坪更新等）	景新分館館舍整修工程（含空調設備、監視系						1010524	BGT
05112		102	05112	2	227102007	020	萬華分館整修工程(含牆面、地面、天花板及門面整修)	萬華分館整修工程(含牆面、地面、天花板及						1010418	BGT
05112		102	05112	2	227102007	021	龍山分館空間改造及修繕工程(含水電、防水整修等)	龍山分館空間改造及修繕工程(含水電、防水						1010509	BGT
11132		102	11101	1	710202002	001	游泳訓練、檢測場地入場費	游泳訓練、檢測場地入場費			12010301	002	市政白皮書計畫	1010511	BGT
11133		102	11101	1	710101004		外勤員警健康檢查	外勤員警健康檢查						1010316	BGT
11133		102	11101	1	710101005		錄影監視系統各派出所機房電費				02010401	001	市政白皮書計畫	1010316	BGT
05112		102	05112	2	227102007	002	天母超市屋頂防水工程	天母超市屋頂防水工程						1010507	BGT
05112		102	05112	2	227102007	003	天母超市外牆修漏暨拉皮整修工程	天母超市外牆修漏暨拉皮整修工程						1010507	BGT
18111		102	18111	2	347102020	A01	工程總經費明細如下：	工程總經費明細如下：		1				1010828	BGT
18111		102	18111	2	347102020					1				1010828	BGT
07102		102	07102	2	317602002	023	雙溪(劍南橋至望星橋)河道整治規劃工作	雙溪(劍南橋至望星橋)河道整治規劃工作	007	2				1010315	BGT
07102		102	07102	2	317602002	205	北投溪復育整體規劃工作	北投溪復育整體規劃工作	011	1	13010301	006		1011225	BGT
07102		102	07102	2	317602002	208	抽水站排水系統水位預報及抽水機組智慧型操作策略評估工作	抽水站排水系統水位預報及抽水機組智慧型操	013	1				1011225	BGT
07102		102	07102	2	317602002	209	全市河濱越堤道路檢討及規劃工作	全市河濱越堤道路檢討及規劃工作	015					1011225	BGT
07102		102	07102	2	317602002	029	水利建造物檢查及安全評估工作	水利建造物檢查及安全評估工作	009	1				1011225	BGT
05112		102	05112	2	227102007	004	稻香超級市場緊急發電機更新	稻香超級市場緊急發電機更新						1010419	BGT
07102		102	07102	2	317605001	007	河川閘門更新工程	河川閘門更新工程	001	2				1010712	BGT
07102		102	07102	2	317605001	003	新生大排滲流影響及改善方案評估與南京東路口至長春路口段之地盤改良工程	新生大排滲流影響及改善方案評估與南京東路	002	2				1010315	BGT
07102		102	07102	2	317605001	050	雨水下水道人孔調升降工程	雨水下水道人孔調升降工程	003	2				1010315	BGT
07102		102	07102	2	317605001	051	松山區撫遠街排水改善工程	松山區撫遠街排水改善工程	004	2				1010315	BGT
07102		102	07102	2	317605001	011	零星排水改善工程	零星排水改善工程	009					1011225	BGT
07102		102	07102	2	317605001	012	陽港3調洪沉砂池新建工程	陽港3調洪沉砂池新建工程	005	1				1011225	BGT
07102		102	07102	2	317605001	009	沉砂池清疏及維護工程	沉砂池清疏及維護工程	011					1011225	BGT
07102		102	07102	2	317605001	013	雨水下水道結構修補工程	雨水下水道結構修補工程	007	1				1011225	BGT
07102		102	07102	2	317605002	053	臺北市總合治水成效評量及控管系統開發建置	臺北市總合治水成效評量及控管系統開發建置	001	2				1010315	BGT
07102		102	07102	2	317605002	054	全球氣候變遷對臺北市雨水下水道系統之衝擊及調適策略規劃	全球氣候變遷對臺北市雨水下水道系統之衝擊	002	2				1010315	BGT
07102		102	07102	2	317605002	055	臺北市建築物雨水貯留設施技術規範之訂定	臺北市建築物雨水貯留設施技術規範之訂定	003	2				1010315	BGT
09102		102	09102	2	437102015	A11	總經費明細如下：	總經費明細如下：						1010308	BGT
09104		102	09104	2	437102001					2				1010722	BGT
09104		102	09104	2	437102002	A01	本中心分攤總工程費明細如下:	本中心分攤總工程費明細如下:		2				1010311	BGT
09104		102	09104	1	430201002	001	臺北市家庭暴力安全防護網計畫	臺北市家庭暴力安全防護網計畫			05010303	001	12區全面推動家庭暴力危險評估與安全防護網計畫	1010317	BGT
09104		102	09104	1	430201002	002	內政部「充實地方政府社工人力配置及進用計畫」	內政部「充實地方政府社工人力配置及進用」			05010304	002	增置社會工作專業人力，加強在職訓練，提升社會工作人員專業服務品質。	1010330	BGT
09104		102	09104	1	430201002	003	加強婦幼安全計畫	加強婦幼安全計畫			12010101	001	保障婦幼安全：賡續推動性侵害被害人一站式服務、辦理婦幼安全宣導、推動辦理家庭暴力危險分級暨網絡安全防護實施計畫、有效執行家暴加害人逮捕及逕行拘提、積極查訪性侵害及家庭暴力加害人。	1010317	BGT
09104		102	09104	2	437102002					2				1010722	BGT
09101		102	09101	1	420301002	031	辦理以工代賑。	辦理以工代賑。			05010501	001		1010502	BGT
09101		102	09101	1	420301002	032	補助5歲以下兒童育兒津貼	補助5歲以下兒童育兒津貼			04010107	001		1010719	BGT
09101		102	09101	1	420301002	033	補助5歲兒童入學補助	補助5歲兒童入學補助			08010701	001		1010314	BGT
09101		102	09101	1	420301002	034	弱勢家庭兒童托育補助	弱勢家庭兒童托育補助			05010204	001		1010504	BGT
09101		102	09101	1	430401001	041	充實辦理ICF新制社工人力	充實辦理ICF新制社工人力			05010304	001		1010504	BGT
09101		102	09101	1	420302002	036	現有平價住宅建築養護費-業務費	現有平價住宅建築養護費-業務費			05010502	001		1010503	BGT
09101		102	09101	1	430501002	051	老人有快樂尊嚴生活之權利	老人有快樂尊嚴生活之權利			04010109	001		1010716	BGT
09101		102	09101	1	430501002	054	中低收入老人固定假牙補助	中低收入老人固定假牙補助			05010103	001		1010502	BGT
09101		102	09101	1	430501002	055	長期照顧十年計畫	長期照顧十年計畫			05010105	001		1010716	BGT
09101		102	09101	1	430501002	056	臺北市協助中低收入老人修繕住屋補助	臺北市協助中低收入老人修繕住屋補助			05010106	001		1010502	BGT
09101		102	09101	1	430501003	052	拓展老人活動據點	拓展老人活動據點			05010101	001		1010507	BGT
09101		102	09101	1	430601003	061	補助私立托育機構辦理育兒友善園	補助私立托育機構辦理育兒友善園			05010203	001		1010314	BGT
09101		102	09101	1	430501003	057	充實社區老人運動休閒設施計畫	充實社區老人運動休閒設施計畫			05010108	001		1010314	BGT
09101		102	09101	1	430601003	063	臨時托育服務補助	臨時托育服務補助			04010107	002		1010504	BGT
09101		102	09101	1	430601003	064	委託社區保母系統宣導輔導方案	委託社區保母系統宣導輔導方案			05010201	001		1010504	BGT
09101		102	09101	1	430602003	062	單親不擔心	單親不擔心			05010301	001	為每年固定支應兩家單親中心(東區及西區)設施設備維護之用	1010504	BGT
09101		102	09101	1	430901001	092	充實社工人力配置及進用計畫	充實社工人力配置及進用計畫			05010304	003		1010510	BGT
07102		102	07102	2	317605002	056	信義水森坡地區設置調洪沉砂池可行性評估及規劃	信義水森坡地區設置調洪沉砂池可行性評估及	004	2				1010315	BGT
11122		102	11101	1	710202002	002	員警游泳訓練及檢測入場費	員警游泳訓練及檢測入場費			12010301	002	市政白皮書計畫	1010508	BGT
05112		102	05112	2	227102007	022	總館整修工程(地坪整修等)	總館整修工程(地坪整修等)						1010821	BGT
05112		102	05112	2	227102007	023	柳鄉民閱整修工程（含門窗、電源改善等）	柳鄉民閱整修工程（含門窗、電源改善等）						1010509	BGT
05112		102	05112	2	227102007	025	後港(百齡國小)智慧圖書館裝修工程	後港(百齡國小)智慧圖書館裝修工程						1010507	BGT
05112		102	05112	2	227102007	026	福德(松山家商)智慧圖書館裝修工程	福德(松山家商)智慧圖書館裝修工程						1010509	BGT
05112		102	05112	2	227102007	027	總館廁所整修工程	總館廁所整修工程						1010422	BGT
05112		102	05112	1	220101014		臺北市立圖書館智慧圖書館使用效益評估	臺北市立圖書館智慧圖書館使用效益評估						1010509	BGT
05112		102	05112	2	227102007	028	福德(松山家商)智慧圖書館無障礙電梯興建工程	福德(松山家商)智慧圖書館無障礙電梯興建工						1010511	BGT
05112		102	05112	2	227102007	029	智慧圖書館裝修工程	智慧圖書館裝修工程			08010302	001		1010815	BGT
05113		102	05113	2	227102002		熱帶雨林室內館新建工程	熱帶雨林室內館新建工程		2				1010728	BGT
05113		102	05113	2	227102005	002	河馬展示場更新工程(工程費)	河馬展示場更新工程(工程費)		2			經費需求116,574,318元，連同97年度已編列行政作業費475,000元，合計總工程經費為117,049,318元。	1010728	BGT
05113		102	05113	2	227102005	001	河馬展示場更新工程(設計及監造)	河馬展示場更新工程(設計及監造)		2				1010728	BGT
05113		102	05113	1	220101002	001	委託辦理園區施工及營運期間環境監測費用	委託辦理園區施工及營運期間環境監測費用		2				1010728	BGT
11127		102	11101	1	710101007	001	員警教育訓練-學科講習	員警教育訓練-學科講習			12010301	001	市政白皮書	1010406	BGT
11127		102	11101	1	710202002	002	員警教育訓練-術科講習	員警教育訓練-術科講習			12010301	002	市政白皮書	1010507	BGT
11127		102	11101	1	710101005	001	本市錄影監視系統建置費	本市錄影監視系統建置費			02010401	001	市政白皮書	1010407	BGT
11134		102	11101	1	710101005	001	本市錄影監視系統各派出所機房電費	本市錄影監視系統各派出所機房電費			02010401	001	市府白皮書計畫	1010330	BGT
11134		102	11101	1	710202002		游泳訓練、檢測場地入場費	游泳訓練、檢測場地入場費			12010301	002	市政白皮書計畫	1010508	BGT
11134		102	11101	1	710101007		電腦訓練費	電腦訓練費			12010301	001	市政白皮書	1010405	BGT
11142		102	11101	1	710101007	018	電腦訓練費	電腦訓練費			12010301	001		1010312	BGT
11142		102	11101	1	710101004	001	員警健康檢查經費	員警健康檢查經費					市政白皮書	1010312	BGT
11142		102	11101	1	710204002	002	員警查獲竊盜案獎金	員警查獲竊盜案獎金			12010401	001	市政白皮書計畫	1010312	BGT
11142		102	11101	1	710204002	003	員警查獲槍枝獎金	員警查獲槍枝獎金			12010404	001	市政白皮書計畫	1010312	BGT
