times	borg	recid	yearno	orgno	itemno	dno	workid	obj	seqno	statcd	workname	budget	lastbudget	unit	quantity	unitprice	price	newitem	pageno	notes	src	bybase
1	02110	19	101	02110	1	120301000		0211	001	231	　　　外勤誤餐及交通費	-12800	30720	人、月、次	8x-4x5	80	-12800	0	2-10-34	承辦人員赴有關單位出席國賠協調會議外勤誤餐費。	0200100301	一般
1	02110	23	101	02110	1	120301000		0213	001	235	　　　　	0	180000	人、月	5x-4	3,000	-60000	0	2-10-34	國賠會府內兼任委員兼職費。	0200100301	一般
1	02110	25	101	02110	1	120301000		0213	002	235	　　　　	0	252000	人、月	7x-4	3,000	-84000	0	2-10-34	國賠會召集人1人及執行祕書、本會主秘、專委等兼職人員兼職費。	0200100301	一般
1	02110	28	101	02110	1	120301000		0213	003	235	　　　　	0	600000	人、月	25x-4	2,500	-250000	0	2-10-34	六至九職等兼職人員兼職費。	0200100301	一般
1	02110	30	101	02110	1	120301000		0213	004	235	　　　　	0	72000	人、月	6x-4	2,000	-48000	0	2-10-34	五職等以下兼職人員兼職費。	0200100301	一般
1	02110	32	101	02110	1	120301000		0213	005	235	　　　　	0	294000	人、月	7x-4	3,500	-98000	1	2-10-34	國賠會府外兼任委員兼職費。	0200100301	一般
1	02110	35	101	02110	1	120301000		0214	002	243	　　　　	0	34500	千字	-10	690	-6900	0	2-10-34	國家賠償研討會、座談會及國家賠償法論述等學者專家撰稿、譯稿費。	0200100301	一般
1	02110	38	101	02110	1	120301000		0214	003	241	　　　　	0	10000	人次	-25	200	-5000	0	2-10-34	國賠會審議時證人出席交通費。	0200100301	一般
1	02110	41	101	02110	1	120301000		0215	001	250	　　　　	0	24000	月	-4	2,000	-8000	0	2-10-34	審議委員會用文具用品費。	0200100301	一般
1	02110	43	101	02110	1	120301000		0215	002	250	　　　　	0	24000	月	-4	2,000	-8000	0	2-10-34	審議案件資料整理等業務用紙張費（含傳真機用紙）。	0200100301	一般
1	02110	47	101	02110	1	120301000		0220	001	261	　　　　	0	32400	月	-4	2,700	-10800	0	2-10-34	審議委員會開會用資料印刷費。	0200100301	一般
1	02110	49	101	02110	1	120301000		0220	002	261	　　　　	0	25200	件	-5	3,600	-18000	0	2-10-34	辦理國家賠償案件承辦人員研究案情參與訴訟之資料費用。	0200100301	一般
1	02110	52	101	02110	1	120301000		0220	003	272	　　　　	0	30000	次	-4	2,500	-10000	0	2-10-35	開會用茶水等雜支費用。	0200100301	一般
1	02110	54	101	02110	1	120301000		0220	005	261	　　　　	0	0	本	-1000	90	-90000	1	2-10-35	國家賠償專書印製費（新增）。	0200100301	出版
1	02110	56	101	02110	1	120301000		0220	006	261	　　　　	0	100800	臺、月、張	1x-4x25000	0.7	-70000	0	2-10-35	影印機使用費。	0200100301	一般
1	02110	58	101	02110	1	120301000		0225	001	283	　　　國內旅費	-9300	9300	天	-6	1,550	-9300	0	2-10-35	國家賠償事件實地勘查及赴外縣市協助蒐集有關資料出差旅費。	0200100301	一般
1	02110	5	101	02110	1	120501001		0103	002	109	　　　約聘僱人員待遇	-976542	0	年	1	-976,542	-976542	0	2-10-43	聘用-8人人事費(詳聘僱人員薪津及保險費彙計表)。	0200100501	人事
1	02110	8	101	02110	1	120501001		0109	002	137	　　　退休離職儲金	-58584	0	年	1	-58,584	-58584	0	2-10-43	約聘僱退離職儲金(詳聘僱人員薪津及保險費彙計表)。	0200100501	人事
1	02110	12	101	02110	1	120501001		0110	003	144	　　　　	0	0	年	1	-46,884	-46884	0	2-10-43	約聘僱勞保費(詳聘僱人員薪津及保險費彙計表)。	0200100501	人事
1	02110	15	101	02110	1	120501001		0110	004	139	　　　　	0	0	年	1	-51,498	-51498	0	2-10-43	約聘僱健保費(詳聘僱人員薪津及保險費彙計表)。	0200100501	人事
1	02110	22	101	02110	1	120501002		0108	001	130	　　　加班費	-72150	86580	人、小時	3x-130	185	-72150	0	2-10-43	趕辦業務逾時加班費。	0200100501	加班
1	02110	27	101	02110	1	120501002		0204	001	209	　　　　	0	24000	部、月	2x-4	1,000	-8000	0	2-10-44	公務電話費。	0200100501	一般
1	02110	29	101	02110	1	120501002		0204	002	208	　　　　	0	36000	月	-4	3,000	-12000	0	2-10-44	公務郵資。	0200100501	一般
1	02110	31	101	02110	1	120501002		0211	001	231	　　　外勤誤餐及交通費	-8640	25920	次	-108	80	-8640	0	2-10-44	調查各項工作及督導考核人員外勤逾時誤餐費。	0200100501	一般
1	02110	34	101	02110	1	120501002		0213	001	235	　　　兼職費	-56000	168000	月	-4	14,000	-56000	0	2-10-44	採購申訴審議委員會委員及執行秘書兼職費。	0200100501	一般
1	02110	38	101	02110	1	120501002		0214	001	240	　　　　	0	1248000	人次	-246	2,000	-492000	0	2-10-44	採購申訴審議委員會會議出席費。	0200100501	一般
1	02110	40	101	02110	1	120501002		0214	002	245	　　　　	0	3150000	件	-30	17,500	-525000	0	2-10-44	採購申訴案件審議費用為30,000元，履約爭議調解案件則視標的收取不同之調解費，如二者平均以每案35,000元計算，每年全部收案量估計為180件，則歲入計為6,300,000元。審查費之發放係以所收入審議費之50%為上限，則每案平均審查費為17,500元。	0200100501	一般
1	02110	48	101	02110	1	120501002		0215	001	250	　　　物品及材料	-4000	16800	月	-4	1,000	-4000	0	2-10-44	採購申訴業務用紙張費(含傳真機用紙)。	0200100501	一般
1	02110	51	101	02110	1	120501002		0220	001	272	　　　　	0	100000	年	-1	100,000	-100000	0	2-10-44	採購申訴業務檢討會議茶水餐點費、年終委員紀念品及業務宣導品等相關費用。	0200100501	一般
1	02110	54	101	02110	1	120501002		0220	002	261	　　　　	0	26880	臺、月、張	1x-4x3000	0.7	-8400	0	2-10-44	影印機使用費。	0200100501	一般
1	02110	4	101	02110	2	127104000		0306	003	357	　　　　	0	20000	年	-1	20,000	-20000	0	2-10-46	電腦套裝軟體。	0200100601	電腦
1	02110	6	101	02110	2	127104000		0306	006	359	　　　　	0	0	式	-1	678,910	-678910	1	2-10-46	臺北市法規查詢系統之PDA網頁版本改版建置案。	0200100601	電腦
1	02110	9	101	02110	2	127104000		0307	001	360	　　　雜項設備費	-59500	150000	年	-1	59,500	-59500	0	2-10-46	購置業務用圖書。	0200100601	他設
1	06101	27	101	06101	2	317102017		0303	003	320	　　　　	0	0	式	1	-873,000	-873000	0	6-1-18	追減監造費。	0600010601	修建
1	06101	29	101	06101	2	317102017		0303	004	320	　　　　	0	0	式	1	-1,652,000	-1652000	0	6-1-18	追減工程管理費。	0600010601	修建
1	02127	8	101	02127	1	132801002		0214	001	238	　　　按日按件計資酬金	2571973	0	式	1	2,571,973	2571973	0	2-20-7	辦理本所光復等11座區民活動中心建物耐震能力詳細評估費用。	0200200201	一般
1	02132	10	101	02132	1	130101002		0222	001	275	　　　　	0	0	年	1	184,117	184117	0	2-25-11	區政中心修繕費（台電公司97年度輸變電協助金（施工中））。	0200250101	一般
1	02132	13	101	02132	1	130101002		0222	002	275	　　　　	0	0	年	1	200,000	200000	0	2-25-11	區民活動中心修繕費（台電公司97年度輸變電協助金（施工中））。	0200250101	一般
1	02132	12	101	02132	1	132801002		0215	001	251	　　　　	0	0	組	9	3,360	30240	0	2-25-12	雙面告示板布面-磁白板（區民活動中心）（台電公司97年度輸變電協助金（施工中））。	0200250201	一般
1	02132	16	101	02132	1	132801002		0215	002	251	　　　　	0	0	台	13	850	11050	0	2-25-12	14吋掛壁扇（區民活動中心）（台電公司97年度輸變電協助金（施工中））。	0200250201	一般
1	02132	20	101	02132	1	132801002		0220	001	272	　　　　	0	0	式	1	1,500,000	1500000	0	2-25-12	辦理節能宣導活動（上半年）（一德里辦公處）（台電公司97年度輸變電協助金（施工中）180,000元，台電公司101年度輸變電協助金（運轉中）1,320,000元）。	0200250201	一般
1	02132	25	101	02132	1	132801002		0220	002	272	　　　　	0	0	式	1	1,500,000	1500000	0	2-25-13	辦理節能宣導活動（下半年）（一德里辦公處）（台電公司97年度輸變電協助金（施工中））。	0200250201	一般
1	02132	29	101	02132	1	132801002		0220	003	272	　　　　	0	0	式	1	300,000	300000	0	2-25-13	辦理傳統民俗活動（一德里辦公處）（台電公司97年度輸變電協助金（施工中））。	0200250201	一般
1	02132	33	101	02132	1	132801002		0220	004	272	　　　　	0	0	式	1	112,900	112900	0	2-25-13	辦理節能參訪活動（一德里辦公處）（台電公司97年度輸變電協助金（施工中））。	0200250201	一般
1	02132	10	101	02132	2	137102047		0302	001	307	　　　　	0	0	式	1	601,488	601488	0	2-25-14	施工費：駐衛警辦公室修繕工程(含門扇、燈具、床組、桌椅、衣櫃更新、牆面粉刷、地面貼皮及電源接線等)（台電公司97年度輸變電協助金（施工中））。	0200250301	修建
1	02132	15	101	02132	2	137102047		0302	002	307	　　　　	0	0	式	1	40,700	40700	0	2-25-14	委託技術服務費：按施工費7.7%提列（台電公司97年度輸變電協助金（施工中））。	0200250301	修建
1	02132	19	101	02132	2	137102047		0302	003	307	　　　　	0	0	式	1	15,860	15860	0	2-25-14	工程管理費：按施工費3%提列(含空污費)（台電公司97年度輸變電協助金（施工中））。	0200250301	修建
1	02132	28	101	02132	2	137102050		0302	001	307	　　　　	0	0	式	1	4,170,767	4170767	0	2-25-15	施工費：北投區民活動中心改善工程（含地坪更新、廁所整修、盥洗室整修、擴音系統更新、油漆粉刷、梯廳改善、窗戶門板更新…等）（台電公司97年度輸變電協助金（施工中））。	0200250301	修建
1	02132	34	101	02132	2	137102050		0302	002	307	　　　　	0	0	式	1	333,661	333661	0	2-25-15	委託技術服務費：按施工費8.0％提列（台電公司97年度輸變電協助金（施工中））。	0200250301	修建
1	02132	38	101	02132	2	137102050		0302	003	307	　　　　	0	0	式	1	145,977	145977	0	2-25-15	工程管理費：按施工費3.5％提列(含空污費)（台電公司97年度輸變電協助金（施工中））。	0200250301	修建
1	02132	7	101	02132	2	137104000		0304	001	345	　　　機械設備費	34000	0	式	1	34,000	34000	0	2-25-16	汰換行政中心火警災害通報系統總機（台電公司97年度輸變電協助金（施工中））。	0200250302	他設
1	02132	12	101	02132	2	137104000		0307	001	361	　　　　	0	0	台	1	42,640	42640	0	2-25-16	購置一對一分離式冷氣機、7.1kw（政風室）（台電公司97年度輸變電協助金（施工中））。	0200250302	他設
1	02132	16	101	02132	2	137104000		0307	002	361	　　　　	0	0	式	1	98,500	98500	0	2-25-16	購置調解委員會調解、辦公或開會使用設備（增設辦公桌3座、會議組合桌3座、會議椅16張、沙發茶几各1座、高櫃2座及矮櫃1座）（台電公司97年度輸變電協助金（施工中））。	0200250302	他設
1	02132	22	101	02132	2	137104000		0307	003	361	　　　　	0	0	式	1	1,021,000	1021000	0	2-25-16	汰換升降螢幕會議桌（含會議桌組及17吋螢幕電動升降機組）（台電公司97年度輸變電協助金（施工中））。	0200250302	他設
1	02132	26	101	02132	2	137104000		0307	004	361	　　　　	0	0	式	1	1,740,000	1740000	0	2-25-17	消防救助設備（台電輸變電協助金協助消防局北投中隊關渡分隊辦理）（一德里辦公處）（台電公司97年度輸變電協助金（施工中））。	0200250302	他設
1	02132	31	101	02132	2	137104000		0307	005	361	　　　　	0	0	式	1	1,999,100	1999100	0	2-25-17	教學設備及電腦周邊設備等（台電輸變電協助金協助關渡國小辦理）（一德里辦公處）（台電公司97年度輸變電協助金（施工中））。	0200250302	他設
1	02132	36	101	02132	2	137104000		0307	006	361	　　　　	0	0	式	1	3,100,000	3100000	0	2-25-17	教學設備及辦公設備等（台電輸變電協助金協助桃源國中辦理）（一德里辦公處）（台電公司97年度輸變電協助金（施工中））。	0200250302	他設
1	02132	41	101	02132	2	137104000		0307	008	361	　　　　	0	0	式	1	818,000	818000	0	2-25-17	清潔設備及辦公設備等（台電輸變電協助金協助環保局關渡清潔隊辦理）（一德里辦公處）（台電公司97年度輸變電協助金（施工中））。	0200250302	他設
1	02132	10	101	02132	2	517701008		0303	001	329	　　　　	0	0	式	1	1,739,130	1739130	0	2-25-18	施工費：一德社區公園設施維護（一德里辦公處）（台電公司97年度輸變電協助金（施工中））。	0200250501	修建
1	02132	14	101	02132	2	517701008		0303	002	329	　　　　	0	0	式	1	60,870	60870	0	2-25-18	工程管理費：按施工費3.5％提列（台電公司97年度輸變電協助金（施工中））。	0200250501	修建
1	02132	31	101	02132	2	517701002		0303	001	329	　　　　	0	0	式	1	1,159,420	1159420	0	2-25-19	施工費：汰換公園遊具及附屬設施。	0200250501	修建
1	02132	33	101	02132	2	517701002		0303	002	329	　　　　	0	0	式	1	40,580	40580	0	2-25-19	工程管理費：按施工費3.5％提列。	0200250501	修建
1	03101	8	101	03101	1	220401006		0220	001	272	　　　　	0	0	式	1	1,000,000	1000000	0	3-1-13	支應臺北燈節「燈海隧道」部分經費。	0300010401	一般
1	03101	10	101	03101	1	220401006		0220	002	272	　　　　	0	0	式	1	300,000	300000	0	3-1-13	支應臺北燈節「小提燈」部分經費。	0300010401	一般
1	03101	8	101	03101	1	133902001		0220	001	259	　　　一般事務費	3000000	0	式	1	3,000,000	3000000	0	3-1-14	支應臺北燈節整體規劃執行委託服務部分經費。	0300010901	一般
1	03101	18	101	03101	1	133902002		0108	001	130	　　　加班費	15000	0	年	1	15,000	15000	0	3-1-14	趕辦地籍清理加班費。	0300010901	加班
1	03101	28	101	03101	1	133902003		0214	001	242	　　　　	0	0	節	26	1,600	41600	0	3-1-15	辦理新移民生活成長營大陸學員班講師鐘點費（外聘）。	0300010901	一般
1	03101	31	101	03101	1	133902003		0214	002	242	　　　　	0	0	節	78	1,400	109200	0	3-1-15	辦理新移民生活成長營大陸學員班講師鐘點費（外聘）。	0300010901	一般
1	03101	34	101	03101	1	133902003		0214	003	242	　　　　	0	0	節	24	1,200	28800	0	3-1-15	辦理新移民生活成長營大陸學員班講師鐘點費（外聘）。	0300010901	一般
1	03101	37	101	03101	1	133902003		0214	004	242	　　　　	0	0	節	3	700	2100	0	3-1-15	辦理新移民生活成長營大陸學員班講師鐘點費（內聘）。	0300010901	一般
1	03101	40	101	03101	1	133902003		0214	005	242	　　　　	0	0	節	17	1,600	27200	0	3-1-15	辦理新移民生活成長營外籍學員班講師鐘點費（外聘）。	0300010901	一般
1	03101	43	101	03101	1	133902003		0214	006	242	　　　　	0	0	節	86	1,400	120400	0	3-1-15	辦理新移民生活成長營外籍學員班講師鐘點費（外聘）。	0300010901	一般
1	03101	46	101	03101	1	133902003		0214	007	242	　　　　	0	0	節	23	1,200	27600	0	3-1-15	辦理新移民生活成長營外籍學員班講師鐘點費（外聘）。	0300010901	一般
1	03101	49	101	03101	1	133902003		0214	008	242	　　　　	0	0	節	70	700	49000	0	3-1-15	辦理新移民生活成長營外籍學員班講師鐘點費（內聘）。	0300010901	一般
1	03101	52	101	03101	1	133902003		0214	009	242	　　　　	0	0	節	72	1,400	100800	0	3-1-16	辦理新移民表演工作坊舞蹈班講師鐘點費(外聘)。	0300010901	一般
1	03101	55	101	03101	1	133902003		0214	010	242	　　　　	0	0	節	36	1,200	43200	0	3-1-16	辦理新移民表演工作坊舞蹈班講師鐘點費(外聘)。	0300010901	一般
1	03101	58	101	03101	1	133902003		0220	001	272	　　　一般事務費	100	0	班	1	100	100	0	3-1-16	辦理新移民生活成長營外籍學員班雜費支出。	0300010901	一般
1	03101	9	101	03101	2	138302001		0302	001	309	　　　　	0	0	式	1	700,000	700000	0	3-1-18	松山區新聚區民活動中心修繕計畫。	0300011001	修建
1	03101	11	101	03101	2	138302001		0302	002	309	　　　　	0	0	式	1	700,000	700000	0	3-1-18	信義區西村區民活動中心修繕計畫。	0300011001	修建
1	03101	13	101	03101	2	138302001		0302	003	309	　　　　	0	0	式	1	700,000	700000	0	3-1-18	中山區北安區民活動中心修繕計畫。	0300011001	修建
1	03101	15	101	03101	2	138302001		0302	004	309	　　　　	0	0	式	1	700,000	700000	0	3-1-18	中山區中山區民活動中心修繕計畫。	0300011001	修建
1	03101	17	101	03101	2	138302001		0302	005	309	　　　　	0	0	式	1	700,000	700000	0	3-1-18	中山區長安區民活動中心修繕計畫。	0300011001	修建
1	03101	19	101	03101	2	138302001		0302	006	309	　　　　	0	0	式	1	700,000	700000	0	3-1-18	中山區崇實區民活動中心修繕計畫。	0300011001	修建
1	03101	21	101	03101	2	138302001		0302	007	309	　　　　	0	0	式	1	700,000	700000	0	3-1-18	萬華區青山區民活動中心修繕計畫。	0300011001	修建
1	03101	23	101	03101	2	138302001		0302	008	309	　　　　	0	0	式	1	700,000	700000	0	3-1-19	萬華區長順區民活動中心修繕計畫。	0300011001	修建
1	03101	25	101	03101	2	138302001		0302	009	309	　　　　	0	0	式	1	700,000	700000	0	3-1-19	文山區景新區民活動中心修繕計畫。	0300011001	修建
1	03101	27	101	03101	2	138302001		0302	010	309	　　　　	0	0	式	1	700,000	700000	0	3-1-19	士林區文昌區民活動中心修繕計畫。	0300011001	修建
1	03101	29	101	03101	2	138302001		0302	011	309	　　　　	0	0	式	1	700,000	700000	0	3-1-19	士林區德華區民活動中心修繕計畫。	0300011001	修建
1	03101	31	101	03101	2	138302001		0302	012	309	　　　　	0	0	式	1	700,000	700000	0	3-1-19	北投區稻香區民活動中心修繕計畫。	0300011001	修建
1	03101	33	101	03101	2	138302001		0302	013	309	　　　　	0	0	式	1	700,000	700000	0	3-1-19	北投區秀山區民活動中心修繕計畫。	0300011001	修建
1	03101	35	101	03101	2	138302001		0302	014	309	　　　　	0	0	式	1	1,600,000	1600000	0	3-1-19	內湖區內湖區民活動中心新建工程。	0300011001	修建
1	03124	10	101	03124	2	137102005		0302	001	303	　　　　	0	0	式	1	3,332,798	3332798	0	3-13-9	施工費。	0300130301	修建
1	03124	12	101	03124	2	137102005		0302	003	303	　　　　	0	0	式	1	233,296	233296	0	3-13-9	委託規劃設計監造費(依施工費7.5%提列:3,332,798*7.5%=249,960元，以233,296元編列)。	0300130301	修建
1	03124	16	101	03124	2	137102005		0302	004	303	　　　　	0	0	式	1	66,656	66656	0	3-13-9	工程管理費(依施工費3.5%提列:3,332,798*3.5%=116,648元，以66,656元編列)。	0300130301	修建
1	03124	20	101	03124	2	137102005		0302	005	303	　　　　	0	0	式	1	87,250	87250	0	3-13-9	室內裝修審查及竣工查驗費。	0300130301	修建
1	03124	9	101	03124	2	137104001		0307	001	361	　　　雜項設備費	480000	0	式	1	480,000	480000	0	3-13-10	會議室及影音設備更新。	0300130302	他設
1	04101	11	101	04101	2	148301001		0303	001	313	　　　　	0	0	式	1	1,170,000	1170000	0	4-1-19	施工費。	0400010701	新非
1	04101	13	101	04101	2	148301001		0303	002	313	　　　　	0	0	式	1	100,000	100000	0	4-1-19	委託技術服務費。	0400010701	新非
1	04101	15	101	04101	2	148301001		0303	003	313	　　　　	0	0	式	1	30,000	30000	0	4-1-19	按施工費提列工程管理費(1,170,000*2.56%)。	0400010701	新非
1	04101	28	101	04101	2	148301002		0303	002	313	　　　　	0	0	式	1	6,516,964	6516964	0	4-1-20	施工費。	0400010701	新非
1	04101	30	101	04101	2	148301002		0303	003	313	　　　　	0	0	式	1	284,867	284867	0	4-1-20	委託技術服務費。	0400010701	新非
1	04101	32	101	04101	2	148301002		0303	004	313	　　　　	0	0	式	1	198,169	198169	0	4-1-20	按施工費提列工程管理費(5,000,000*3.5%+1,516,964*1.53%)。	0400010701	新非
1	04101	10	101	04101	1	143901001		0216	002	253	　　　委辦費	950000	0	式	1	950,000	950000	0	4-1-21	辦理「如何提升臺北市動產質借處經營績效及改制為公司組織可行性」委託研究案。	0400010801	一般
1	04101	14	101	04101	1	143901001		0220	001	272	　　　一般事務費	350000	0	式	1	350,000	350000	0	4-1-21	辦理國內促參已簽約案件參訪。	0400010801	一般
1	04101	16	101	04101	1	143901001		0224	001	282	　　　設施及機械設備養護費	1200000	0	式	1	1,200,000	1200000	0	4-1-21	K區地下街消防安檢不合規定項目設備改善費用。	0400010801	一般
1	04101	19	101	04101	1	143901001		0227	001	285	　　　國外旅費	165000	0	式	1	165,000	165000	0	4-1-22	配合行政院經濟建設委員會赴日本辦理招商大會相關人員出國經費。	0400010801	出國
1	04101	24	101	04101	1	143901001		0403	001	408	　　　對特種基金之補助	1000000	0	式	1	1,000,000	1000000	0	4-1-22	補助臺北市市有財產開發基金辦理「臺北市士林區福林段二小段573地號市有土地設定地上權招商顧問案」。	0400010801	一般
1	04101	8	101	04101	1	143902001		0108	001	130	　　　加班費	106560	0	人、小時	6x96	185	106560	0	4-1-23	辦理查緝私劣菸品人員加班費(101年度補助款)。	0400010802	一般
1	04101	13	101	04101	1	143902001		0204	001	209	　　　通訊費	41364	0	臺、月	9x12	383	41364	0	4-1-23	私劣菸品查緝及宣導活動聯繫用電話費(101年度補助款)。	0400010802	一般
1	04101	17	101	04101	1	143902001		0207	001	215	　　　　	0	0	輛、年	2x1	6,210	12420	0	4-1-23	查緝車輛燃料使用費(101年度補助款)。	0400010802	一般
1	04101	19	101	04101	1	143902001		0207	002	214	　　　　	0	0	輛、年	2x1	11,230	22460	0	4-1-23	查緝車輛使用牌照稅(101年度補助款)。	0400010802	一般
1	04101	22	101	04101	1	143902001		0208	001	219	　　　　	0	0	輛、年	2x1	666	1332	0	4-1-23	查緝機車強制責任險及任意險之保險費(101年度補助款)。	0400010802	一般
1	04101	25	101	04101	1	143902001		0208	002	219	　　　　	0	0	輛、年	2x1	2,591	5182	0	4-1-23	查緝汽車強制責任險及任意險之保險費(101年度補助款)。	0400010802	一般
1	04101	28	101	04101	1	143902001		0210	001	229	　　　油料	71280	0	輛、月、公升	2x12x100	29.7	71280	0	4-1-24	查緝車輛汽油費(101年度補助款)。	0400010802	一般
1	04101	30	101	04101	1	143902001		0215	001	249	　　　物品及材料	567962	0	年	1	567,962	567962	0	4-1-24	購買菸品查緝業務所需影印紙、碳粉、墨水匣、資料櫃及其他菸品查緝業務所需相關材料及物品(101年度補助款)。	0400010802	一般
1	04101	34	101	04101	1	143902001		0220	001	273	　　　一般事務費	800000	0	年	1	800,000	800000	0	4-1-24	印製私劣菸品相關宣導文宣、製作發放予民眾之宣導品或其他相關宣導費用(101年度補助款)。	0400010802	一般
1	04101	39	101	04101	1	143902001		0223	001	279	　　　　	0	0	輛、年	2x1	1,620	3240	0	4-1-24	查緝機車養護費(101年度補助款)。	0400010802	一般
