org1	pdept	bgtyy	org	item	srcid	workid	workna	workbr	pworkid	plancd	chap	chappna	chapnote	sysdat	usno
04101		105	04101	2	147103040	002	東區地下街電話系統更新	東區地下街電話系統更新	003	1				1040428	BGT
04101		105	04101	2	147103040	A01	總經費明細如下:	總經費明細如下:	002	3				1040626	BGT
07102		105	07102	2	317602001	214	抽水站沉水泵浦拆卸安裝檢修工程	抽水站沉水泵浦拆卸安裝檢修工程	039					1040225	BGT
07105		105	07105	1	520203003	918	內湖污水處理廠環境品質監測費（101-104）	內湖污水處理廠環境品質監測費（101-104）					餘627,426元不再編列。	1040310	BGT
07105		105	07105	2	527601001	842	第5期萬華及中正區支管及用戶排水設備工程-補償費	第5期萬華及中正區支管及用戶排水設備工程-						1040724	BGT
07106		105	07106	2	317501006	005	山區道路改善及維護工程	山區道路改善及維護工程	005					1040209	BGT
07106		105	07106	2	317604001	015	山坡地邊坡治理規劃設計	山坡地邊坡治理規劃設計	015					1040323	BGT
07106		105	07106	2	317604001	016	山坡地邊坡緊急處理工程(士林、北投、內湖、中山區)	山坡地邊坡緊急處理工程(士林、北投、內湖)	016					1040323	BGT
07106		105	07106	2	317604001	017	山坡地邊坡緊急處理工程(南港、文山、信義、大安、中正區)	山坡地邊坡緊急處理工程(南港、文山、信義)	017					1040323	BGT
07106		105	07106	2	317604001	018	山坡地邊坡改善與設施維護工程	山坡地邊坡改善與設施維護工程	018					1040323	BGT
07106		105	07106	2	317604001	019	山坡地農業環境改善規劃設計	山坡地農業環境改善規劃設計	019					1040323	BGT
07102		105	07102	2	317602001	215	抽水站前池及閘閥門周邊清疏工程	抽水站前池及閘閥門周邊清疏工程	040					1040225	BGT
07102		105	07102	2	317602002	205	北投溪復育整體規劃工作	北投溪復育整體規劃工作	003					1040225	BGT
07102		105	07102	2	317602002	229	河濱生態調查工作(第2期)	河濱生態調查工作(第2期)	004					1040225	BGT
07102		105	07102	2	317602002	263	全市越堤坡道增設及改善委託設計工作	全市越堤坡道增設及改善委託設計工作	001					1040225	BGT
07102		105	07102	2	317602002	272	南湖右岸河濱公園景觀改善暨五分吊橋周邊跨橋整建工程委託設計工作	南湖右岸河濱公園景觀改善暨五分吊橋周邊跨	002					1040225	BGT
07102		105	07102	2	317605001	240	文山區興隆排水系統新建及改善工程	文山區興隆排水系統新建及改善工程	001	2				1040725	BGT
07102		105	07102	2	317605001	263	文山區滯洪池新建及周邊排水改善工程	文山區滯洪池新建及周邊排水改善工程	002	2				1040725	BGT
07102		105	07102	2	317605001	013	雨水下水道結構修補工程	雨水下水道結構修補工程	003	2				1040725	BGT
07102		105	07102	2	317605001	011	零星排水改善工程	零星排水改善工程	005					1040225	BGT
07102		105	07102	2	317605001	264	內湖麗山街348巷排水改善工程	內湖麗山街348巷排水改善工程	008					1040225	BGT
07102		105	07102	2	317605002	002	雨水下水道結構安全檢測及設計工作	雨水下水道結構安全檢測及設計工作	001	2				1040725	BGT
07102		105	07102	2	317605002	003	臺北市第四分區排水系統調查及檢討工作	臺北市第四分區排水系統調查及檢討工作	006					1040225	BGT
07102		105	07102	2	317605002	241	104年度臺北市積水地區致災成因檢討及改善對策研析規劃工作	104年度臺北市積水地區致災成因檢討及改善	007					1040225	BGT
07102		105	07102	2	317605002	265	臺北市總合治水推動成果分析與評估	臺北市總合治水推動成果分析與評估	002	2				1040725	BGT
07102		105	07102	2	317605002	266	臺北市排水系統調查及檢討工作	臺北市排水系統調查及檢討工作	003	2				1040725	BGT
07102		105	07102	2	317602001	302	全市堤防美化工程(第3期)	全市堤防美化工程(第3期)	008	1				1040508	BGT
07102		105	07102	2	317602001	303	全市抽水站設備更新及改善工程(第2期)	全市抽水站設備更新及改善工程(第2期)	010	1				1040508	BGT
07102		105	07102	2	317602001	304	臺北市抽水站第四至第六分區暨總二管理中心自動化監控系統建置工程	臺北市抽水站第四至第六分區暨總二管理中心	012	1				1040508	BGT
07102		105	07102	2	317602001	305	北投洲美堤防外灘地整建工程	北投洲美堤防外灘地整建工程	014	1				1040508	BGT
07102		105	07102	2	317602001	306	105年度本市抽水站及河川設施檢修改善工程委託監造技術服務費	委託監造技術服務費	028	1				1040730	BGT
07102		105	07102	2	317605001	307	委託監造技術服務費	委託監造技術服務費	006	1				1040316	BGT
07102		105	07102	2	317605001	308	內湖麗山國中西側排水改善工程	內湖麗山國中西側排水改善工程	007	1				1040311	BGT
07102		105	07102	2	317602002	099	抽水站設備更新及改善委託規劃設計工作	抽水站設備更新及改善委託規劃設計工作	005					1040309	BGT
07102		105	07102	2	317602001	311	抽水站設施檢修改善工程	抽水站設施檢修改善工程	024					1040313	BGT
07102		105	07102	2	317605001	009	沉砂池清疏及維護工程	沉砂池清疏及維護工程	010	1				1040313	BGT
07106		105	07106	2	317501006	006	山區道路環境綠美化及路面改善工程	山區道路環境綠美化及路面改善工程	006					1040209	BGT
07106		105	07106	2	317501006	008	士林區至善路3段181巷至219巷通道整建工程	士林區至善路3段181巷至219巷通道整建工程	013					1040213	BGT
07106		105	07106	2	317501006	009	北投區五分產業道路新設路燈工程	北投區五分產業道路新設路燈工程	014					1040213	BGT
07106		105	07106	2	317704001	001	登山步道改善及維護工程規劃設計	登山步道改善及維護工程規劃設計						1040213	BGT
07106		105	07106	2	317704001	002	登山步道緊急處理工程	登山步道緊急處理工程						1040213	BGT
07106		105	07106	2	317704001	003	登山步道改善及維護工程	登山步道改善及維護工程						1040213	BGT
07106		105	07106	2	317704001	004	登山步道周邊環境及指標系統更新改善工程	登山步道周邊環境及指標系統更新改善工程						1040213	BGT
07106		105	07106	2	317704001	005	臺北市登山步道生態調查計畫委託技術服務案	臺北市登山步道生態調查計畫委託技術服務案						1040213	BGT
07106		105	07106	2	317704002	001	休閒遊憩設施緊急處理工程	休閒遊憩設施緊急處理工程	001					1040213	BGT
07106		105	07106	2	317704002	003	露營場、水土保持教室設施改善及維護工程	露營場、水土保持教室設施改善及維護工程	004					1040213	BGT
07106		105	07106	2	317704002	002	風景區遊憩設施改善及維護工程	風景區遊憩設施改善及維護工程	003					1040213	BGT
07106		105	07106	2	317704002	004	山坡地危木、病蟲害及景觀造林等設施緊急處理工程	山坡地危木、病蟲害及景觀造林等設施緊急處	005					1040213	BGT
07106		105	07106	2	317704002	005	風景區整建工程規劃設計	風景區整建工程規劃設計	007					1040213	BGT
07106		105	07106	2	317704002	006	露營場整建工程規劃設計	露營場整建工程規劃設計	008					1040213	BGT
07106		105	07106	2	317102001	001	松德大樓冷氣系統工程	松德大樓冷氣系統工程	001	1				1040728	BGT
07106		105	07106	2	317704002	007	坡地休閒遊憩場域整建工程	坡地休閒遊憩場域整建工程	002					1040306	BGT
07106		105	07106	2	317704002	008	坡地休閒遊憩場域整建工程規劃設計	坡地休閒遊憩場域整建工程規劃設計	006					1040306	BGT
07106		105	07106	2	317604001	001	山坡地違規案件水土保持處理	山坡地違規案件水土保持處理	001					1040323	BGT
07106		105	07106	2	317604001	002	山坡地老舊聚落拆遷整治區水土保持處理與維護工程	山坡地老舊聚落拆遷整治區水土保持處理與維	002					1040323	BGT
07106		105	07106	2	317604001	003	山坡地老舊聚落緊急水土保持處理與維護工程	山坡地老舊聚落緊急水土保持處理與維護工程	003					1040323	BGT
07106		105	07106	2	317604001	004	山坡地老舊聚落及拆遷整治區規劃設計	山坡地老舊聚落及拆遷整治區規劃設計	004					1040323	BGT
07106		105	07106	2	317604001	005	山坡地住宅邊坡防災及緊急處理工程	山坡地住宅邊坡防災及緊急處理工程	005					1040323	BGT
13101		105	13101	2	527102067	A01	總工程費明細如下:	總工程費明細如下:		3				1040421	BGT
13101		105	13101	1	520501003		田園城市-動物友善空間-增加犬貓拾便袋據點				03011300	001		1040514	BGT
22101		105	22101	2	220204080		世大運場館整修工程	世大運場館整修工程		2				1040806	BGT
22101		105	22101	1	220201004	001	運動產業發展暨經濟效益分析	運動產業發展暨經濟效益分析		1				1040805	BGT
22101		105	22101	1	220204010	001	2017世大運電視轉播執行案	2017世大運電視轉播執行案		1				1040805	BGT
22101		105	22101	1	220204020	001	「非選手人員住宿服務」規劃及執行管理等事宜	「非選手人員住宿服務」規劃及執行管理等事		1				1040805	BGT
22101		105	22101	2	220204100		臺北市網球中心新建工程	臺北市網球中心新建工程		2				1040806	BGT
22101		105	22101	1	220204020	002	文化活動與儀典籌備業務之委託辦理2017臺北世大運開閉幕統籌規劃費	文化活動與儀典籌備業務之委託辦理2017臺北		2				1040806	BGT
22101		105	22101	1	220204020	003	辦理「2017臺北世界大學運動會交通營運規劃」案	辦理「2017臺北世界大學運動會交通營運規劃		2				1040806	BGT
22101		105	22101	1	220204020	005	國際裁判住宿及餐飲服務	國際裁判住宿及餐飲服務		1				1040806	BGT
22101		105	22101	1	220204020	006	世大運總部飯店住宿服務	世大運總部飯店住宿服務		1				1040806	BGT
22101		105	22101	1	220204020	007	 後勤清潔-規劃巡檢、督導各競賽場館、選手村及非競場館及其周邊公廁之清潔維護管理計畫	 後勤清潔-規劃巡檢、督導各競賽場館、選手		1				1040806	BGT
22101		105	22101	1	220204020	008	運動禁藥管制作業計畫-辦理藥管人員培訓、藥管作業文件編印、運動禁藥採樣及檢測費用等有關工作	運動禁藥管制作業計畫-辦理藥管人員培訓、		1				1040806	BGT
22101		105	22101	1	220204020	009	選手村選手餐廳實際營運及試營運相關費用	選手村選手餐廳實際營運及試營運相關費用		1				1040806	BGT
22101		105	22101	1	220204020	010	國際餐飲顧問公司顧問費	國際餐飲顧問公司顧問費		1				1040806	BGT
22101		105	22101	1	220204020	011	選手村員工暨訪客餐廳	選手村員工暨訪客餐廳		1				1040806	BGT
22101		105	22101	1	220204020	012	開閉幕式茶點服務	開閉幕式茶點服務		1				1040806	BGT
22101		105	22101	1	220204020	013	非選手人員餐盒及茶點供應服務	非選手人員餐盒及茶點供應服務		1				1040806	BGT
22101		105	22101	1	220204020	014	非選手人員餐飲服務	非選手人員餐飲服務		1				1040806	BGT
22101		105	22101	1	220204020	015	2017臺北世界大學運動會 官方物流廠商	2017臺北世界大學運動會 官方物流廠商		1				1040806	BGT
22101		105	22101	1	220204020	016	測試賽場館營運相關費用	測試賽場館營運相關費用		1				1040806	BGT
22101		105	22101	1	220204020	017	接駁車輛租賃費	接駁車輛租賃費		1				1040806	BGT
06103		105	06103	2	317102035	A01	總工程經費明細如下:			3				1040723	BGT
06103		105	06103	2	317102036		萬大漁類批發市場改建工程	萬大漁類批發市場改建工程		1				1040724	BGT
06103		105	06103	2	317102036	A01	總工程經費明細如下:			3				1040723	BGT
06101		105	06101	1	320301014	002	工商業節能輔導暨評獎計畫	工商業節能輔導暨評獎計畫			03010600	001		1040803	BGT
06101		105	06101	1	320301014	003	推廣節能產品	推廣節能產品						1040501	BGT
06101		105	06101	1	320301014	001	臺北市智慧社區節能及示範實證計畫	臺北市智慧社區節能及示範實證計畫			03011000	001		1040724	BGT
06101		105	06101	1	320301014	005	訂定臺北市綠能政策綱領及行動方案	訂定臺北市綠能政策綱領及行動方案			03011000	002		1040724	BGT
06101		105	06101	1	320202004	005	臺北創新實驗室服務計畫	臺北創新實驗室服務計畫			05013900	001		1040724	BGT
06101		105	06101	1	310401017	001	補助社區辦理田園城市	補助社區辦理田園城市			03013500	001		1040507	BGT
06101		105	06101	2	317102021	002	田園城市農園設置及維護	田園城市農園設置及維護			03013500	002		1040507	BGT
06101		105	06101	1	310401016	003	辦理本市機關、民間團體或教育組織辦理田園城市計畫相關綠化推廣				03013500	003		1040507	BGT
06101		105	06101	1	310401017	004	田園城市論壇	田園城市論壇						1040507	BGT
06101		105	06101	2	317102022	A01	總工程經費明細如下：			3				1040724	BGT
06101		105	06101	2	317102022		瓶蓋工廠歷史建物(6棟)整修工程	瓶蓋工廠歷史建物(6棟)整修工程		1	05014000	002		1040724	BGT
06101		105	06101	1	320301014	006	臺北市推廣太陽能策略及規劃	臺北市推廣太陽能策略及規劃			03010800	001		1040512	BGT
06101		105	06101	1	320201004	002	臺北市區域產業資源調查及活化策略	臺北市區域產業資源調查及活化策略			05014000	003		1040803	BGT
06101		105	06101	1	320201004	001	臺北市創新創業基地發展規劃				05014000	001		1040724	BGT
06101		105	06101	2	317102023	002	學校示範屋頂垂直農園工程	學校示範屋頂垂直農園工程			03013500	004		1040723	BGT
06101		105	06101	1	323902003		臺北市大稻埕創意生活產業發展計畫	臺北市大稻埕創意生活產業發展計畫						1040727	BGT
06103		105	06103	1	310101009		河濱一商場無權占用土地租金	河濱一商場無權占用土地租金		2				1040317	BGT
06103		105	06103	2	317102010		台北車站特定區C1、D1東半廓大樓聯開入口移設	台北車站特定區C1、D1東半廓大樓聯開入口移		2			經費需求570,808,924元，連同98年度已編列規劃設計費及工程管理費26,350,763元，合計工程經費為597,159,687元。	1040724	BGT
06103		105	06103	2	317102031		第二果菜批發市場地下3樓停車場購置價款	第二果菜批發市場地下3樓停車場購置價款		2				1040317	BGT
06103		105	06103	2	317102032		萬大第一果菜及魚類批發市場改建規劃	萬大第一果菜及魚類批發市場改建規劃		2			餘8,475,000元，以後年度不再編列。	1040729	BGT
06103		105	06103	2	317102030	001	大龍社區及市場重建工程(委託技術服務)	大龍社區及市場重建工程(委託技術服務)		2				1040806	BGT
06103		105	06103	2	317102030	A02	總工程經費明細如下:			3				1040723	BGT
06103		105	06103	2	317102030	002	大龍社區及市場重建工程(工程費)	大龍社區及市場重建工程(工程費)		1			經費需求651,645,794元，連同104年度已編列工程管理費30,000元，合計經費為651,675,794元。	1040729	BGT
06103		105	06103	2	317102035		萬大漁市華中橋下臨時中繼拍賣場工程	萬大漁市華中橋下臨時中繼拍賣場工程		1				1040724	BGT
24101		105	24101	2	127102006		松德大樓冷氣系統工程配合款			1				1040807	BGT
24101		105	24101	2	127102006	001	松德大樓冷氣系統工程配合款			1				1040807	BGT
09101		105	09101	2	437102128	A04	本局分攤總工程費明細如下:	本局分攤總工程費明細如下:		1				1040803	BGT
09101		105	09101	2	437102128		大龍市場及國宅重建工程分攤款	大龍市場工程分攤款		1				1040730	BGT
07105		105	07105	2	527601001	843	第5期大安及文山區支管及用戶排水設備工程-補償費	第5期大安及文山區支管及用戶排水設備工程-						1040724	BGT
07105		105	07105	2	527601001	119	第7期分管網工程第10標(士林區天和公園附近區)工程訴訟工程賠償費	第7期分管網工程第10標(士林區天和公園附近	064					1040508	BGT
07105		105	07105	2	527601001	120	八里污水處理廠污泥減量工程委託規劃設計案	八里污水處理廠污泥減量工程委託規劃設計案	059	1			本市負擔總經費之31.6%。	1040508	BGT
07105		105	07105	1	520204003	905	八里污水處理廠第7期委託代操作維護費(103-106)	八里污水處理廠第7期委託代操作維護費(103-		2			本市原負擔總經費之30%，105年起負擔31.60%。	1040724	BGT
07105		105	07105	1	520204003	908	八里污水處理廠委託營運管理費用第2期(103-106)	八里污水處理廠委託營運管理費用第2期(103-		2			本市原負擔總經費之30%，105年起負擔31.60%。	1040724	BGT
07105		105	07105	1	520204004	907	設施管理第7期委託代操作維護費(103-106)	設施管理第7期委託代操作維護費(103-106)		2			本市原負擔總經費之30%，105年起負擔31.60%。	1040724	BGT
07105		105	07105	1	520204004	908	設施管理委託營運管理費用第2期(103-106)	設施管理委託營運管理費用第2期(103-106)		2			本市原負擔總經費之30%，105年起負擔31.60%。	1040724	BGT
07105		105	07105	1	520204003	903	海洋放流管海域環境監測費第6期(103-105)	海洋放流管海域環境監測費第6期(103-105)		2			本市原負擔總經費之30%，105年起負擔31.60%，餘1,556,724元不再編列。	1040724	BGT
07105		105	07105	1	520204003	909	八里污水處理廠委外採樣服務工作(104-105)	八里污水處理廠委外採樣服務工作(104-105)		2			本市原負擔總經費之30%，105年起負擔31.60%，餘61,874元不再編列。	1040724	BGT
07105		105	07105	2	527601001	A01	總工程費明細如下:	總工程費明細如下:	054					1040724	BGT
07105		105	07105	2	527601001	A02	總工程費明細如下:	總工程費明細如下:	056					1040724	BGT
07105		105	07105	2	527601001	A03	總工程費明細如下:	總工程費明細如下:	058					1040724	BGT
07106		105	07106	2	317604001	020	山坡地農業環境改善工程	山坡地農業環境改善工程	020					1040323	BGT
07105		105	07105	1	520203003	919	內湖污水處理廠環境品質監測費（104-107）	內湖污水處理廠環境品質監測費（104-107）		2				1040324	BGT
07105		105	07105	1	520203003	920	南湖雨水抽水站礫間接觸曝氣氧化處理設施運轉委託代操作費（102-104）	南湖雨水抽水站礫間接觸曝氣氧化處理設施運					餘2,964,924元不再編列。	1040310	BGT
07105		105	07105	1	520203003	921	成美雨水抽水站晴天排水水質淨化現地處理設施委託代操作費（102-104）	成美雨水抽水站晴天排水水質淨化現地處理設					餘2,555,150元不再編列。	1040310	BGT
07105		105	07105	1	520203003	922	南湖及成美雨水抽水站礫間接觸曝氣氧化委託代操作費（105-107）	南湖及成美雨水抽水站礫間接觸曝氣氧化委託		1				1040723	BGT
07105		105	07105	2	527102001	629	八里污水處理廠海洋放流管改善工程	八里污水處理廠海洋放流管改善工程		2			本市負擔總經費之30%。	1040724	BGT
07105		105	07105	2	527102001	630	北投、士林、南港、內湖、萬華及中正區用戶接管後巷配合美化工程	北投、士林、南港、內湖、萬華及中正區用戶						1040414	BGT
07105		105	07105	2	527102001	631	大同、中山、大安、文山、松山及信義區用戶接管後巷配合美化工程	大同、中山、大安、文山、松山及信義區用戶						1040414	BGT
07105		105	07105	2	527102001	632	民生廠圍牆暨前處理房建物修繕工程	民生廠圍牆暨前處理房建物修繕工程		2				1040311	BGT
07105		105	07105	2	527102001	633	內湖污水處理廠休閒運動公園設施修繕更新工程	內湖污水處理廠休閒運動公園設施修繕更新工						1040311	BGT
07105		105	07105	2	527102001	A16	總工程費明細如下:	總工程費明細如下:						1040311	BGT
07105		105	07105	2	527601001	155	第3期南港及內湖區分管網工程	第3期南港及內湖區分管網工程	001	2			餘22,443,000元不再編列。	1040724	BGT
07105		105	07105	2	527601001	161	紓流、抽水站及站體改善及增設工程	紓流、抽水站及站體改善及增設工程	002	2			餘1,995,782元不再編列。	1040311	BGT
07105		105	07105	2	527601001	166	第3期北投及士林區支管及用戶排水設備工程	第3期北投及士林區支管及用戶排水設備工程	003	2			餘132,321,000元不再編列。	1040724	BGT
07105		105	07105	2	527601001	167	格致路及東山路附近地區分管網工程	格致路及東山路附近地區分管網工程	004	2				1040320	BGT
07105		105	07105	2	527601001	168	北投行義路大自然社區附近地區分管網工程	北投行義路大自然社區附近地區分管網工程	005	2				1040313	BGT
07105		105	07105	2	527601001	174	內湖污水處理廠二期工程	內湖污水處理廠二期工程	006	2			餘3,842,510元不再編列。	1040724	BGT
07105		105	07105	2	527601001	816	新店溪排水淨化處理設施規劃設計委託技術服務案	新店溪排水淨化處理設施規劃設計委託技術服	007	2				1040713	BGT
07105		105	07105	2	527601001	818	淡水河系污水下水道系統各站建物及場區修繕工程	淡水河系污水下水道系統各站建物及場區修繕	008	2			本市負擔總經費之8.1916%。	1040311	BGT
07105		105	07105	2	527601001	803	第4期北投及士林區分管網工程	第4期北投及士林區分管網工程	009	2			餘9,261,000元不再編列。	1040727	BGT
07105		105	07105	2	527601001	804	第4期南港及內湖區分管網工程	第4期南港及內湖區分管網工程	010	2			餘8,069,000元不再編列。	1040724	BGT
07105		105	07105	2	527601001	805	第4期松山及信義區分管網工程	第4期松山及信義區分管網工程	011	2			餘560,000元不再編列。	1040311	BGT
07105		105	07105	2	527601001	806	第4期大同及中山區分管網工程	第4期大同及中山區分管網工程	012	2				1040713	BGT
07105		105	07105	2	527601001	807	第4期萬華及中正區分管網工程	第4期萬華及中正區分管網工程	013	2				1040724	BGT
07105		105	07105	2	527601001	808	第4期大安及文山區分管網工程	第4期大安及文山區分管網工程	014	2			餘1,110,000元不再編列。	1040311	BGT
07102		105	07102	2	317605001	050	雨水下水道人孔調升降工程	雨水下水道人孔調升降工程	009					1040313	BGT
07102		105	07102	2	317605001	301	104年度臺北市積水地區致災成因檢討及改善對策研析規劃工作	104年度臺北市積水地區致災成因檢討及改善						1040313	BGT
07102		105	07102	2	317605002	310	臺北市小管徑排水系統調查及檢視工作	臺北市小管徑排水系統調查及檢視工作	004	1				1040729	BGT
07102		105	07102	2	317102002	236	風雨體驗式新建工程	風雨體驗式新建工程						1040317	BGT
07102		105	07102	2	317602001	312	新店溪右岸中正橋至華中橋段高灘地景觀改善工程	新店溪右岸中正橋至華中橋段高灘地景觀改善	016	1				1040508	BGT
07102		105	07102	2	317602001	313	四分溪中央研究院周邊環境改造工程	四分溪中央研究院周邊環境改造工程	018	1				1040508	BGT
07102		105	07102	2	317602001	314	洲美堤防自雙溪橋至洲美大橋間堤防新建工程	洲美堤防自雙溪橋至洲美大橋間堤防新建工程	020	1				1040508	BGT
07102		105	07102	2	317602001	A01	總工程費明細如下:	總工程費明細如下:	023	3				1040731	BGT
07102		105	07102	2	317602001	A02	總工程費明細如下:	總工程費明細如下:	009	3				1040731	BGT
07102		105	07102	2	317602001	A03	總工程費明細如下:	總規劃費明細如下:	011	3				1040731	BGT
07102		105	07102	2	317602001	A04	總工程費明細如下:	總規劃費明細如下:	013	3				1040731	BGT
07102		105	07102	2	317602001	A05	總工程費明細如下:	總工程費明細如下:	015	3				1040731	BGT
07102		105	07102	2	317602001	A06	總工程費明細如下:	總工程費明細如下:	017	3				1040731	BGT
07102		105	07102	2	317602001	A07	總工程費明細如下:	總工程費明細如下:	019	3				1040731	BGT
07102		105	07102	2	317602001	A08	總工程費明細如下:	總工程費明細如下:	021	3				1040731	BGT
07102		105	07102	2	317605002	A09	總規劃費明細如下:	總規劃費明細如下:	005	3				1040724	BGT
07103		105	07103	2	337102002	080	養護工程隊拌合場辦公室及房舍設備新建工程	養護工程隊拌合場辦公室及房舍設備新建工程	001	2				1031223	BGT
07103		105	07103	2	337501001	073	羅斯福路5、6段及和平西路3段人行環境改善工程	羅斯福路5、6段及和平西路3段人行環境改善	007					1040312	BGT
07103		105	07103	2	337501001	014	忠孝東路4段地下通廊連通口新建工程	忠孝東路4段地下通廊連通口新建工程	004					1040312	BGT
07103		105	07103	2	337501001	074	信義線共同管道工程(第1期)配合款	信義線共同管道工程(第1期)配合款	008					1040312	BGT
07103		105	07103	2	337501001	075	福國路延伸工程(第2期)	福國路延伸工程(第2期)	009					1040312	BGT
07103		105	07103	2	337501001	083	復興南北路及松江路人行道拓寬工程	復興南北路及松江路人行道拓寬工程	010					1040312	BGT
07103		105	07103	2	337501002	044	橋涵景觀美化工程	橋涵景觀美化工程	001					1040724	BGT
07103		105	07103	2	337501002	053	文山木新路橋拆除工程	文山木新路橋拆除工程	004					1040724	BGT
07106		105	07106	2	317604001	021	山坡地農業社區緊急處理工程	山坡地農業社區緊急處理工程	021					1040420	BGT
07104		105	07104	2	517701001	003	圓山公園管理所所轄公園整建工程	圓山公園管理所所轄公園整建工程	003					1040304	BGT
07104		105	07104	2	517701001	004	南港公園管理所所轄公園整建工程	南港公園管理所所轄公園整建工程	004					1040304	BGT
07104		105	07104	2	517701001	005	園藝管理所所轄公園整建工程	園藝管理所所轄公園整建工程	005					1040304	BGT
07104		105	07104	2	517701001	006	花卉試驗中心所轄溫室、苗圃整建工程	花卉試驗中心所轄溫室、苗圃整建工程	006					1040304	BGT
07104		105	07104	2	517701001	099	公園、綠地、廣場公廁改善工程	公園、綠地、廣場公廁改善工程	013					1040408	BGT
07104		105	07104	2	517102002	001	陽明山公園管理所所轄建物整修工程	陽明山公園管理所所轄建物整修工程	008					1040304	BGT
07104		105	07104	2	517102002	006	所轄辦公室耐震補強工程	所轄辦公室耐震補強工程	009					1040304	BGT
07104		105	07104	2	517102002	004	碧湖公園閱覽室建物修繕工程	碧湖公園閱覽室建物修繕工程	001	2				1040526	BGT
07104		105	07104	2	517102002	017	大同區行政中心大樓空調系統汰換工程分攤款	大同區行政中心大樓空調系統汰換工程分攤款	010					1040304	BGT
07104		105	07104	2	517102002	018	民生副中心大樓耐震補強工程分攤款	民生副中心大樓耐震補強工程分攤款	011					1040304	BGT
07104		105	07104	2	337801002	007	路燈新設工程	路燈新設工程						1040304	BGT
