times	borg	recid	yearno	orgno	itemno	dno	workid	obj	seqno	statcd	workname	budget	lastbudget	unit	quantity	unitprice	price	newitem	pageno	notes	src	bybase
1	04101	24	104	04101	1	143902001		0207	002	215	　　　　	0	0	輛、年	2x1	6,180	12360	0	4-1-28	查緝汽車燃料使用費(104年度補助款)。	0400010702	一般
1	04101	26	104	04101	1	143902001		0207	003	215	　　　　	0	0	輛、年	2x1	450	900	0	4-1-29	查緝機車燃料使用費(104年度補助款)。	0400010702	一般
1	04101	28	104	04101	1	143902001		0207	004	215	　　　　	0	0	輛、年	2x1	450	900	0	4-1-29	查緝汽車檢驗費(104年度補助款)。	0400010702	一般
1	04101	31	104	04101	1	143902001		0208	001	219	　　　　	0	0	輛、年	2x1	2,483	4966	0	4-1-29	查緝汽車保險費(104年度補助款)。	0400010702	一般
1	05111	9	104	05111	1	213901001		0403	001	406	　　　對特種基金之補助	2450000	0	年	1	2,450,000	2450000	0	5-1-7	辦理和平國小附屬籃球館促參評估經費。	0500010401	一般
1	05112	10	104	05112	1	223902001	001	0214	001	242	　　　　	0	0	節	12	1,600	19200	0	5-2-11	樂活講座講師鐘點費。	0500020501	一般
1	05112	12	104	05112	1	223902001	001	0214	002	242	　　　　	0	0	節	9	1,600	14400	0	5-2-11	綠建築親子活動講師鐘點費。	0500020501	一般
1	05112	14	104	05112	1	223902001	001	0214	003	242	　　　　	0	0	節	6	800	4800	0	5-2-11	樂活影展電影導賞講師鐘點費。	0500020501	一般
1	05112	17	104	05112	1	223902001	001	0220	001	267	　　　　	0	0	式	1	4,000	4000	0	5-2-11	綠建築書展區場地佈置費。	0500020501	一般
1	06103	8	104	06103	1	313902005		0215	001	250	　　　物品及材料	97400	0	式	1	97,400	97400	0	6-3-7	辦理查緝私劣菸品業務耗材費。	0600030601	一般
1	06103	10	104	06103	1	313902005		0220	001	265	　　　一般事務費	90000	0	式	1	90,000	90000	0	6-3-7	宣導品暨辦理私劣菸酒宣導活動相關費用。	0600030601	一般
1	06103	8	104	06103	1	313901002		0403	001	406	　　　對特種基金之補助	950000	0	式	1	950,000	950000	0	6-3-8	補助市場發展基金辦理本市公有信義市場改建引進民間參與可行性評估。	0600030602	一般
1	06104	3	104	06104	1	343902000		0108	001	130	　　　加班費	37000	0	人、小時	10x20	185	37000	0	6-4-7	辦理私劣菸品查緝及管理有關案件加班費。	0600040701	加班
1	06104	8	104	06104	1	343902000		0215	001	250	　　　物品及材料	163800	0	年	1	163,800	163800	0	6-4-7	購買碳粉匣、墨水匣、資料櫃及其他菸品查緝業務所需相關材料及物品。	0600040701	一般
1	06104	11	104	06104	1	343902000		0220	001	270	　　　一般事務費	24200	0	件	22	1,100	24200	0	6-4-7	製作從事私劣菸品查緝作業人員背心。	0600040701	一般
1	07101	8	104	07101	1	323901001		0216	001	253	　　　委辦費	1850000	0	式	1	1,850,000	1850000	0	7-1-7	辦理士林官邸公園ROT(或OT)可行性評估作業。總經費明細如下:1.人事費、顧問費及專家學者出席費1,208,600元。2.資料蒐集費、稿費、報告印刷費、場地租金及佈置費504,500元。3.雜支、通訊、郵資等辦公事務費136,900元。	0700010601	一般
1	07102	10	104	07102	2	318302002	101	0303	001	323	　　　　	0	0	式	1	72,177,180	72177180	0	7-2-11	本年度所需施工費。	0700020501	新非
1	07102	12	104	07102	2	318302002	101	0303	002	323	　　　　	0	0	式	1	2,000,000	2000000	0	7-2-11	本年度所需委外監造費。	0700020501	新非
1	07102	14	104	07102	2	318302002	101	0303	003	323	　　　　	0	0	式	1	822,820	822820	0	7-2-11	按施工費提列工程管理費(1.14﹪)。	0700020501	新非
1	02126	6	104	02126	1	133902003		0220	001	272	　　　一般事務費	212029	0	年	1	212,029	212029	0	2-16-11	松山機場回饋金行政費用。	0200160301	一般
1	02129	3	104	02129	1	133902000		0220	001	272	　　　一般事務費	68846	0	年	1	68,846	68846	0	2-19-11	松山機場回饋金行政費用。	0200190301	一般
1	02129	7	104	02129	1	133902000		0414	001	443	　　　其他補助及捐助	688464	0	年	1	688,464	688464	0	2-19-11	松山機場回饋金補助：維護居民身心健康相關活動或宣導、獎助學金、文化活動、基層建設經費、社會福利、公益活動等	0200190301	一般
1	02130	8	104	02130	1	133902003		0220	001	272	　　　一般事務費	386986	0	年	1	386,986	386986	1	2-20-11	辦理松山機場回饋金業務行政費（新增）。	0200200301	一般
1	02130	13	104	02130	1	133902003		0414	001	443	　　　其他補助及捐助	3869863	0	年	1	3,869,863	3869863	1	2-20-11	各里辦公處辦理松山機場回饋金(以維護居民身心健康、獎助學金、文化活動、基層建設經費、社會福利、公益活動等實施補助，回饋噪音防制區居民)（新增）。	0200200301	一般
1	03101	7	104	03101	1	133902001		0220	001	272	　　　一般事務費	2000291	0	式	1	2,000,291	2000291	0	3-1-9	支應「臺北燈節活動及服務系統(含各項硬體設施)整合執行規劃與委託服務」部分經費。	0300010901	一般
1	08105	8	104	08105	2	338302005		0401	001	402	　　　對國內團體之捐助	14000000	0	輛	35	400,000	14000000	0	8-4-21	辦理本市無障礙計程車擴增推動計畫補貼。	0800040601	通盤
1	08105	9	104	08105	1	333902002		0401	001	402	　　　　	0	0	年	1	3,777,092	3777092	0	8-4-18	辦理原公路客運(皇家客運1717路)移撥市區公車服務性路線虧損補貼。	0800040501	通盤
1	08105	12	104	08105	1	333902002		0401	002	402	　　　　	0	0	年	1	10,000,000	10000000	0	8-4-18	辦理本市聯營公車服務性路線虧損補貼。	0800040501	通盤
1	08105	21	104	08105	1	333902005		0216	001	253	　　　委辦費	3690671	0	年	1	3,690,671	3690671	0	8-4-18	辦理本市聯營公車動態資訊輔助乘客OD調查案計畫規畫費用，內容如下：1.人事費用：2,870,166元2.軟硬體設備資源 :389,328元3.路廊與旅次狀態分析 :72,433元4.專案管理費用 :358,744元	0800040501	一般
1	08105	34	104	08105	1	333902006		0401	001	402	　　　對國內團體之捐助	3510000	0	年	1	3,510,000	3510000	0	8-4-19	辦理結合觀光遊憩行銷山區小巴補貼。	0800040501	通盤
1	08105	43	104	08105	1	333902007		0205	001	210	　　　土地租金	5483920	0	年	1	5,483,920	5483920	0	8-4-19	臺北車站東、西側停車場計程車排班區土地租金。	0800040501	一般
1	08105	46	104	08105	1	333902007		0206	001	213	　　　其他業務租金	570000	0	年	1	570,000	570000	0	8-4-19	路外計程車招呼站活動式廁所租賃。	0800040501	一般
1	08105	48	104	08105	1	333902007		0220	001	268	　　　一般事務費	430000	0	年	1	430,000	430000	0	8-4-19	計程車排班區委外清潔費。	0800040501	一般
1	08105	57	104	08105	1	333902004		0216	001	253	　　　委辦費	1400000	0	年	1	1,400,000	1400000	0	8-4-19	一、本計畫為104年至105年連續型計畫，    總補助經費為2,000,000元，本年度    編列第1年經費1,400,000元，餘    600,000元爾後年度編列。二、辦理大臺北都會區市區公車費率結構    調整研究計畫規畫費用，內容如下：    1.人事費用：700,000元    2.專家學者座談會及相關單位訪談：      200,000元    3.問卷調查費用：300,000元    4.管理費、公費、營業稅及其他費用     ：200,000元	0800040501	一般
1	04101	35	104	04101	1	143902001		0210	001	229	　　　油料	41880	0	輛、月、公升	2x12x50	34.9	41880	0	4-1-29	查緝汽車汽油費(104年度補助款)。	0400010702	一般
1	04101	37	104	04101	1	143902001		0214	001	242	　　　按日按件計資酬金	12800	0	節	8	1,600	12800	0	4-1-29	加強私劣菸品查緝技巧、提升菸品鑑識能力、菸品查緝各相關單位連繫配合及業務交流等所需講師鐘點費(104年度補助款)。	0400010702	一般
1	04101	45	104	04101	1	143901006		0206	001	213	　　　其他業務租金	68040	0	次	1	68,040	68040	0	4-1-25	辦理研討會所需場地、設備等租金。	0400010701	一般
1	04101	48	104	04101	1	143901006		0214	001	242	　　　　	0	0	節	4	5,000	20000	0	4-1-25	外聘專家學者專題演講鐘點費。	0400010701	一般
1	04101	50	104	04101	1	143901006		0214	003	242	　　　　	0	0	節	1	800	800	0	4-1-25	內聘講師演講鐘點費。	0400010701	一般
1	04101	52	104	04101	1	143901006		0214	004	240	　　　　	0	0	人次	7	2,000	14000	0	4-1-25	聘請專家學者出席費。	0400010701	一般
1	04101	54	104	04101	1	143901006		0220	001	272	　　　一般事務費	137160	0	式	1	137,160	137160	0	4-1-25	辦理研討會所需場地佈置費、會議資料等相關費用。	0400010701	一般
1	04101	65	104	04101	1	143901007		0216	001	254	　　　委辦費	568500	0	式	1	568,500	568500	0	4-1-25	委託專業服務費。	0400010701	一般
1	04101	81	104	04101	1	143901004	001	0216	001	254	　　　委辦費	3900000	0	式	1	3,900,000	3900000	0	4-1-26	委託專業服務費。	0400010701	一般
1	04101	89	104	04101	1	143901004	002	0216	001	254	　　　委辦費	3450000	0	式	1	3,450,000	3450000	0	4-1-26	委託專業服務費。	0400010701	一般
1	03101	18	104	03101	1	133902003		0214	001	242	　　　　	0	0	節	57	1,600	91200	0	3-1-9	辦理新移民生活成長營大陸學員班講師鐘點費（外聘）。	0300010901	一般
1	03101	21	104	03101	1	133902003		0214	002	242	　　　　	0	0	節	20	1,400	28000	0	3-1-9	辦理新移民生活成長營大陸學員班講師鐘點費（外聘）。	0300010901	一般
1	03101	24	104	03101	1	133902003		0214	003	242	　　　　	0	0	節	5	1,200	6000	0	3-1-10	辦理新移民生活成長營大陸學員班講師鐘點費（外聘）。	0300010901	一般
1	03101	27	104	03101	1	133902003		0214	004	242	　　　　	0	0	節	2	700	1400	0	3-1-10	辦理新移民生活成長營大陸學員班講師鐘點費（內聘）。	0300010901	一般
1	03101	30	104	03101	1	133902003		0214	005	242	　　　　	0	0	節	96	1,600	153600	0	3-1-10	辦理新移民生活成長營外籍學員班講師鐘點費（外聘）。	0300010901	一般
1	03101	33	104	03101	1	133902003		0214	006	242	　　　　	0	0	節	4	1,400	5600	0	3-1-10	辦理新移民生活成長營外籍學員班講師鐘點費（外聘）。	0300010901	一般
1	03101	36	104	03101	1	133902003		0214	007	242	　　　　	0	0	節	3	1,200	3600	0	3-1-10	辦理新移民生活成長營外籍學員班講師鐘點費（外聘）。	0300010901	一般
1	03101	39	104	03101	1	133902003		0214	008	242	　　　　	0	0	節	16	1,000	16000	0	3-1-10	辦理新移民生活成長營外籍學員班講師鐘點費（外聘）。	0300010901	一般
1	03101	42	104	03101	1	133902003		0214	009	242	　　　　	0	0	節	36	1,600	57600	0	3-1-10	辦理新移民原屬國語言班(越南語班)講師鐘點費（外聘）。	0300010901	一般
1	03101	45	104	03101	1	133902003		0214	010	242	　　　　	0	0	節	35.50	1,600	56800	0	3-1-10	辦理新移民原屬國語言班(泰國語班)講師鐘點費（外聘）。	0300010901	一般
1	03101	48	104	03101	1	133902003		0220	001	272	　　　一般事務費	10200	0	班	1	10,200	10200	0	3-1-10	辦理新移民生活成長營外籍學員班教材費。	0300010901	一般
1	12101	141	104	12101	1	453902004		0215	001	251	　　　　	0	0	年	1	95,000	95000	0	12-1-27	辦理菸害防制執法稽查取締訓練課程、活動、會議及相關業務，購置金額未達1萬元之消耗或非消耗品。	1200011101	一般
1	12101	145	104	12101	1	453902004		0215	002	251	　　　　	0	0	年	1	31,640	31640	0	12-1-27	辦理戒菸服務計畫訓練課程、活動、會議及相關業務，購置金額未達1萬元之消耗或非消耗品。	1200011101	一般
1	12101	149	104	12101	1	453902004		0215	003	251	　　　　	0	0	年	1	56,428	56428	0	12-1-27	辦理青少年菸害防制計畫訓練課程、活動、會議及相關業務，購置金額未達1萬元之消耗或非消耗品。	1200011101	一般
1	12101	153	104	12101	1	453902004		0215	004	251	　　　　	0	0	年	1	24,722	24722	0	12-1-27	辦理無菸環境與宣導計畫訓練課程、活動、會議及相關業務，購置金額未達1萬元之消耗或非消耗品。	1200011101	一般
1	12101	158	104	12101	1	453902004		0216	001	254	　　　　	0	0	年	1	2,000,000	2000000	0	12-1-27	委託機構或專業單位辦理菸害防制執法成效評價、場所輔導測試與稽查人員教育訓練等業務相關費用。1.講師鐘點費：48,000元。2.印刷、雜支：92,000元。3.實地考評、輔導費：1,821,000元。4.行政管理費：39,000元。	1200011101	一般
1	04101	116	104	04101	1	143901004	006	0216	001	254	　　　委辦費	2150000	0	式	1	2,150,000	2150000	0	4-1-27	委託專業服務費。	0400010701	一般
1	04101	124	104	04101	1	143901004	005	0216	001	254	　　　　	0	0	式	1	500,000	500000	0	4-1-27	委託專業服務費。	0400010701	一般
1	04101	126	104	04101	1	143901004	005	0216	002	254	　　　　	0	0	式	1	300,000	300000	0	4-1-27	權利金底價查估費用。	0400010701	一般
1	05112	30	104	05112	1	223902001	002	0214	001	242	　　　　	0	0	節	2	800	1600	0	5-2-12	內聘導覽志工培訓課程講師鐘點費。	0500020501	一般
1	05112	32	104	05112	1	223902001	002	0214	002	242	　　　　	0	0	節	4	1,600	6400	0	5-2-12	外聘導覽志工培訓課程講師鐘點費。	0500020501	一般
1	05112	34	104	05112	1	223902001	002	0214	003	242	　　　　	0	0	節	2	800	1600	0	5-2-12	影片賞析講師鐘點費。	0500020501	一般
1	05112	36	104	05112	1	223902001	002	0214	004	242	　　　　	0	0	節	8	1,600	12800	0	5-2-12	綠建築、環境教育及蓋印綠建築活動講座講師鐘點費。	0500020501	一般
1	05112	40	104	05112	1	223902001	002	0220	001	267	　　　　	0	0	式	1	8,000	8000	0	5-2-12	書展及活動場地佈置費等。	0500020501	一般
1	05112	42	104	05112	1	223902001	002	0220	002	261	　　　　	0	0	式	1	10,000	10000	0	5-2-12	活動講義、學習單印製費等。	0500020501	一般
1	05112	44	104	05112	1	223902001	002	0220	003	261	　　　　	0	0	式	1	19,500	19500	0	5-2-12	活動材料及用品費等。	0500020501	一般
1	05112	46	104	05112	1	223902001	002	0220	004	261	　　　　	0	0	式	1	38,000	38000	0	5-2-12	宣傳品、文宣DM印製費等。	0500020501	一般
1	09101	140	104	09101	1	433902003		0107	001	125	　　　其他給與	36336	0	年	1	36,336	36336	0	9-1-39	辦理低收入戶及中低收入戶家庭自立脫貧服務方案及促進就業服務方案計畫聘用人員上下班交通費。	0900011501	人事
1	09101	144	104	09101	1	433902003		0108	001	130	　　　加班費	188400	0	年	1	188,400	188400	0	9-1-39	辦理低收入戶及中低收入戶家庭自立脫貧服務方案及促進就業服務方案計畫聘用人員加班費。	0900011501	人事
1	09101	148	104	09101	1	433902003		0109	001	137	　　　退休離職儲金	88929	0	年	1	88,929	88929	0	9-1-39	約聘僱退離職儲金(詳聘僱人員薪津及保險費彙計表)。	0900011501	人事
1	09101	152	104	09101	1	433902003		0110	001	144	　　　　	0	0	年	1	99,098	99098	0	9-1-39	約聘僱勞保費(詳聘僱人員薪津及保險費彙計表)。	0900011501	人事
1	09101	155	104	09101	1	433902003		0110	002	139	　　　　	0	0	年	1	74,861	74861	0	9-1-39	約聘僱健保費(詳聘僱人員薪津及保險費彙計表)。	0900011501	人事
1	09101	160	104	09101	1	433902003		0214	001	242	　　　按日按件計資酬金	71500	0	年	1	71,500	71500	0	9-1-39	建構性騷擾防治服務系統競爭型計畫之講師鐘點費。	0900011501	通盤
1	09101	163	104	09101	1	433902003		0215	001	250	　　　物品及材料	47500	0	年	1	47,500	47500	0	9-1-39	辦理推動社工人身安全保障競爭型計畫之密錄機(103年度)。	0900011501	一般
1	09101	166	104	09101	1	433902003		0216	001	254	　　　委辦費	826000	0	年	1	826,000	826000	0	9-1-40	辦理身心障礙者自立生活支持服務(個人助理)計畫之委託費。	0900011501	一般
1	09101	169	104	09101	1	433902003		0220	001	272	　　　一般事務費	91000	0	年	1	91,000	91000	0	9-1-40	加強建構身心障礙者通報、轉銜及個管服務計畫之行政管理費。	0900011501	一般
1	09101	172	104	09101	1	433902003		0232	001	293	　　　臨時人員酬金	1836000	0	年	1	1,836,000	1836000	0	9-1-40	加強建構身心障礙者通報、轉銜及個管服務計畫之進用臨時人員相關費用。	0900011501	一般
1	09101	177	104	09101	1	433902003		0414	001	440	　　　其他補助及捐助	1532000	0	年	1	1,532,000	1532000	0	9-1-40	辦理身心障礙者自立生活支持服務(個人助理)計畫之個人助理支持服務費。	0900011501	通盤
1	09101	186	104	09101	1	433902004		0108	001	130	　　　加班費	195360	0	人、小時	11x96	185	195360	0	9-1-40	加班費。	0900011501	通盤
1	09101	192	104	09101	1	433902004		0215	001	249	　　　　	0	0	批	1	93,840	93840	0	9-1-40	文具紙張及物品等相關費用。	0900011501	通盤
1	09101	194	104	09101	1	433902004		0215	002	251	　　　　	0	0	臺	2	6,000	12000	0	9-1-40	數位相機。	0900011501	通盤
1	12101	114	104	12101	1	453902004		0108	001	130	　　　加班費	46250	0	小時	250	185	46250	0	12-1-26	執行菸害防制相關業務所需之加班費。	1200011101	一般
1	12101	119	104	12101	1	453902004		0204	001	209	　　　　	0	0	年	1	125,000	125000	0	12-1-26	辦理菸害防制相關業務所需之電話費。	1200011101	一般
1	12101	121	104	12101	1	453902004		0204	002	208	　　　　	0	0	年	1	64,371	64371	0	12-1-26	辦理菸害防制相關業務所需之郵資與快遞費。	1200011101	一般
1	12101	124	104	12101	1	453902004		0211	001	231	　　　外勤誤餐及交通費	30000	0	人次	375	80	30000	0	12-1-26	菸害防制相關人員外勤稽查所需誤餐費。	1200011101	一般
1	12101	127	104	12101	1	453902004		0214	001	240	　　　　	0	0	人次	6	2,000	12000	0	12-1-26	邀請專家、學者出席菸害防制執法稽查取締計畫相關記者會、座談會、公聽會、說明會等會議之出席費。	1200011101	一般
1	12101	131	104	12101	1	453902004		0214	002	242	　　　　	0	0	節	125	1,600	200000	0	12-1-26	辦理戒菸服務計畫、及無菸環境與宣導計畫及無菸環境與宣導計畫相關人員教育訓練所需講師鐘點費。	1200011101	一般
1	12101	135	104	12101	1	453902004		0214	003	240	　　　　	0	0	人次	11	2,000	22000	0	12-1-26	邀請專家、學者出席推動戒菸服務、無菸環境與宣導計畫等相關招標評審（選）、委員會、記者會、座談會、公聽會、說明會等會議之出席費。	1200011101	一般
1	12101	172	104	12101	1	453902004		0216	003	254	　　　　	0	0	班次	40	50,000	2000000	0	12-1-27	委託醫療院所、機構或專業單位辦理戒菸班。1.講師鐘點費：768,000元。2.印刷、雜支：720,000元。3.個案管理費：400,000元。4.行政管理費：112,000元。	1200011101	一般
1	12101	179	104	12101	1	453902004		0216	004	254	　　　　	0	0	年	1	1,600,000	1600000	0	12-1-28	委託機構、專業單位或民間團體辦理戒菸服務宣導計畫相關費用。1.臨時人員費：104,000元。2.專家出席費：20,800元。3.衛教宣導、印刷費：1,410,200元。4.行政管理費：65,000元。	1200011101	一般
1	12101	186	104	12101	1	453902004		0216	005	254	　　　　	0	0	年	1	95,000	95000	0	12-1-28	委託醫療院所、機構或專業單位辦理醫事相關人員戒菸服務訓練相關費用。1.講師鐘點費：36,000元。2.印刷費：30,000元。3.誤餐費：13,000元。4.雜支：16,000元。	1200011101	一般
1	12101	193	104	12101	1	453902004		0216	006	254	　　　　	0	0	年	1	100,000	100000	0	12-1-28	委託機構或專業單位辦理「104年北市青少年學生健康指標監測調查」（吸菸行為及健康行為）。1.臨時人員費：20,000元。2.調查訪視及分析費：68,000元。3.雜支：8,000元。4.行政管理費：4,000元。	1200011101	一般
1	12101	201	104	12101	1	453902004		0216	007	254	　　　　	0	0	區	12	100,000	1200000	0	12-1-28	委託本局所屬十二區健康服務中心執行戒菸服務、青少年菸害防制、無菸環境宣導計畫與菸害防制之相關宣導計畫費用。1.講師鐘點費：240,000元。2.專家出席費：10,000元。3.通訊費：36,000元。4.衛教宣導、印刷費：720,000元。5.雜支：194,000元。	1200011101	一般
1	12101	210	104	12101	1	453902004		0216	008	254	　　　　	0	0	年	1	1,500,000	1500000	0	12-1-29	委託機構或專業單位辦理無菸環境營造與推廣無菸環境計畫等業務相關經費。1.臨時人員費：107,000元。2.專家出席費：158,000元。3.交通及誤餐費：30,000元。4.印刷、雜支、衛教宣導：1,205,000元。	1200011101	一般
1	12101	219	104	12101	1	453902004		0220	001	266	　　　　	0	0	人次	160	80	12800	0	12-1-29	辦理菸害防制執法取締計畫相關活動或講習、教育訓練之誤餐費。	1200011101	一般
1	12101	222	104	12101	1	453902004		0220	002	272	　　　　	0	0	年	1	275,002	275002	0	12-1-29	辦理菸害防制執法稽查取締計畫所需印刷、購置違規菸品、證物（如報章雜誌等）及調閱違規行為人資料等相關費用。	1200011101	一般
1	12101	226	104	12101	1	453902004		0220	003	265	　　　　	0	0	件	500	190	95000	0	12-1-29	提升販菸業者禁售菸品予青少年所需宣導品費用。	1200011101	一般
1	24101	7	104	24101	2	128302000		0307	001	361	　　　雜項設備費	32000	0	臺	1	32,000	32000	0	24-1-8	查緝私劣菸品業務用單眼數位照相機。	2400011001	他設
1	12101	97	104	12101	1	453902003		0232	002	292	　　　　	0	0	人、月	2x12	1,262	30288	0	12-1-25	機關負擔健保金額（含二代健保保費）。	1200011101	一般
1	12101	99	104	12101	1	453902003		0232	003	292	　　　　	0	0	人、月	2x12	1,675	40200	0	12-1-25	機關負擔勞保金額。	1200011101	一般
1	12101	101	104	12101	1	453902003		0232	004	292	　　　　	0	0	人、月	2x12	1,512	36288	0	12-1-25	機關負擔勞退金額。	1200011101	一般
1	12101	103	104	12101	1	453902003		0232	005	292	　　　　	0	0	人、月	2x12	43	1032	0	12-1-25	機關負擔職災金額。	1200011101	一般
1	12101	105	104	12101	1	453902003		0232	006	292	　　　　	0	0	人、月	2x12	6	144	0	12-1-25	機關負擔墊償基金提繳費金額。	1200011101	一般
1	04101	47	104	04101	1	143902001		0220	001	272	　　　　	0	0	年	1	700,000	700000	0	4-1-29	印製私劣菸品查緝及輔導相關宣導文宣、製作發放予民眾之宣導品或其他相關宣導費用(104年度補助款)。	0400010702	一般
1	04101	51	104	04101	1	143902001		0220	002	272	　　　　	0	0	人、次	50x4	400	80000	0	4-1-29	加強私劣菸品查緝技巧、提升菸品鑑識能力、菸品查緝各相關單位連繫配合及業務交流等相關費用(含餐費等)(104年度補助款)。	0400010702	一般
1	04101	57	104	04101	1	143902001		0223	001	279	　　　　	0	0	輛、年	2x1	25,000	50000	0	4-1-29	查緝汽車養護費(2007年購置)(104年度補助款)。	0400010702	一般
1	04101	60	104	04101	1	143902001		0223	002	279	　　　　	0	0	輛、年	2x1	1,620	3240	0	4-1-30	查緝機車養護費(2007年購置)(104年度補助款)。	0400010702	一般
1	04101	63	104	04101	1	143902001		0225	001	283	　　　國內旅費	74400	0	天	48	1,550	74400	0	4-1-30	觀摩其他績優縣市實務查緝技巧及意見交流之相關費用(104年度補助款)。	0400010702	一般
1	04101	8	104	04101	2	148302001		0306	001	355	　　　　	0	0	部	6	20,900	125400	0	4-1-32	供菸品查緝、輔導等業務使用電腦(104年度補助款)。	0400010801	電腦
1	04101	11	104	04101	2	148302001		0306	002	355	　　　　	0	0	組	1	90,000	90000	0	4-1-32	供菸品查緝、輔導等業務使用電腦周邊設備及零組件(104年度補助款)。	0400010801	電腦
1	04101	10	104	04101	1	143901001		0214	001	240	　　　　	0	0	人次	10	2,000	20000	0	4-1-23	出席費。	0400010701	一般
1	04101	12	104	04101	1	143901001		0214	002	240	　　　　	0	0	千字	85	200	17000	0	4-1-24	審查費。	0400010701	一般
1	04101	14	104	04101	1	143901001		0216	001	254	　　　委辦費	1960000	0	式	1	1,960,000	1960000	0	4-1-24	委託專業服務費。	0400010701	一般
1	04101	16	104	04101	1	143901001		0220	001	272	　　　一般事務費	3000	0	年	1	3,000	3000	0	4-1-24	行政作業費。	0400010701	一般
1	04101	26	104	04101	1	143901005		0214	001	236	　　　按日按件計資酬金	960000	0	式	1	960,000	960000	0	4-1-24	委託律師服務費。	0400010701	一般
1	04101	36	104	04101	1	143901003		0216	001	254	　　　委辦費	980000	0	式	1	980,000	980000	0	4-1-24	委託專業服務費。	0400010701	一般
