pageno	times	org1	pdept	bgtyy	org	item	srcid	obj	seq	acod	sdate	edate	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	note	icd	udept	acd	kort	man	sysdat	usno
2-21-20	0	02131		106	02131	1	040202		004	依據臺北市政府財政局93.4.22府財一字第09304251200號函暨臺北市士林區行政中心員工停車場收費管理要點辦理	1060101	1061231	月	12		0		0		0	12	10000	120000	120000	0	行政中心地下停車場員工機車停車費收入。					陳怡佐	1050318	
11-1-6-8	0	11125		106	11101	1	030101		001	依據社會秩序維護法規定辦理。	1060101	1061231	年	1		0		0		0	1	60000	60000	60000	0	行為人因妨害善良風俗等行為，依社會秩序維護法處罰之罰鍰收入。					蕭貴隆	1050310	
11-1-6-10	0	11125		106	11101	1	030201		001	依據社會秩序維護法第22條、23條規定辦理。	1060101	1061231	年	1		0		0		0	1	22000	22000	22000	0	沒入妨害善良風俗所得及掃蕩賭場沒入賭博財物等收入。					蕭貴隆	1050310	
11-1-6-12	0	11125		106	11101	1	040202		003	依規費法第8條辦理。	1060101	1061231	位	20	月	12		0		0	20x12	1000	240000	240000	0	分局辦公大樓地下室停車場供員工使用之停車費收入。					李天生	1050310	
11-1-6-14	0	11125		106	11101	1	060401		001	臺北市市有財產報廢處理規定辦理。	1060101	1061231	年	1		0		0		0	1	6000	6000	6000	0	報廢一般財產殘值變賣收入。					李天生	1050310	
11-1-6-16	0	11125		106	11101	1	100202		001	依據全國軍公教員工待遇支給要點規定辦理。	1060101	1061231	年	1		0		0		0	1	40800	40800	40800	0	員工借用職務宿舍扣回房租津貼收入，計         算方法如下： ¶  薦任  600元x 5人x12月=36,000元¶  工友  400元x 1人x12月= 4,800元					李天生	1050504	BGT
11-1-6-16	0	11125		106	11101	1	100202		002	依據臺北市政府所屬各機關學校職務宿舍設置管理要點及臺北市政府警察局職務宿舍設置管理要點規定辦理。	1060101	1061231	年	1		0		0		0	1	145380	145380	145380	0	員工借用職務宿舍應收使用費收入，計算方法如下：¶  承借84年以前建築之職務宿舍者：¶  職舍1,293元x 1人x12月=15,516元 ¶        934元x 1人x12月=11,208元¶        837元x 1人x12月=10,044元¶        400元x 1人x12月= 4,800元¶                  ¶  承借84年以後建築之職務宿舍者¶  (按坪數依公式計算)：¶  職舍5,850元x 1人x12月=70,200元 ¶      2,801元x 1人x12月=33,612元					李天生	1050504	BGT
11-1-7-8	0	11126		106	11101	1	030101		001	依據社會秩序維護法規定辦理。	1060101	1061231	年	1		0		0		0	1	50000	50000	50000	0	行為人因妨害善良風俗等行為，依社會秩序維護法處罰之罰鍰收入。					許素菱	1050303	
11-1-7-10	0	11126		106	11101	1	030201		001	依據社會秩序維護法第22、23條規定辦理。	1060101	1061231	年	1		0		0		0	1	8000	8000	8000	0	沒入妨害善良風俗所得及掃蕩賭場沒入賭博財物等收入。					許素菱	1050303	
11-1-7-12	0	11126		106	11101	1	040202		003	依規費法第8條規定辦理。	1060101	1061231	位	58	月	12		0		0	58x12	1000	696000	696000	0	分局地下3樓停車場供員工使用之停車費收入。					蔡承澔	1050308	
11-1-7-14	0	11126		106	11101	1	060401		001	依據臺北市市有財產報廢處理規定辦理。	1060101	1061231	年	1		0		0		0	1	8000	8000	8000	0	報廢一般財產殘值變賣收入。					蔡承澔	1050504	
11-1-7-16	0	11126		106	11101	1	100202		001	依據全國軍公教員工待遇支給要點規定辦理。	1060101	1061231	年	1		0		0		0	1	43200	43200	43200	0	員工借用職務宿舍扣回房租津貼收入，計算方法如下：¶    薦任  600元x 4人x12月= 28,800元 　  委任  600元x 2人x12月= 14,400元					林武仙	1050504	BGT
11-1-7-16	0	11126		106	11101	1	100202		002	依據臺北市政府所屬各機關學校職務宿舍設置管理要點及臺北市政府警察局職務宿舍設置管理要點規定辦理。	1060101	1061231	年	1		0		0		0	1	150936	150936	150936	0	員工借用職務宿舍應收使用費收入，計算方法如下：¶1.承借84年以後完工之職務宿舍者¶  (按坪數依公式計算)：  ¶        3,506元x 1人x12月= 42,072元¶        2,801元x 2人x12月= 67,224元¶        2,588元x 1人x12月= 31,056元¶          482元x 1人x12月=  5,784元¶          400元x 1人x12月=  4,800元					林武仙	1050504	BGT
11-1-8-8	0	11127		106	11101	1	030101		001	依據社會秩序維護法規定辦理。	1060101	1061231	年	1		0		0		0	1	470000	470000	470000	0	行為人因妨害善良風俗等行為，依社會秩序維護法處罰之罰鍰收入。					彭士哲	1050502	
11-1-8-10	0	11127		106	11101	1	030201		001	依據社會秩序維護法第22、23條規定辦理，	1060101	1061231	年	1		0		0		0	1	152000	152000	152000	0	沒入妨害善良風俗所得及掃蕩賭場沒入賭博財物等收入。					彭士哲	0015/08	
11-1-8-12	0	11127		106	11101	1	040202		003	依據規費法第8條辦理。	1060101	1061231	位	19	月	12		0		0	19x12	1000	228000	228000	0	分局辦公大樓地下室停車場供員工使用之停車費收入。					吳龍錦	1050726	
2-14-23	0	02124		106	02124	1	040202		002	依據臺北市政府財政局93.4.22府財一字第09304251200號函辦理	1060101	1061231	月	12	位	11		0		0	12x11	1800	237600	237600	0	行政中心地下停車場夜間對外開放停車費收入。					楊蘊清	1050531	
2-14-23	0	02124		106	02124	1	040202		005	依據臺北市政府所屬各機關場地使用管理辦法訂定之臺北市中山公民會館場地收費基準辦理	1060101	1061231	年	1		0		0		0	1	616358	616358	616358	0	中山公民會館場地租借收入。					蔡中義	1050325	
2-14-23	0	02124		106	02124	1	040202		006	依據臺北市政府財政局93.4.22府財一字第09304251200號函辦理	1060101	1061231	月	12		0		0		0	12	16300	195600	195600	0	行政中心地下停車場洽公民眾停車費收入。					楊蘊清	1050531	
15-6-22	0	15106		106	15106	1	100202		016	依財政收支劃分法第29條。	1060101	1061231	張	50		0		0		0	50	3000	150000	150000	0	傳統藝術季及專題系列音樂會等演出之門票收入。					鍾永宏	0015/23	
15-2-10	0	15102		106	15102	1	060103		002	依據臺北市政府103年7月15日府法綜字第10332198700號令修正臺北市市有公用房地提供使用辦法辦理。	1060101	1061231	月	12		0		0		0	12	88980	1067760	1067760	0	堡壘廳與記憶小舖場地使用之租金收入。					吳雪聘	1050327	BGT
