bgtyy	srcid	srcna	srcbr	sysdat	usno
105	009203000	臺北漁產運銷公司股金	臺北漁產運銷公司股金		
105	009204000	臺灣肥料公司股金	臺灣肥料公司股金		
105	009205000	臺北農產公司股金	臺北農產公司股金		
105	009206000	臺大創新育成公司股金	臺大創新育成公司股金		
105	009207000	桃園大眾捷運股份有限公司股金	桃園大眾捷運股份有限公司股金	0990402	BGT
105	009208000	臺北花卉產銷股份有限公司股金	臺北花卉產銷股份有限公司股金	1010425	BGT
105	10	一般政務支出			
105	11	政權行使支出			
105	12	行政支出			
105	13	民政支出			
105	14	財務支出			
105	20	教育科學文化支出			
105	21	教育支出			
105	22	文化支出			
105	30	經濟發展支出			
105	31	農業支出			
105	32	工業支出			
105	33	交通支出			
105	34	其他經濟服務支出			
105	40	社會福利支出			
105	41	社會保險支出			
105	42	社會救助支出			
105	43	福利服務支出			
105	44	國民就業支出			
105	45	醫療保健支出			
105	50	社區發展及環境保護支出			
105	51	社區發展支出			
105	52	環境保護支出			
105	60	退休撫卹支出	退休撫卹支出	0970802	BGT
105	61	退休撫卹給付支出	退休撫卹給付支出	1040420	BGT0
105	70	警政支出			
105	71	警政支出			
105	80	債務支出			
105	81	債務付息支出			
105	82	還本付息事務支出			
105	90	其他支出			
105	91	其他支出			
105	92	第二預備金			
105	008500000	租稅增額支出	租稅增額支出	1040420	BGT0
105	008501000	租稅增額財源挹注建設支出	租稅增額財源挹注建設支出	1040420	BGT0
105	009006000	臺北公共住宅公寓大廈管理維護股份有限公司資本	臺北公共住宅公寓大廈管理維護	1040422	BGT0
106	000100000	一般行政	一般行政		
106	000101000	行政管理	行政管理		
106	002300000	地籍管理	地籍管理		
106	002301000	土地登記測量管理	土地登記測量管理		
106	002302000	地籍登記測量及管理	地籍登記測量及管理		
106	002303000	地籍測量	地籍測量		
106	002500000	衛生業務	衛生業務		
106	002501000	公共衛生	公共衛生		
106	002600000	訓練業務	訓練業務		
106	002601000	在職訓練	在職訓練		
106	002602000	在職研習	在職研習		
106	002700000	兒童托養業務	兒童托養業務		
106	002701000	兒童調查及管理	兒童調查及管理		
106	002800000	區政業務	區政業務		
106	002801000	區政管理	區政管理		
106	003200000	戶政業務	戶政業務		
106	003201000	戶籍業務	戶籍業務		
106	003202000	戶籍登記及管理	戶籍登記及管理		
106	003300000	垃圾焚化業務	垃圾焚化業務		
106	003301000	焚化規劃及操作	焚化規劃及操作		
106	003400000	公共關係業務	公共關係業務		
106	003401000	公共關係	公共關係		
106	003500000	院民教養	院民教養		
106	003501000	院民社會工作	院民社會工作		
106	003504000	院民安養服務	院民安養服務	1030312	BGT0
106	003600000	保健醫療業務	保健醫療業務		
106	003601000	保健醫療	保健醫療		
106	003700000	債務付息	債務付息		
106	003701000	債務付息	債務付息		
106	003800000	債務管理	債務管理		
106	003801000	債務管理	債務管理		
106	003900000	接受補助業務支出	接受補助業務支出		
106	003901000	接受中央政府補助業務支出	接受中央政府補助業務支出		
106	003902000	接受中央各部會補助業務支出	接受中央各部會補助業務支出		
106	004100000	第一預備金	第一預備金		
106	004101000	第一預備金	第一預備金		
106	004200000	公務人員退休及撫卹給付	公務人員退休及撫卹給付		
106	004201000	公務人員退休及撫卹給付	公務人員退休及撫卹給付		
106	004300000	公務人員福利互助補助	公務人員福利互助補助		
106	004301000	公務人員福利互助補助	公務人員福利互助補助		
106	004400000	公務人員(工)待遇準備	公務人員(工)待遇準備		
106	004401000	公務人員(工)待遇準備	公務人員(工)待遇準備		
106	004900000	國家賠償金	國家賠償金		
106	004901000	國家賠償金	國家賠償金		
106	005000000	災害準備金	災害準備金		
106	005001000	災害準備金	災害準備金		
106	005600000	第二預備金	第二預備金		
106	005601000	第二預備金	第二預備金		
106	007100000	建築及設備	建築及設備		
106	007101000	土地購置	土地購置		
106	007102000	營建工程	營建工程		
106	007103000	交通及運輸設備	交通及運輸設備		
106	007104000	其他設備	其他設備		
106	007200000	交通改善工程	交通改善工程		
106	007201000	交通改善工程	交通改善工程		
106	007500000	道路橋樑工程	道路橋樑工程		
106	007501000	道路及橋樑工程	道路及橋樑工程		
106	007600000	環境衛生及河川工程	環境衛生及河川工程		
106	007601000	衛生下水道工程	衛生下水道工程		
106	007602000	河川工程	河川工程		
106	007603000	垃圾處理工程	垃圾處理工程		
106	007604000	水土保持工程	水土保持工程		
106	007605000	雨水下水道工程	雨水下水道工程		
106	007700000	公園綠化及風景區工程	公園綠化及風景區工程		
106	007701000	公園及綠化工程	公園及綠化工程		
106	007703000	風景區設施工程	風景區設施工程		
106	007704000	山坡地遊憩設施工程	山坡地遊憩設施工程		
106	007800000	路燈工程	路燈工程		
106	007801000	路燈整建及新設工程	路燈整建及新設工程		
106	007900000	臺北水源特定區設施	臺北水源特定區設施		
106	007901000	臺北水源特定區設施	臺北水源特定區設施		
106	008000000	捷運系統建設	捷運系統建設	1050617	BGT0
106	008001000	捷運系統建設	捷運系統建設	1050617	BGT0
106	008200000	用地補償	用地補償		
106	008201000	公共用地補償	公共用地補償		
106	008300000	接受補助建設支出	接受補助建設支出		
106	008301000	接受中央政府補助建設支出	接受中央政府補助建設支出		
106	008302000	接受中央各部會補助建設支出	接受中央各部會補助建設支出		
106	008400000	纜車系統	纜車系統	0970802	BGT
106	008401000	貓空纜車系統	貓空纜車系統	0970802	BGT
106	008500000	租稅增額支出	租稅增額支出	1040420	BGT0
106	008501000	租稅增額財源挹注建設支出	租稅增額財源挹注建設支出	1040420	BGT0
106	009000000	營業基金	營業基金		
106	009001000	動產質借處資本	動產質借處資本		
106	009002000	公共汽車管理處資本	公共汽車管理處資本		
106	009003000	臺北大眾捷運股份有限公司資本	臺北大眾捷運股份有限公司資本		
106	009004000	臺北自來水事業處資本	臺北自來水事業處資本		
106	009005000	臺北都會區大眾捷運系統土地開發基金資本	臺北都會區大眾捷運系統土地開發		
106	009006000	臺北公共住宅公寓大廈管理維護股份有限公司資本	臺北公共住宅公寓大廈管理維護	1040422	BGT0
106	009100000	作業基金	作業基金		
106	009101000	公教人員購置住宅貸款基金	公教人員購置住宅貸款基金		
106	009102000	市有財產開發基金	市有財產開發基金		
106	009103000	共同管道基金	共同管道基金		
106	009104000	醫療基金	醫療基金		
106	009105000	實施平均地權基金	實施平均地權基金		
106	009106000	住宅基金	住宅基金	0990628	BGT
106	009107000	收費停車場基金	收費停車場基金		
106	009108000	都市更新基金	都市更新基金		
106	009109000	市場發展基金	市場發展基金		
106	009110000	臺北市臺北藝術中心基金	臺北市臺北藝術中心基金		
106	009111000	臺北市文化設施發展基金	臺北市文化設施發展基金	0970717	BGT
106	009112000	臺北市社會福利發展基金	臺北市社會福利發展基金	0970717	BGT
106	009113000	校務發展基金	校務發展基金	0970717	BGT
106	009200000	投資支出	投資支出		
106	009201000	臺灣電力公司股金	臺灣電力公司股金		
106	009202000	臺北畜產運銷公司股金	臺北畜產運銷公司股金		
106	009203000	臺北漁產運銷公司股金	臺北漁產運銷公司股金		
106	009204000	臺灣肥料公司股金	臺灣肥料公司股金		
106	009205000	臺北農產公司股金	臺北農產公司股金		
106	009206000	臺大創新育成公司股金	臺大創新育成公司股金		
106	009207000	桃園大眾捷運股份有限公司股金	桃園大眾捷運股份有限公司股金	0990402	BGT
106	009208000	臺北花卉產銷股份有限公司股金	臺北花卉產銷股份有限公司股金	1010425	BGT
106	10	一般政務支出			
106	11	政權行使支出			
106	12	行政支出			
106	13	民政支出			
106	14	財務支出			
106	20	教育科學文化支出			
106	21	教育支出			
106	22	文化支出			
106	30	經濟發展支出			
106	31	農業支出			
106	32	工業支出			
106	33	交通支出			
106	34	其他經濟服務支出			
106	40	社會福利支出			
106	41	社會保險支出			
106	42	社會救助支出			
106	43	福利服務支出			
106	44	國民就業支出			
106	45	醫療保健支出			
106	50	社區發展及環境保護支出			
106	51	社區發展支出			
106	52	環境保護支出			
106	60	退休撫卹支出	退休撫卹支出	0970802	BGT
106	61	退休撫卹給付支出	退休撫卹給付支出	1040420	BGT0
106	70	警政支出			
106	71	警政支出			
106	80	債務支出			
106	81	債務付息支出			
106	82	還本付息事務支出			
106	90	其他支出			
106	91	其他支出			
106	92	第二預備金			
