times	borg	recid	yearno	orgno	itemno	dno	workid	obj	seqno	statcd	workname	budget	lastbudget	unit	quantity	unitprice	price	newitem	pageno	notes	src	bybase
1	02112	35	102	02112	1	133902006		0232	001	292	　　　臨時人員酬金	540000	0	年	1	540,000	540000	0	2-9-3	原住民住宅輔導工作臨時人員酬金。	0200090801	一般
1	02112	44	102	02112	1	133902007		0214	001	242	　　　按日按件計資酬金	1699200	0	節	2124	800	1699200	0	2-9-3	臺北市部落大學講師鐘點費。	0200090801	一般
1	02112	46	102	02112	1	133902007		0220	001	272	　　　一般事務費	450800	0	年	1	450,800	450800	0	2-9-3	辦理臺北市部落大學成果展及部落遊學文化採集。	0200090801	一般
1	02112	57	102	02112	1	133902008		0214	001	242	　　　按日按件計資酬金	126000	0	節	252	500	126000	0	2-9-3	原住民族語家庭語言師資鐘點費。	0200090801	一般
1	02113	16	102	02113	1	223901000		0220	001	272	　　　一般事務費	1480000	0	年	1	1,480,000	1480000	0	2-10-5	2013台灣燈會踩街大遊行。	0200100602	一般
1	02121	15	102	02121	2	137104000		0307	002	361	　　　　	0	0	臺	1	18,221	18221	0	2-11-20	7樓民眾等待區電視更新。	0200110403	他設
1	02121	9	102	02121	2	517701007		0303	001	329	　　　　	0	0	式	1	1,623,364	1623364	0	2-11-21	施工費(含空污費4,533元)。	0200110601	新非
1	02121	11	102	02121	2	517701007		0303	002	329	　　　　	0	0	式	1	56,659	56659	0	2-11-21	工程管理費:按施工費(1,618,831*3.5%)提列=56,659元。	0200110601	新非
1	02121	14	102	02121	2	517701007		0303	003	329	　　　　	0	0	式	1	169,977	169977	0	2-11-21	委託規劃設計監造費:按施工費(1,618,831*10.5%)提列=169,977元。	0200110601	新非
1	02112	60	102	02112	1	133902008		0220	001	259	　　　　	0	0	年	1	1,162,000	1162000	0	2-9-3	原住民語言學習、推展及活動經費。	0200090801	一般
1	02112	62	102	02112	1	133902008		0220	002	259	　　　　	0	0	年	1	600,000	600000	0	2-9-3	辦理原住民文化慶典系列活動及其他配套措施。	0200090801	一般
1	02112	65	102	02112	1	133902008		0220	003	259	　　　　	0	0	年	1	200,000	200000	0	2-9-4	辦理推動文化館展示、收藏、教育訓練、藝文展演活動經費。	0200090801	一般
1	02112	68	102	02112	1	133902008		0220	004	259	　　　　	0	0	年	1	430,000	430000	0	2-9-4	輔導原住民參加職業技能訓練與就業服務，提升專業技術及就業競爭力。	0200090801	一般
1	02112	71	102	02112	1	133902008		0220	005	259	　　　　	0	0	年	1	610,000	610000	0	2-9-4	辦理原住民產業發展及推廣行銷活動。	0200090801	一般
1	02112	73	102	02112	1	133902008		0220	006	272	　　　　	0	0	年	1	100,000	100000	0	2-9-4	辦理原住民聯繫會報及組織訓練經費。	0200090801	一般
1	02112	75	102	02112	1	133902008		0220	007	272	　　　　	0	0	年	1	72,000	72000	0	2-9-4	辦理原住民健康促進講座、全民健康保險自付保險費補助、原住民相關醫療保障措施福利等宣導。	0200090801	一般
1	02112	79	102	02112	1	133902008		0220	008	272	　　　　	0	0	年	1	100,000	100000	0	2-9-4	充實都市原住民資訊服務網路。	0200090801	一般
1	02112	81	102	02112	1	133902008		0220	009	272	　　　　	0	0	年	1	650,000	650000	0	2-9-4	辦理青少年升學輔導及課後輔導方案。	0200090801	一般
1	02112	83	102	02112	1	133902008		0220	010	259	　　　　	0	0	年	1	380,000	380000	0	2-9-4	增進原住民風險管理能力、辦理法律諮詢服務。	0200090801	一般
1	02112	86	102	02112	1	133902008		0232	001	292	　　　臨時人員酬金	500000	0	年	1	500,000	500000	0	2-9-4	辦理金融輔導業務臨時人員酬金。	0200090801	一般
1	02112	91	102	02112	1	133902008		0401	001	402	　　　　	0	0	年	1	328,000	328000	0	2-9-4	補助原住民家庭暨婦女服務中心辦理婦女溝通平台等業務經費。	0200090801	一般
1	02112	94	102	02112	1	133902008		0401	002	402	　　　　	0	0	年	1	500,000	500000	0	2-9-4	補助國內團體辦理加強原住民家庭及社會教育推廣活動。	0200090801	一般
1	02112	97	102	02112	1	133902008		0401	003	402	　　　　	0	0	年	1	250,000	250000	0	2-9-5	補助都市原住民族同鄉會或民間團體辦理文化傳承活動。	0200090801	一般
1	02112	100	102	02112	1	133902008		0406	001	426	　　　社會福利津貼及濟助	300000	0	年	1	300,000	300000	0	2-9-5	補助急難救助特別慰問金。	0200090801	一般
1	02112	102	102	02112	1	133902008		0414	001	440	　　　其他補助及捐助	850000	0	年	1	850,000	850000	0	2-9-5	補助年滿3歲至入國小前之幼兒就托公私立案托兒所或幼稚園托育補助費。	0200090801	一般
1	02112	113	102	02112	1	133902002		0414	001	440	　　　其他補助及捐助	300000	0	年	1	300,000	300000	0	2-9-5	補助臺北市原住民族部落大學教師研習活動等費用。	0200090801	一般
1	02112	123	102	02112	1	133902020		0220	001	272	　　　一般事務費	95000	0	年	1	95,000	95000	0	2-9-5	辦理原住民取得技術士證照獎勵金業務及就業服務相關宣導活動等相關費用。	0200090801	一般
1	04101	172	102	04101	1	143901002	001	0220	001	272	　　　一般事務費	100070	0	年	1	100,070	100070	0	4-1-29	行政作業費。	0400010701	一般
1	04101	181	102	04101	1	143901002	002	0216	001	253	　　　　	0	0	式	1	850,000	850000	0	4-1-29	委託專業服務費。	0400010701	一般
1	04101	183	102	04101	1	143901002	002	0216	002	253	　　　　	0	0	式	1	110,000	110000	0	4-1-29	權利金底價查估費用。	0400010701	一般
1	04101	185	102	04101	1	143901002	002	0220	001	272	　　　一般事務費	240000	0	年	1	240,000	240000	0	4-1-29	行政作業費。	0400010701	一般
1	04101	193	102	04101	1	143901002	003	0214	001	240	　　　　	0	0	人次	25	2,000	50000	0	4-1-30	出席費。	0400010701	一般
1	04101	195	102	04101	1	143901002	003	0214	002	240	　　　　	0	0	千字	290	170	49300	0	4-1-30	審查費。	0400010701	一般
1	04101	197	102	04101	1	143901002	003	0216	001	253	　　　委辦費	3000000	0	式	1	3,000,000	3000000	0	4-1-30	委託專業服務費。	0400010701	一般
1	04101	199	102	04101	1	143901002	003	0220	001	272	　　　一般事務費	700	0	年	1	700	700	0	4-1-30	行政作業費。	0400010701	一般
1	04101	206	102	04101	1	143901002	004	0214	001	240	　　　按日按件計資酬金	6000	0	人次	3	2,000	6000	0	4-1-30	出席費。	0400010701	一般
1	04101	209	102	04101	1	143901002	004	0216	001	253	　　　　	0	0	式	1	950,000	950000	0	4-1-30	委託專業服務費。	0400010701	一般
1	04101	211	102	04101	1	143901002	004	0216	002	253	　　　　	0	0	式	1	300,000	300000	0	4-1-30	權利金底價查估費用。	0400010701	一般
1	04101	213	102	04101	1	143901002	004	0220	001	272	　　　一般事務費	44000	0	年	1	44,000	44000	0	4-1-30	行政作業費。	0400010701	一般
1	04101	221	102	04101	1	143901002	005	0214	001	240	　　　　	0	0	人次	6	2,000	12000	0	4-1-30	出席費。	0400010701	一般
1	02121	9	102	02121	1	130101002		0215	001	251	　　　　	0	0	張	16	1,780	28480	0	2-11-15	7樓民眾洽公所需洽談椅。	0200110101	一般
1	02121	11	102	02121	1	130101002		0215	002	251	　　　　	0	0	式	2	30,000	60000	0	2-11-15	防焰遮光窗簾（7樓為民服務區及10樓會議室）。	0200110101	一般
1	02121	15	102	02121	1	130101002		0220	001	267	　　　　	0	0	式	1	43,200	43200	0	2-11-15	7樓為民服務區植栽更新。	0200110101	一般
1	02121	17	102	02121	1	130101002		0220	002	272	　　　　	0	0	件	120	500	60000	0	2-11-15	為民服務工作背心。	0200110101	一般
1	02121	19	102	02121	1	130101002		0220	005	261	　　　　	0	0	式	1	41,200	41200	0	2-11-15	為民服務所需宣導品。	0200110101	一般
1	02121	22	102	02121	1	130101002		0222	001	275	　　　　	0	0	式	1	561,995	561995	0	2-11-15	行政大樓地下室電梯出口區、牆面及天花板重新粉刷。	0200110101	一般
1	02121	25	102	02121	1	130101002		0222	002	275	　　　　	0	0	式	1	192,869	192869	0	2-11-15	地下室地面重新整理。	0200110101	一般
1	02121	8	102	02121	1	132801002		0220	001	272	　　　一般事務費	300000	0	年	1	300,000	300000	0	2-11-16	美仁里宗教、文化、環境、治安及防災人員等觀摩考察活動。	0200110201	一般
1	02121	8	102	02121	1	133902002		0216	001	254	　　　委辦費	600000	0	年	1	600,000	600000	0	2-11-17	「松山區都會深度旅遊推動計畫-導覽員培訓計畫」。	0200110301	一般
1	02121	18	102	02121	1	133902003		0220	001	272	　　　一般事務費	56121	0	年	1	56,121	56121	0	2-11-17	健保業務行政事務費(其他費用)。	0200110301	一般
1	02121	20	102	02121	1	133902003		0232	001	292	　　　臨時人員酬金	392379	0	年	1	392,379	392379	0	2-11-17	健保業務行政事務費(臨時人員僱用費)。	0200110301	一般
1	02121	9	102	02121	2	137102031		0302	001	307	　　　　	0	0	式	1	1,753,648	1753648	0	2-11-18	施工費(含空污費4,897元)。	0200110401	修建
1	02121	11	102	02121	2	137102031		0302	002	307	　　　　	0	0	式	1	61,206	61206	0	2-11-18	工程管理費:按施工費(1,748,751*3.5%)提列=61,206元。	0200110401	修建
1	02121	14	102	02121	2	137102031		0302	003	307	　　　　	0	0	式	1	145,146	145146	0	2-11-18	委託規劃設計監造費:按施工費(1,748,751*8.3%)提列=145,146元。	0200110401	修建
1	02121	24	102	02121	2	137102032		0302	001	307	　　　房屋建築及設備費	15712	0	式	1	15,712	15712	0	2-11-18	辦公室OA隔間。	0200110401	修建
1	02121	33	102	02121	2	137102033		0302	002	307	　　　房屋建築及設備費	484448	0	式	1	484,448	484448	0	2-11-19	施工費。	0200110401	修建
1	02121	7	102	02121	2	137104000		0304	001	347	　　　　	0	0	組	12	100,000	1200000	0	2-11-20	自動體外電擊器(AED)(含氧氣罩、氧氣筒等)。	0200110403	新非
1	02121	10	102	02121	2	137104000		0304	002	347	　　　　	0	0	座	1	250,000	250000	0	2-11-20	健康艙。	0200110403	新非
1	02121	13	102	02121	2	137104000		0307	001	361	　　　　	0	0	臺	3	44,625	133875	0	2-11-20	電梯等待區增設視訊宣導螢幕。	0200110403	他設
1	02122	8	102	02122	1	133902002		0220	001	272	　　　一般事務費	25000	0	年	1	25,000	25000	0	2-12-11	健保業務行政事務費（其他費用）。	0200120301	一般
1	02122	10	102	02122	1	133902002		0232	001	292	　　　臨時人員酬金	423500	0	年	1	423,500	423500	0	2-12-11	健保業務行政事務費（臨時人員僱用費）。	0200120301	一般
1	02123	9	102	02123	1	132801002		0220	001	272	　　　　	0	0	式	1	192,000	192000	0	2-13-13	辦理仁愛里睦鄰活動(仁愛里辦公處)(台電公司協助本所101年度輸變電協助金(施工中))。	0200130201	一般
1	02123	13	102	02123	1	132801002		0220	002	268	　　　　	0	0	式	1	148,000	148000	0	2-13-13	仁愛里環境美化及改善(仁愛里辦公處)(台電公司協助本所101年度輸變電協助金(施工中))。	0200130201	一般
1	02123	17	102	02123	1	132801002		0220	003	272	　　　　	0	0	式	1	133,000	133000	0	2-13-13	大安傳愛關懷活動(台電公司協助本所101年度輸變電協助金(施工中))。	0200130201	一般
1	02123	28	102	02123	1	132801006		0220	001	272	　　　　	0	0	式	1	600,000	600000	0	2-13-14	辦理傳統民俗及節能宣導活動及相關參訪(台電公司協助臺北市政府101年度輸變電協助金(施工中))。	0200130201	一般
1	02123	32	102	02123	1	132801006		0220	002	272	　　　　	0	0	式	1	900,000	900000	0	2-13-14	印製大安區人文古蹟相關資料及行銷宣導(台電公司協助本所101年度輸變電協助金(施工中))。	0200130201	一般
1	02123	8	102	02123	1	133902001		0220	001	272	　　　一般事務費	5000	0	年	1	5,000	5000	0	2-13-15	健保業務行政事務費(其他費用)。	0200130301	一般
1	02123	10	102	02123	1	133902001		0232	001	292	　　　臨時人員酬金	443500	0	年	1	443,500	443500	0	2-13-15	健保業務行政事務費(臨時人員僱用費)。	0200130301	一般
1	02123	8	102	02123	2	137102030		0302	001	307	　　　房屋建築及設備費	800000	0	式	1	800,000	800000	0	2-13-16	1.仁愛國小學校環境改善工程400,000元(台電公司協助本所101年度輸變電協助金(施工中))。2.仁愛國中學校環境改善工程400,000元(台電公司協助本所101年度輸變電協助金(施工中))。	0200130401	修建
1	02123	22	102	02123	2	137102031		0302	001	307	　　　房屋建築及設備費	4660000	0	式	1	4,660,000	4660000	0	2-13-16	施工費：仁愛里大廈公寓公設照明設備改善工程(仁愛里辦公處)(台電公司協助本所101年度輸變電協助金(施工中))。	0200130401	修建
1	02123	34	102	02123	2	137102028		0302	001	307	　　　　	0	0	式	1	2,911,329	2911329	0	2-13-17	施工費(台電公司協助本所101年度輸變電協助金(施工中))。	0200130401	修建
1	02123	37	102	02123	2	137102028		0302	002	307	　　　　	0	0	式	1	200,228	200228	0	2-13-17	委託技術服務費：按施工費6.88%提列(台電公司協助本所101年度輸變電協助金(施工中))。	0200130401	修建
1	02123	41	102	02123	2	137102028		0302	003	307	　　　　	0	0	式	1	55,443	55443	0	2-13-17	工程管理費：按施工費1.91%提列(台電公司協助本所101年度輸變電協助金(施工中))。	0200130401	修建
1	02123	53	102	02123	2	137102029		0302	001	307	　　　　	0	0	式	1	1,287,919	1287919	0	2-13-17	施工費(台電公司協助臺北市政府101年度輸變電協助金(施工中))。	0200130401	修建
1	02123	56	102	02123	2	137102029		0302	002	307	　　　　	0	0	式	1	88,266	88266	0	2-13-17	委託技術服務費：按施工費6.86%提列(台電公司協助臺北市政府101年度輸變電協助金(施工中))。	0200130401	修建
1	02123	60	102	02123	2	137102029		0302	003	307	　　　　	0	0	式	1	23,815	23815	0	2-13-18	工程管理費：按施工費1.85%提列(台電公司協助臺北市政府101年度輸變電協助金(施工中))。	0200130401	修建
1	02124	8	102	02124	1	133902001		0220	001	272	　　　一般事務費	40000	0	年	1	40,000	40000	0	2-14-11	健保業務行政事務費(其他費用)。	0200140701	一般
1	02124	10	102	02124	1	133902001		0232	001	292	　　　臨時人員酬金	408500	0	年	1	408,500	408500	0	2-14-11	健保業務行政事務費(臨時人員僱用費)。	0200140701	一般
1	02125	8	102	02125	1	133902002		0220	001	272	　　　一般事務費	15500	0	年	1	15,500	15500	0	2-15-11	健保業務行政事務費(其他費用)。	0200150301	一般
1	02125	10	102	02125	1	133902002		0232	001	292	　　　臨時人員酬金	433000	0	年	1	433,000	433000	0	2-15-11	健保業務行政事務費(臨時人員僱用費)。	0200150301	一般
1	02126	8	102	02126	1	133902002		0220	001	272	　　　一般事務費	8616	0	年	1	8,616	8616	0	2-16-11	健保業務行政事務費(其他費用)。	0200160302	一般
1	02126	10	102	02126	1	133902002		0232	001	292	　　　臨時人員酬金	439884	0	年	1	439,884	439884	0	2-16-11	健保業務行政事務費(臨時人員僱用費)。	0200160302	一般
1	02127	8	102	02127	1	133902002		0220	001	272	　　　一般事務費	25000	0	年	1	25,000	25000	0	2-17-11	健保業務行政事務費(其他費用)。	0200170301	一般
1	02127	10	102	02127	1	133902002		0232	001	292	　　　臨時人員酬金	423500	0	年	1	423,500	423500	0	2-17-11	健保業務行政事務費(臨時人員僱用費)。	0200170301	一般
1	02128	9	102	02128	1	132801030		0406	001	419	　　　　	0	0	人	476	500	238000	0	2-18-13	辦理社會扶弱救助(台灣電力股份有限公司核撥101年度輸變電協助金〈施工中〉)。	0200180201	一般
1	02128	13	102	02128	1	132801030		0406	002	420	　　　　	0	0	人	10	10,000	100000	0	2-18-13	辦理急難需求救助(死亡)(台灣電力股份有限公司核撥101年度輸變電協助金〈施工中〉)。	0200180201	一般
1	02128	17	102	02128	1	132801030		0406	003	422	　　　　	0	0	人次	30	5,000	150000	0	2-18-13	辦理急難需求救助(重傷病)(台灣電力股份有限公司核撥101年度輸變電協助金〈施工中〉)。	0200180201	一般
1	02128	21	102	02128	1	132801030		0406	004	426	　　　　	0	0	人次	100	1,000	100000	0	2-18-13	辦理急難需求救助(其他)(台灣電力股份有限公司核撥101年度輸變電協助金〈施工中〉)。	0200180201	一般
1	02108	8	102	02108	2	128301001		0306	001	357	　　　資訊軟硬體設備費	1600000	0	式	1	1,600,000	1600000	0	2-7-9	設置本府出版品雲端平台。	0200071101	電腦
1	02112	135	102	02112	1	133902015		0220	001	272	　　　一般事務費	250000	0	年	1	250,000	250000	0	2-9-6	各區公所辦理住宅業務所需雜支。	0200090801	一般
1	02112	140	102	02112	1	133902015		0406	001	419	　　　　	0	0	年	1	600,000	600000	0	2-9-6	補助中低收入戶原住民購屋補助。	0200090801	一般
1	02112	142	102	02112	1	133902015		0406	002	419	　　　　	0	0	年	1	500,000	500000	0	2-9-6	補助中低收入戶原住民修繕補助。	0200090801	一般
1	02112	152	102	02112	1	133902022		0232	001	292	　　　臨時人員酬金	472800	0	年	1	472,800	472800	0	2-9-6	凱達格蘭文化館策展規劃及解說臨時人員2名酬金。	0200090801	一般
1	02112	163	102	02112	1	133902005		0232	001	292	　　　臨時人員酬金	482400	0	年	1	482,400	482400	0	2-9-7	凱達格蘭文化館策展規劃人員1名酬金。	0200090801	一般
1	02112	172	102	02112	1	133902018		0220	001	272	　　　一般事務費	50000	0	年	1	50,000	50000	0	2-9-7	辦理田調文化採集及展覽等費用。	0200090801	一般
1	02128	25	102	02128	1	132801030		0406	005	425	　　　　	0	0	次	30	6,000	180000	0	2-18-13	辦理災害救助(財產損失)(台灣電力股份有限公司核撥101年度輸變電協助金〈施工中〉)。	0200180201	一般
1	02128	29	102	02128	1	132801030		0406	006	427	　　　　	0	0	次	10	1,200	12000	0	2-18-14	辦理災害救助(受災戶臨時安置費用)(台灣電力股份有限公司核撥101年度輸變電協助金〈施工中〉)。	0200180201	一般
1	02128	41	102	02128	1	132801050		0215	001	251	　　　　	0	0	台	1	8,000	8000	0	2-18-14	傳真機(台灣電力股份有限公司核撥101年度輸變電協助金〈施工中〉)。	0200180201	一般
1	02128	44	102	02128	1	132801050		0215	002	251	　　　　	0	0	台	1	9,500	9500	0	2-18-14	數位相機(台灣電力股份有限公司核撥101年度輸變電協助金〈施工中〉)。	0200180201	一般
1	02128	8	102	02128	1	133902020		0220	001	272	　　　一般事務費	41492	0	年	1	41,492	41492	0	2-18-15	健保業務行政事務〈其他費用〉。	0200180301	一般
1	02128	10	102	02128	1	133902020		0232	001	292	　　　臨時人員酬金	407008	0	年	1	407,008	407008	0	2-18-15	健保業務行政事務〈臨時人員僱用費〉。	0200180301	一般
1	02128	9	102	02128	2	137102083		0302	001	310	　　　　	0	0	式	1	694,207	694207	0	2-18-16	施工費(台灣電力股份有限公司核撥101年度輸變電協助金〈施工中〉)。	0200180401	修建
1	02128	12	102	02128	2	137102083		0302	002	310	　　　　	0	0	式	1	53,454	53454	0	2-18-16	委託技術服務費(台灣電力股份有限公司核撥101年度輸變電協助金〈施工中〉)。	0200180401	修建
1	02128	15	102	02128	2	137102083		0302	003	310	　　　　	0	0	式	1	24,297	24297	0	2-18-16	工程管理費(台灣電力股份有限公司核撥101年度輸變電協助金〈施工中〉)。	0200180401	修建
1	02128	23	102	02128	2	137102133		0302	001	309	　　　　	0	0	式	1	96,600	96600	0	2-18-16	施工費(台灣電力股份有限公司核撥101年度輸變電協助金〈施工中〉)。	0200180401	修建
1	02128	26	102	02128	2	137102133		0302	002	309	　　　　	0	0	式	1	12,000	12000	0	2-18-17	委託技術服務費(台灣電力股份有限公司核撥101年度輸變電協助金〈施工中〉)。	0200180401	修建
1	02128	29	102	02128	2	137102133		0302	003	309	　　　　	0	0	式	1	73,000	73000	0	2-18-17	工程管理費(各項簽證代辦)(台灣電力股份有限公司核撥101年度輸變電協助金〈施工中〉)。	0200180401	修建
1	02128	38	102	02128	2	137102134		0303	001	338	　　　公共建設及設施費	99960	0	式	1	99,960	99960	0	2-18-17	施工費(台灣電力股份有限公司核撥101年度輸變電協助金〈施工中〉)。	0200180401	修建
1	02128	47	102	02128	2	137102135		0303	001	338	　　　　	0	0	式	1	146,933	146933	0	2-18-17	施工費(台灣電力股份有限公司核撥101年度輸變電協助金〈施工中〉)。	0200180401	修建
1	02128	50	102	02128	2	137102135		0303	002	338	　　　　	0	0	式	1	13,224	13224	0	2-18-17	委外技術服務費(台灣電力股份有限公司核撥101年度輸變電協助金〈施工中〉)。	0200180401	修建
1	02128	53	102	02128	2	137102135		0303	003	338	　　　　	0	0	式	1	4,408	4408	0	2-18-17	工程管理費(台灣電力股份有限公司核撥101年度輸變電協助金〈施工中〉)。	0200180401	修建
1	02128	61	102	02128	2	137102137		0303	001	318	　　　　	0	0	式	1	383,734	383734	0	2-18-18	施工費(台灣電力股份有限公司核撥101年度輸變電協助金〈施工中〉)。	0200180401	修建
1	02128	64	102	02128	2	137102137		0303	002	318	　　　　	0	0	式	1	34,535	34535	0	2-18-18	委託技術服務費(台灣電力股份有限公司核撥101年度輸變電協助金〈施工中〉)。	0200180401	修建
1	02128	67	102	02128	2	137102137		0303	003	318	　　　　	0	0	式	1	11,512	11512	0	2-18-18	工程管理費(台灣電力股份有限公司核撥101年度輸變電協助金〈施工中〉)。	0200180401	修建
1	02128	9	102	02128	2	137104030		0307	001	361	　　　　	0	0	式	1	63,500	63500	0	2-18-19	新購萬興區民活動中心舞台布幕(電動式)(台灣電力股份有限公司核撥101年度輸變電協助金〈施工中〉)。	0200180402	他設
1	02128	13	102	02128	2	137104030		0307	002	361	　　　　	0	0	個	24	20,000	480000	0	2-18-19	新購區民活動中心椅子收納櫃(台灣電力股份有限公司核撥101年度輸變電協助金〈施工中〉)。	0200180402	他設
1	02128	17	102	02128	2	137104030		0307	004	361	　　　　	0	0	臺	1	91,136	91136	0	2-18-19	新購會議室投影機(台灣電力股份有限公司核撥101年度輸變電協助金〈施工中〉)。	0200180402	他設
1	02128	9	102	02128	2	517701010		0303	001	318	　　　　	0	0	式	1	1,545,894	1545894	0	2-18-20	汰換公園遊具、鋪面及相關附屬設施施工費(台灣電力股份有限公司核撥101年度輸變電協助金(施工中))。	0200180601	修建
1	02128	13	102	02128	2	517701010		0303	002	318	　　　　	0	0	式	1	54,106	54106	0	2-18-20	工程管理費(台灣電力股份有限公司核撥101年度輸變電協助金(施工中))。	0200180601	修建
1	02129	8	102	02129	1	133902002		0220	001	272	　　　一般事務費	15500	0	年	1	15,500	15500	0	2-19-11	健保業務行政事務費〈其他費用〉。	0200190301	一般
1	02129	10	102	02129	1	133902002		0232	001	292	　　　臨時人員酬金	433000	0	年	1	433,000	433000	0	2-19-11	健保業務行政事務費〈臨時人員僱用費及相關支出〉。	0200190301	一般
1	02130	8	102	02130	1	133902002		0232	001	292	　　　臨時人員酬金	448500	0	年	1	448,500	448500	0	2-20-11	健保業務行政事務費(臨時人員僱用費)。	0200200301	派遺
1	02131	8	102	02131	1	133902002		0220	001	272	　　　一般事務費	10560	0	年	1	10,560	10560	0	2-21-11	健保業務行政事務費(其他費用)(新增)。	0200210301	一般
1	02131	10	102	02131	1	133902002		0232	001	292	　　　臨時人員酬金	437940	0	年	1	437,940	437940	0	2-21-11	健保業務行政事務費(臨時人員僱用費)(新增)。	0200210301	一般
1	02132	9	102	02132	1	130101002		0222	001	275	　　　　	0	0	年	1	280,000	280000	0	2-22-13	區政中心修繕費（台電公司102年度輸變電協助金(運轉中)）。	0200220101	一般
1	02132	13	102	02132	1	130101002		0222	002	275	　　　　	0	0	年	1	200,000	200000	0	2-22-13	區民活動中心修繕費（台電公司102年度輸變電協助金(運轉中)）。	0200220101	一般
1	02132	25	102	02132	1	130101004		0215	001	251	　　　　	0	0	台	1	4,800	4800	0	2-22-13	購置加熱護貝機（台電公司102年度輸變電協助金(運轉中)）。	0200220101	一般
1	02132	29	102	02132	1	130101004		0215	002	251	　　　　	0	0	台	1	7,500	7500	0	2-22-14	購置裁相片機（台電公司102年度輸變電協助金(運轉中)）。	0200220101	一般
1	02132	9	102	02132	1	132801002		0220	001	272	　　　　	0	0	年	1	900,000	900000	0	2-22-15	辦理火災預警宣傳活動(一德里辦公處)（台電公司102年度輸變電協助金(運轉中)）。	0200220201	一般
1	02132	13	102	02132	1	132801002		0220	002	272	　　　　	0	0	年	1	300,000	300000	0	2-22-15	辦理傳統民俗活動(一德里辦公處)（台電公司102年度輸變電協助金(運轉中)）。	0200220201	一般
1	02132	17	102	02132	1	132801002		0220	003	272	　　　　	0	0	年	1	100,000	100000	0	2-22-15	辦理節能參訪活動(一德里辦公處)（台電公司102年度輸變電協助金(運轉中)）。	0200220201	一般
1	02132	25	102	02132	1	132801005		0215	001	251	　　　物品及材料	4800	0	台	1	4,800	4800	0	2-22-16	購置自動釘書機（台電公司102年度輸變電協助金(運轉中)）	0200220201	一般
1	02132	8	102	02132	1	133902002		0220	001	272	　　　一般事務費	25000	0	年	1	25,000	25000	0	2-22-17	健保業務行政事務費(一般事務費)。	0200220301	一般
1	02132	10	102	02132	1	133902002		0232	001	292	　　　臨時人員酬金	423500	0	年	1	423,500	423500	0	2-22-17	健保業務行政事務費(臨時人員酬金)。	0200220301	一般
