bgtyy	srcid	obj	srcna	srcbr	src0	src1	src12	src2	src3	src0g	src2g	org	acod	sysdat	usno
103	020101		道路溝渠	道路溝渠	02										
103	020102		堤防	堤防	02										
103	020103		碼頭港口	碼頭港口	02										
103	020104		其他土地改良	其他土地改良	02										
103	030000		罰款及賠償收入	罰款及賠償收入	03									0960805	BGT
103	030100		罰金罰鍰及怠金	罰金罰鍰及怠金	03										
103	030101		罰金罰鍰	罰金罰鍰	03										
103	030102		怠金	怠金	03										
103	030200		沒入及沒收財物	沒入及沒收財物	03										
103	030201		沒入金	沒入金	03										
103	030202		沒收物變價	沒收物變價	03										
103	030300		賠償收入	賠償收入	03										
103	030301		一般賠償收入	一般賠償收入	03										
103	030302		國家賠償收入	國家賠償收入	03										
103	040000		規費收入	規費收入											
103	040100		行政規費收入	行政規費收入											
103	040101		審查費	審查費											
103	040102		證照費	證照費											
103	040103		登記費	登記費											
103	040104		考試報名費	考試報名費											
103	040105		許可費	許可費											
103	040106		都市計畫變更回饋金	都市計畫變更回饋金											
103	040107		停車空間代金	停車空間代金											
103	040200		使用規費收入	使用規費收入											
103	040201		汽車燃料使用費	汽車燃料使用費											
103	040202		場地設施使用費	場地設施使用費											
103	040203		資料使用費	資料使用費											
103	040204		通行費	通行費											
103	040205		廢棄物清理費	廢棄物清理費											
103	040206		供應費	供應費											
103	040207		服務費	服務費											
103	040208		道路使用費	道路使用費											
103	050000		信託管理收入	信託管理收入											
103	050100		信託管理收入	信託管理收入											
103	050101		信託管理	信託管理											
103	050200		挖掘道路修復收入	挖掘道路修復收入											
103	050201		挖掘道路修復收入	挖掘道路修復收入											
103	050400		建設共同管道收入	建設共同管道收入											
103	050401		建設共同管道收入	建設共同管道收入											
103	060000		財產收入	財產收入											
103	060100		財產孳息	財產孳息				00						0990108	BGT
103	060101		利息收入	利息收入				00	01					0990108	BGT
103	060102		地租	地租				00							
103	060103		土地以外不動產租金	土地以外不動產租金				00							
103	060104		動產租金	動產租金				00							
103	060105		權利金	權利金				00							
103	060200		財產售價	財產售價				00						0990108	BGT
103	060201		廢舊物資售價	廢舊物資售價				00	01					0990108	BGT
103	060202		土地售價	土地售價				00							
103	060203		土地以外不動產售價	土地以外不動產售價				00							
103	060204		水電售價	水電售價				00							
103	060205		動產售價	動產售價				00							
103	060300		資本收回	資本收回											
103	060301		營業基金收回	營業基金收回											
103	060302		非營業基金收回	非營業基金收回											
103	060303		投資資本收回	投資資本收回											
103	070000		營業盈餘及事業收入	營業盈餘及事業收入											
103	070100		營業盈餘	營業盈餘											
103	070101		繳庫股息紅利	繳庫股息紅利											
103	070102		盈餘轉增資	盈餘轉增資											
103	070200		作業賸餘	作業賸餘											
103	070201		繳庫作業賸餘	繳庫作業賸餘											
103	070202		作業賸餘撥充基金	作業賸餘撥充基金											
103	070300		投資收益	投資收益											
103	070301		投資股息紅利	投資股息紅利											
103	070302		股票買賣差價	股票買賣差價											
103	080000		補助收入	補助收入											
103	080100		補助收入	補助收入											
103	080101		中央政府補助	中央政府補助											
103	080102		中央各部會補助	中央各部會補助										0911123	BGT
103	090000		捐獻及贈與收入	捐獻及贈與收入											
103	090100		捐獻收入	捐獻收入											
103	090101		捐獻收入	捐獻收入											
103	100000		其他收入	其他收入											
103	100100		學雜費收入	學雜費收入											
103	100101		學費學分費	學費學分費											
103	100102		雜費	雜費											
103	100103		實習費	實習費											
103	100200		雜項收入	雜項收入											
103	100201		收回以前年度歲出	收回以前年度歲出					02					0930812	BGT
103	100202		其他雜項收入	其他雜項收入											
