org1	pdept	bgtyy	org	item	srcid	workid	workna	workbr	pworkid	plancd	chap	chappna	chapnote	sysdat	usno
07102		101	07102	2	317605002	A04	總規劃費明細如下：	總規劃費明細如下：	008					1000802	BGT
07102		101	07102	2	317605002	A05	總規劃費明細如下：	總規劃費明細如下：	012					1000802	BGT
07102		101	07102	2	317605002	A06	總規劃費明細如下：	總規劃費明細如下：	010					1000802	BGT
07104		101	07104	2	517701001	111	文山(景美)6號萬慶公園擴建工程(含補償費4,000,000元)	文山(景美)6號萬慶公園擴建工程(含補償費4,			07010501	032		1000429	BGT
07105		101	07105	2	527601001	204	第3期大同及中山區支管及用戶排水設備工程	第3期大同及中山區支管及用戶排水設備工程	039	1	12011502	074		1001231	BGT
07105		101	07105	2	527601001	303	場站維護工程	場站維護工程	032		12011502	017		1001231	BGT
07105		101	07105	2	527601001	117	北投及士林區管線更新工程-白皮書	北投及士林區管線更新工程-白皮書	055		12011502	034	餘20,390,000元不再編列。	1000811	BGT
07105		101	07105	2	527601001	118	萬華及中正區管線更新工程-白皮書	萬華及中正區管線更新工程-白皮書	056		12011502	035		1000811	BGT
07105		101	07105	2	527601001	119	松山及信義區管線更新工程-白皮書	松山及信義區管線更新工程-白皮書	057		12011502	036		1000811	BGT
06102		101	06102	1	310101001									1000413	BGT
06103		101	06103	2	317102022		花卉批發市場增建停車場工程	花卉批發市場增建停車場工程		1				1000818	BGT
06104		101	06104	1	340501005	002	臺北市國際觀光亮點商圈升級推展計畫	臺北市國際觀光亮點商圈升級推展計畫						1000428	BGT
06104		101	06104	1	340501005	008	打造公館水岸樂活計畫	打造公館水岸樂活計畫			13010302	001		1000527	BGT
06105		101	06105	2	317704001	004	登山步道週邊環境改善工程(分期辦理)	登山步道週邊環境改善工程(分期辦理)					辦理本市列管登山步道入口綠美化工作，並針對步道沿線廢耕農地或公有地辦理整體景觀改善，吸引民眾從事登山健行活動亦能促進地方發展。	1000805	BGT
06105		101	06105	1	317704002	002	風景區遊憩設施改善及維護工程(分期辦理)	風景區遊憩設施改善及維護工程(分期辦理)						1000426	BGT
05111		101	05111	1	210101001	024	高職學校班級設備費	高職學校班級設備費			08010601	001		1000623	BGT
05111		101	05111	1	210101001	025	高職在校生丙級技能檢定	高職在校生丙級技能檢定			08010602	001		1000623	BGT
05111		101	05111	1	210101001	026	技能檢定及技藝競賽計畫	技能檢定及技藝競賽計畫			08010604	001		1000623	BGT
05111		101	05111	1	210101001	027	臺北市中小學科學展覽	臺北市中小學科學展覽			08010604	002		1000623	BGT
05111		101	05111	1	210101001	028	獎補助本市私立學校提升整體發展	獎補助本市私立學校提升整體發展			08010607	001		1000623	BGT
05111		101	05111	1	210101001	029	終身學習護照網及學習型城市網等網路平台功能擴充維護宣傳	終身學習護照網及學習型城市網等網路平台功			08010904	001		1000623	BGT
05112		101	05112	1	220101011	003	兩岸人員互訪計畫	兩岸人員互訪計畫						1000504	BGT
05112		101	05112	1	220201002	001	與國外圖書館進行圖書資料交流、交換及贈送	與國外圖書館進行圖書資料交流、交換及贈送						1000504	BGT
05112		101	05112	1	220202002	001	手機簡訊催還圖書資料及通知預約圖書資料取書通訊費	手機簡訊催還圖書資料及通知預約圖書資料			08010303	002		1000504	BGT
05112		101	05112	1	220203003	001	終身學習計畫	終身學習計畫						1000708	BGT
05112		101	05112	1	220203004	001	公共圖書館經營管理國際研討會	公共圖書館經營管理國際研討會						1000504	BGT
05112		101	05112	2	227104001	002	兒童書	兒童書			08010301	003		1000504	BGT
05112		101	05112	2	227104002	001	電子圖書館計畫	電子圖書館計畫			08010303	006		1000504	BGT
05112		101	05112	2	227102007	037	木柵市場大樓無障礙電梯裝設工程	木柵市場大樓無障礙電梯裝設工程	054					1000310	BGT
05112		101	05112	2	227102007	041	景美分館衛生下水道接管工程	景美分館衛生下水道接管工程	055					1000310	BGT
05112		101	05112	2	227102007	078	松山分館屋頂防水改善工程	松山分館屋頂防水改善工程	056					1000310	BGT
06105		101	06105	2	317704002	004	內雙溪自然中心遊憩設施及景觀改善工程(分案辦理)	內雙溪自然中心遊憩設施及景觀改善工程(分	004				整建內雙溪自然中心遊憩設施及景觀改善工程(分案辦理)。	1000805	BGT
07103		101	07103	2	337104001	102	道路管理資訊系統維護費	道路管理資訊系統維護費					市政白皮書	1000411	BGT
07103		101	07103	2	337501003	003	臺北市震度微區圖調查建置技術服務	臺北市震度微區圖調查建置技術服務	002	1				1000428	BGT
07103		101	07103	2	337501003	004	臺北市土壤液化與斷層地區危險測定調查與補強措施技術服務	臺北市土壤液化與斷層地區危險測定調查與補	004	1				1000428	BGT
07103		101	07103	2	337501003	005	臺北市連外跨河橋封橋機制建置技術服務	臺北市連外跨河橋封橋機制建置技術服務	010	1				1000413	BGT
07103		101	07103	2	337501001	013	文山指南路3段52號前道路邊坡改善工程	文山指南路3段52號前道路邊坡改善工程	020	1				1000819	BGT
07103		101	07103	2	337501003	006	臺北市橋樑(含高架橋)防制災害破壞及預警系統建置技術服務	臺北市橋樑(含高架橋)防制災害破壞及預警系	006	1				1000428	BGT
07103		101	07103	2	337102002	003	駐外辦公房舍整修工程	駐外辦公房舍整修工程	002	1				1000428	BGT
07103		101	07103	2	337501001	101	道路改善及維護工程	道路改善及維護工程			11010502	001	市政白皮書	1000816	BGT
07103		101	07103	2	337501001	102	大度路道路暨附屬設施改善及維護工程	大度路道路暨附屬設施改善及維護工程			11010502	002	市政白皮書	1000429	BGT
07103		101	07103	2	337501001	103	100-103年度道路橋樑委託監造技術服務費	100-103年度道路橋樑委託監造技術服務費			11010502	003	市政白皮書	1000429	BGT
07103		101	07103	2	337501001	104	人行道改善工程	人行道改善工程			04010111	001	市政白皮書	1001223	BGT
07103		101	07103	2	337501001	105	仁愛路道路暨附屬設施改善及維護工程	仁愛路道路暨附屬設施改善及維護工程			11010502	004	市政白皮書	1001223	BGT
07103		101	07103	2	337501002	106	淡水河系橋樑景觀照明美化及改善工程配合款	淡水河系橋樑景觀照明美化及改善工程配合款			13010202	001	市政白皮書	1000511	BGT
07103		101	07103	2	337501002	107	南湖大橋上游側加設人行及自行車道工程	南湖大橋上游側加設人行及自行車道工程			04010113	001	市政白皮書	1001223	BGT
07103		101	07103	2	337501002	108	萬華華中橋旁人行陸橋改善工程	萬華華中橋旁人行陸橋改善工程			04010113	002	市政白皮書	1001223	BGT
07103		101	07103	2	337501001	108	中山北安路501巷林蔭大道工程	中山北安路501巷林蔭大道工程			07010502	001	市政白皮書	1001230	BGT
07103		101	07103	2	337102001									1000503	BGT
07103		101	07103	2	337501002	105	淡水河橋樑增設照明美化及景觀改善工程	淡水河橋樑增設照明美化及景觀改善工程			13010202	002	市政白皮書	1000513	BGT
05112		101	05112	1	220204002	001	推動志工制度	推動志工制度						1000708	BGT
05112		101	05112	2	227102007	038	蘭州民眾閱覽室廁所整修工程	蘭州民眾閱覽室廁所整修工程	057					1000822	BGT
05112		101	05112	2	227102007	049	大安分館廁所整修工程	大安分館廁所整修工程	071					1000310	BGT
05112		101	05112	2	227102007	055	木柵分館館舍整修工程	木柵分館館舍整修工程	077				(防焰壁布、雨遮、電動捲門及館舍油漆)	1000310	BGT
07102		101	07102	2	317605002	A07	總規劃費明細如下：	總規劃費明細如下：	014					1000802	BGT
07102		101	07102	2	317602001	A01	總工程費明細如下：	總工程費明細如下：	014					1000803	BGT
07102		101	07102	2	317602001	A02	總工程費明細如下：	總工程費明細如下：	016					1000803	BGT
07102		101	07102	2	317602001	A03	總工程費明細如下：	總工程費明細如下：	018					1000803	BGT
07102		101	07102	2	317602001	A04	總工程費明細如下：	總工程費明細如下：	020					1000803	BGT
07102		101	07102	2	317602001	A05	總工程費明細如下：	總工程費明細如下：	022					1000803	BGT
07102		101	07102	2	317602001	A06	總工程費明細如下：	總工程費明細如下：	024					1000803	BGT
07102		101	07102	2	317602001	A07	總工程費明細如下：	總工程費明細如下：	026					1000803	BGT
07102		101	07102	2	317602001	A08	總工程費明細如下：	總工程費明細如下：	028					1000803	BGT
07102		101	07102	2	317602001	A09	總工程費明細如下：	總工程費明細如下：	030					1000803	BGT
07102		101	07102	2	317602001	A10	總工程費明細如下：	總工程費明細如下：	032					1000803	BGT
07102		101	07102	2	317602001	A11	總工程費明細如下：	總工程費明細如下：	034					1000803	BGT
07102		101	07102	2	317602001	A12	總工程費明細如下：	總工程費明細如下：	036					1000803	BGT
07102		101	07102	2	317602001	A13	總工程費明細如下：	總工程費明細如下：	038					1000803	BGT
07102		101	07102	2	317602002	A01	總規劃費明細如下：	總規劃費明細如下：	007					1000803	BGT
07102		101	07102	2	317602002	A02	總規劃費明細如下：	總規劃費明細如下：	009					1000803	BGT
07102		101	07102	2	317602002	A03	總規劃費明細如下：	總規劃費明細如下：	011					1000803	BGT
07102		101	07102	2	317602002	A04	總規劃費明細如下：	總規劃費明細如下：	015					1000803	BGT
07102		101	07102	2	317602002	A05	總規劃費明細如下：	總規劃費明細如下：	017					1000803	BGT
07102		101	07102	2	317602002	A06	總規劃費明細如下：	總規劃費明細如下：	013					1000803	BGT
12120		101	12120	2	457102003		辦公環境整修工程							1000403	BGT
12101		101	12101	1	450301005	009	社區心理衛生中心服務計畫	社區心理衛生中心服務計畫						1000211	BGT
12101		101	12101	1	430801004	001	精神復健機構服務品質提昇計畫	精神復健機構服務品質提昇計畫			05010402	001		1000512	BGT
12101		101	12101	1	450301005	002	家庭暴力暨性侵害防制工作計畫	家庭暴力暨性侵害防制工作計畫			12010101	001		1000512	BGT
12101		101	12101	1	450301005	003	校園心理健康促進工作實施計畫	校園心理健康促進工作實施計畫			12010102	001		1000512	BGT
12101		101	12101	1	430801003	004	積極建構長期照顧資源，以因應快速老化社會所需。	積極建構長期照顧資源，以因應快速老化社會			05010105	001		1000808	BGT
12101		101	12101	1	450601002	005	保健暨醫療市場之考察及觀摩				01010403	001		1001230	BGT
12101		101	12101	1	430801002	006	臺北市民健康生活照護服務	臺北市民健康生活照護服務			02010301	001		1000809	BGT
12101		101	12101	1	430801002	007	公開哺乳權				04010101	001		1000512	BGT
12101		101	12101	1	430801002	008	老人社區照顧以及醫療服務				04010109	001		1000808	BGT
12101		101	12101	1	450501002	009	建立健康的生活型態，維持健康體能				12010601	001		1000808	BGT
12101		101	12101	1	450501003	010	提升婦女子宮頸癌、乳癌、大腸直腸癌及口腔癌高危險群等四大癌症篩檢率	提升婦女子宮頸癌、乳癌、大腸直腸癌及口腔			12010601	002		1000809	BGT
02107		101	02107	1	120203002	002	行政管理知識網功能擴增服務費	行政管理知識網功能擴增服務費						1000509	BGT
02107		101	02107	2	127104004	006	本府網站服務整合性網站及無線入口共通平台規劃開發與推動服務費(整合性網站平台)	本府網站服務整合性網站及無線入口共通平台						1000510	BGT
02107		101	02107	2	127104004	011	本府影音平台開發建置費、軟硬體設備費、維護暨功能擴增	本府影音平台開發建置費、軟硬體設備費、維						1000510	BGT
02107		101	02107	1	120202002	007	本府地理資訊系統圖資共同性平台維護暨功能擴增服務費	本府地理資訊系統圖資共同性平台維護暨功能			02010503	002		1010102	BGT
02107		101	02107	1	120202002	009	城市導覽服務系統維護暨功能擴增服務費	城市導覽服務系統維護暨功能擴增服務費			02010504	001		1010102	BGT
02121		101	02121	1	132801008		新移民生活適應業務及各類研習課程	新移民生活適應業務及各類研習課程			04010101	001	市政白皮書。	1000502	BGT
02122		101	02122	2	137102005		新仁區民活動中心興建工程	新仁區民活動中心興建工程						1000413	BGT
02122		101	02122	2	517701002		巷弄綠美化維護工程	巷弄綠美化維護工程			07010502	001		1000503	BGT
06105		101	06105	2	317704001	005	本市登山步道石材鋪面青苔改善評估	本市登山步道石材鋪面青苔改善評估						1000426	BGT
06105		101	06105	2	317704001	001	登山步道改善及維護工程規劃設計	登山步道改善及維護工程規劃設計					針對本市老舊步道相關休閒遊憩設施損壞及新建之部分，辦理先期調查規劃設計，俾憑辦理102年度之更新改善工程。	1000805	BGT
06105		101	06105	2	317704002	001	休閒遊憩設施緊急處理工程(單價發包)	休閒遊憩設施緊急處理工程(單價發包)	001				因應本市風景區及碧山、貴子坑兩露營場相關設施平時及颱風豪雨緊急搶災之必要，使能立即處理崩落堆積的土石，設置警告標誌，以維護風景區及露營場服務品質。	1000805	BGT
05112		101	05112	2	227102007	064	長安分館館舍整修工程	長安分館館舍整修工程	086				(館舍全面空間改造及窗戶整修)	1000310	BGT
05112		101	05112	2	227102007	066	柳鄉民眾閱覽室廁所整修工程	柳鄉民眾閱覽室廁所整修工程	088				(無障礙廁所)	1000822	BGT
05112		101	05112	2	227102007	070	龍華民眾閱覽室館舍整修工程	龍華民眾閱覽室館舍整修工程	090				(地坪及天花板整修)	1000822	BGT
11121		101	11101	1	710101007		電腦訓練費	電腦訓練費			12010301	001	市政白皮書	1000804	BGT
11122		101	11101	2	717102000	003	分局電梯汰換工程	分局電梯汰換工程							
07103		101	07103	2	337501003	007	路平專案與管線工程統合機制之評量與分析	路平專案與管線工程統合機制之評量與分析	011	1				1000802	BGT
07102		101	07102	2	317602001	221	臺北市抽水站第二及三分區暨總一管理中心自動化監控系統建置工程	臺北市抽水站第二及三分區暨總一管理中心自	035	1				1001229	BGT
07104		101	07104	2	517701001	112	士林官邸公園整體委託規劃案	士林官邸公園整體委託規劃案			07010501	022		1000429	BGT
07104		101	07104	2	517701001	113	南港58號公園擴建工程(含補償費301,000元)	南港58號公園擴建工程(含補償費301,000元)			07010501	023		1000429	BGT
07104		101	07104	2	517701001	114	士林78號綠地新建工程	士林78號綠地新建工程			07010501	024		1000429	BGT
07104		101	07104	2	517701001	115	內湖117號綠地新建工程(含補償費1,036,000元)	內湖117號綠地新建工程(含補償費1,036,000			07010501	025		1000429	BGT
07104		101	07104	2	517701001	116	大安410號公園新建工程委託規劃設計監造案	大安410號公園新建工程委託規劃設計監造案			07010501	026		1000429	BGT
07104		101	07104	2	517701001	117	北投241號公園新建工程委託規劃設計監造案	北投241號公園新建工程委託規劃設計監造案			07010501	027		1000429	BGT
07104		101	07104	2	517701001	118	萬華372號公園新建工程(含補償費100,000元)	萬華372號公園新建工程(含補償費100,000元)			07010501	028		1000429	BGT
07104		101	07104	2	517701001	119	南港56號公園新建工程(含補償費6,742,000元)	南港56號公園新建工程(含補償費6,742,000元			07010501	029		1000429	BGT
07104		101	07104	2	517701001	120	北投241號公園新建工程(含補償費1,186,000元)	北投241號公園新建工程(含補償費1,186,000			07010501	017		1000429	BGT
03101		101	03101	1	130601002	001	生育獎勵金	生育獎勵金			03010501	001		1000506	BGT
03101		101	03101	1	130601004	001	同志公民運動	同志公民運動			04010102	001		1000506	BGT
03101		101	03101	1	130601005	001	辦理新移民生活適應輔導	辦理新移民生活適應輔導			04010105	001		1000504	BGT
03101		101	03101	1	220401006	001	臺北燈節	臺北燈節						1000618	BGT
03101		101	03101	1	220401006	002	辦理各項慶典活動	辦理各項慶典活動						1000618	BGT
03102		101	03102	1	220202002	001	孔廟行銷活動經費	孔廟行銷活動經費			09010203	001		1000513	BGT
03103		101	03103	1	220501002	012	設置規劃行政	設置規劃行政						1000508	BGT
03103		101	03103	1	220301002	010	埋葬督導	埋葬督導						1000508	BGT
03103		101	03103	2	227102023	023	墓區整理遷置工程(景美第12、內湖2甲及松山第3公墓)	墓區整理遷置工程(景美第12、內湖2甲及松3)		2	05010603	001	總工程經費186,271,330元，100、101及102年度共計編列151,771,530元，餘34,499,800元不再編列。	1000730	BGT
11122		101	11101	1	710101007	001	電腦訓練費	電腦訓練費			12010301	001	市政白皮書計畫	1000804	BGT
11122		101	11101	1	710202002	002	員警游泳訓練及檢測入場費	員警游泳訓練及檢測入場費			12010301	002	市政白皮書計畫	1000804	BGT
11123		101	11101	1	710101005	001	本市錄影監視系統各派出所機房電費	本市錄影監視系統各派出所機房電費			02010401	001	市政白皮書計畫	1000324	BGT
11123		101	11101	1	710202002	001	員警游泳訓練及檢測入場費	員警游泳訓練及檢測入場費			12010301	002	市政白皮書計畫	1000804	BGT
11123		101	11101	1	710101007	001	電腦訓練費	電腦訓練費			12010301	001	市政白皮書計畫	1000804	BGT
11124		101	11101	1	710101005	001	本市錄影監視系統建置案	本市錄影監視系統建置案			02010401	001	市政白皮書計畫	1000804	BGT
11124		101	11101	1	710202002	002	員警教育訓練-術科訓練	員警教育訓練-術科訓練			12010301	002	市政白皮書	1000804	BGT
11124		101	11101	1	710202002	003	員警教育訓練-學科講習	員警教育訓練-學科講習			12010301	001	市政白皮書	1000804	BGT
11125		101	11101	1	710101005	001	本市錄影監視系統各派出所機房電費	本市錄影監視系統各派出所機房電費			02010401	001	市政白皮書計畫	1000407	BGT
11125		101	11101	1	710202002	002	員警游泳訓練及檢測入場費	員警游泳訓練及檢測入場費			12010301	002	市政白皮書計畫	1000804	BGT
11125		101	11101	1	710101007	001	電腦訓練費	電腦訓練費			12010301	001	市政白皮書計畫	1000804	BGT
11126		101	11101	1	710101005		本市錄影監視系統建置案	本市錄影監視系統建置案			02010401	001	市政白皮書計畫	1000509	BGT
11126		101	11101	1	710202002		員警教育訓練-學科講習	員警教育訓練-學科講習			12010301	001	市政白皮書計畫	1000810	BGT
11126		101	11101	1	710202002	001	員警教育訓練-術科訓練	員警教育訓練-術科訓練			12010301	002	市政白皮書計畫	1000804	BGT
11127		101	11101	1	710101005	001	本市錄影監視系統各派出所機房電費	本市錄影監視系統各派出所機房電費			02010401	001	市政白皮書	1000804	BGT
11127		101	11101	1	710202002	001	游泳訓練、檢測場地入場費	游泳訓練、檢測場地入場費			12010301	002	市政白皮書	1000804	BGT
11127		101	11101	1	710101007	001	電腦訓練費	電腦訓練費			12010301	001	市政白皮書	1000804	BGT
11128		101	11101	1	710101005	002	本市錄影監視系統建置案	本市錄影監視系統建置案			02010401	001	市政白皮書計畫	1000804	BGT
11128		101	11101	1	710101004	001	     員警健康檢查經費	     員警健康檢查經費					市政白皮書計畫	1000321	BGT
11128		101	11101	1	710101007		員警教育訓練-學科講習	員警教育訓練-學科講習			12010301	001	市政白皮書計畫	1000804	BGT
11128		101	11101	1	710202002	002	員警教育訓練-術科訓練				12010301	002	市政白皮書計畫	1000804	BGT
11129		101	11101	1	710101005	001	本市錄影監視系統各派出所機房電費	本市錄影監視系統各派出所機房電費			02010401	001	市政白皮書計畫	1000330	BGT
11129		101	11101	1	710101007	001	電腦訓練費	電腦訓練費			12010301	001	市政白皮書計畫	1000805	BGT
11129		101	11101	1	710202002	002	員警游泳訓練及檢測入場費	員警游泳訓練及檢測入場費			12010301	002	市政白皮書計畫	1000805	BGT
14103		101	14103	1	320203003	003	優良公寓大廈管理維護評選活動經費	優良公寓大廈管理維護評選活動經費						1000406	BGT
14103		101	14103	1	320203003	001	廣告物違規使用清查取締及拆除費用	廣告物違規使用清查取締及拆除費用			06010802	001		1000413	BGT
14103		101	14103	2	327102001	001	97-99臺北市騎樓整平第5期工程	97-99臺北市騎樓整平第5期工程			04010111	001		1000406	BGT
09101		101	09101	2	437102025		北投區奇岩段老人福利綜合大樓新建工程	北投區奇岩段老人福利綜合大樓新建工程						1000816	BGT
09101		101	09101	2	437102051		中正區南海段社會福利綜合大樓新建工程	中正區南海段社會福利綜合大樓新建工程		1				1001228	BGT
09101		101	09101	1	430901001	092	充實社工人力配置及進用計畫	充實社工人力配置及進用計畫			05010304	003		1000805	BGT
06105		101	06105	2	317704002	003	露營場設施改善及維護工程(分期辦理)	露營場設施改善及維護工程(分期辦理)	003				整建本市碧山、貴子坑兩露營場相關設施，以維護露營場服務品質。	1000805	BGT
02102		101	02102	2	127102005	001	 中央監控設備更新工程	 中央監控設備更新工程		2				1000302	BGT
02102		101	02102	2	127102005	A01	工程總經費明細如下：	工程總經費明細如下：		2				1000712	BGT
02105		101	02105	1	120401008	001	廉政肅貪中心及工作會報	廉政肅貪中心及工作會報						1000506	BGT
02108		101	02108	1	120701002	001	服務24小時不打烊─1999手語視訊系統熱線	話務管理			02010202	001		1000415	BGT
02109		101	02109	2	127102001		松德大樓耐震力補強工程	松德大樓耐震力補強工程		1			本案係101至102年連續性工程，總程費5,362萬4,000元，101年編列委託技術服務費388萬5,000元，102年編列施工費4,838萬元及工程管理費135萬9,000元，由各進駐機關依比例分攤。本會依分攤比例編列：101年度編列委託技術服務費10,101元，102年編列施工費及工程管理費129,321元。	1000822	BGT
02110		101	02110	1	120401002	001	製作消保教育宣導品	製作消保教育宣導品			04010106	001		1000817	BGT
02110		101	02110	1	120401004	002	主辦或合辦消保研討會、講習會	主辦或合辦消保研討會、講習會			04010106	002		1000817	BGT
02110		101	02110	1	120401004	003	印製各類消費者保護文宣	印製各類消費者保護文宣			04010106	003		1000817	BGT
02110		101	02110	1	120401004	004	辦理消費者保護宣導推廣等活動	辦理消費者保護宣導推廣等活動			04010106	004		1000817	BGT
02110		101	02110	1	120401004	005	印製臺北市消費者手冊	印製臺北市消費者手冊			04010106	005		1000817	BGT
02107		101	02107	1	120202002	001	資料庫資訊建置檢索及使用費	資料庫資訊建置檢索及使用費						1000509	BGT
02107		101	02107	1	120201002	001	辦理資訊業務研討會費	辦理資訊業務研討會費						1000509	BGT
02107		101	02107	1	120202002	002	市政便民服務簡訊通訊費	市政便民服務簡訊通訊費						1000509	BGT
02107		101	02107	1	120202002	003	市民健康生活照護服務及通訊設備委託服務費	市民健康生活照護服務及通訊設備委託服務費			02010301	001		1000509	BGT
02107		101	02107	1	120202002	004	市民健康生活照護服務網路通訊費	市民健康生活照護服務網路通訊費			02010301	002		1000509	BGT
02107		101	02107	1	120202002	005	市民e點通網站維護費暨功能擴增服務費	市民e點通網站維護費暨功能擴增服務費			02010601	001		1000512	BGT
02107		101	02107	1	120203002	001	行政管理知識網維護服務費	行政管理知識網維護服務費						1000509	BGT
05112		101	05112	2	227102007	071	萬興分館防焰地毯汰換工程	萬興分館防焰地毯汰換工程	091					1000310	BGT
05112		101	05112	2	227102007	072	萬華分館天花板及牆面整修工程	萬華分館天花板及牆面整修工程	092					1000310	BGT
02123		101	02123	1	132801008		新移民生活適應業務及各類研習課程	新移民生活適應業務及各類研習課程			04010105	001		1000429	BGT
02124		101	02124	2	137104001		電話主機系統資本租賃	電話主機系統資本租賃		2			97-104年連續性資本租賃	1000805	BGT
02124		101	02124	2	517701029		巷弄綠美化維護工程	巷弄綠美化維護工程			07010502	001		1000422	BGT
02124		101	02124	1	132801006	001	新移民生活適應業務及各類研習課程	新移民生活適應業務及各類研習課程			04010105	001		1000422	BGT
07103		101	07103	2	337501001	A01	總工程費明細如下：	總工程費明細如下：	009	1				1000726	BGT
07103		101	07103	2	337501001	A02	總工程費明細如下：	總工程費明細如下：	017	1				1000726	BGT
07103		101	07103	2	337501001	A03	總工程費明細如下：	總工程費明細如下：	011	1				1000726	BGT
07103		101	07103	2	337501001	A04	總工程費明細如下：	總工程費明細如下：	015	1				1000726	BGT
07103		101	07103	2	337501001	A05	總工程費明細如下：	總工程費明細如下：	013	1				1000726	BGT
07103		101	07103	2	337501002	A01	總工程費明細如下：	總工程費明細如下：	008	1				1000726	BGT
07103		101	07103	2	337501002	A02	總工程費明細如下：	總工程費明細如下：	006	1				1000802	BGT
07103		101	07103	2	337501002	A03	總工程費明細如下：	總工程費明細如下：	004	1				1000802	BGT
07103		101	07103	2	337501003	A01	總技術服務費明細如下：	總技術服務費明細如下：	009	1				1000808	BGT
07103		101	07103	2	337501003	A02	總技術服務費明細如下：	總技術服務費明細如下：	003	1				1000808	BGT
07103		101	07103	2	337501003	A03	總技術服務費明細如下：	總技術服務費明細如下：	005	1				1000808	BGT
07103		101	07103	2	337501003	A04	總規劃費明細如下：	總規劃費明細如下：	007	1				1000802	BGT
07103		101	07103	2	337501003	A05	總技術服務費明細如下：	總技術服務費明細如下：	007	1				1000808	BGT
07103		101	07103	2	337501002	A04	總工程費明細如下：	總工程費明細如下：		1				1000802	BGT
07103		101	07103	2	337501001	014	中正善導寺西北側道路新築工程	中正善島寺西北側道路新築工程	021	1				1001223	BGT
07103		101	07103	2	337501001	015	大同民權西路225巷北側道路拓寬工程	大同民權西路225巷北側道路拓寬工程		1				1000802	BGT
07103		101	07103	2	337501001	017	士林86號道路新築工程	士林86號道路新築工程	023	1				1001223	BGT
07103		101	07103	2	337501001	018	內湖內湖路1段667巷中段道路拓寬工程	內湖內湖路1段667巷中段道路拓寬工程	025	1				1000805	BGT
18111		101	18111	1	340301030	001					06010503	001		1000512	BGT
18111		101	18111	1	340302020	001					01010403	001		1000510	BGT
18111		101	18111	1	340302020	002					02010103	001		1000510	BGT
18111		101	18111	1	340302020	003					02010103	002		1000816	BGT
05112		101	05112	2	227102007	068	景新分館活動隔間整修工程	景新分館活動隔間整修工程	089					1000310	BGT
18111		101	18111	1	340302020	004					02010103	003		1000510	BGT
18111		101	18111	1	340303020	001					09010306	001		1000816	BGT
