times	borg	recid	yearno	orgno	itemno	dno	workid	obj	seqno	statcd	workname	budget	lastbudget	unit	quantity	unitprice	price	newitem	pageno	notes	src	bybase
1	02101	46	100	02101	1	130401002		0214	001	240	　　　按日按件計資酬金	-12000	0	人次	-6	2,000	-12000	0	2-1-10	外聘專家學者出席專案會議，年度訪評工作及重要防救災等會議出席費。	0200010501	災防
1	02101	49	100	02101	1	130401002		0215	001	250	　　　物品及材料	-300000	0	年	-1	300,000	-300000	0	2-1-10	各類防災資料及宣導品等費用。	0200010501	災防
1	02101	51	100	02101	1	130401002		0225	001	283	　　　國內旅費	-7750	0	天	-5	1,550	-7750	0	2-1-10	市外出差旅費。	0200010501	災防
1	02107	3	100	02107	1	123901000		0230	001	289	　　　資訊服務費	2599888	0	年	1	2,599,888	2599888	0	2-7-7	市政公共服務網路宣導委託服務案。	0200070501	電腦
1	02112	5	100	02112	1	133902001		0220	001	272	　　　一般事務費	40000	0	年	1	40,000	40000	0	2-12-21	辦理原住民技術士獎勵金業務所需文具等費用。	0200120801	一般
1	02112	13	100	02112	1	133902002		0414	001	440	　　　其他補助及捐助	300000	0	年	1	300,000	300000	0	2-12-21	補助臺北市原住民族部落大學教師研習活動等費用。	0200120801	一般
1	02112	21	100	02112	1	133902003		0220	001	272	　　　一般事務費	15000	0	年	1	15,000	15000	0	2-12-21	辦理業務所需雜支。	0200120801	一般
1	02112	25	100	02112	1	133902003		0401	001	402	　　　對國內團體之捐助	1561600	0	年	1	1,561,600	1561600	0	2-12-22	補助民間團體辦理原住民家庭暨婦女服務中心業務。	0200120801	一般
1	02112	32	100	02112	1	133902004		0204	001	209	　　　通訊費	14400	0	人、月	2x12	600	14400	0	2-12-22	辦理人力訪查、就業服務宣導等業務所需通訊費用。	0200120801	一般
1	02112	35	100	02112	1	133902004		0210	001	229	　　　油料	72000	0	人、月	2x12	3,000	72000	0	2-12-22	外勤油料費。	0200120801	一般
1	02112	37	100	02112	1	133902004		0215	001	250	　　　物品及材料	40922	0	人、年	2x1	20,461	40922	0	2-12-22	辦理就業服務業務所需文具用品。	0200120801	一般
1	02112	39	100	02112	1	133902004		0220	001	272	　　　一般事務費	186400	0	年	1	186,400	186400	0	2-12-22	辦理人力訪查、就業服務宣導活動費。	0200120801	一般
1	02112	41	100	02112	1	133902004		0225	001	283	　　　國內旅費	60000	0	人、月	2x12	2,500	60000	0	2-12-22	國內市外出差旅費。	0200120801	一般
1	02112	43	100	02112	1	133902004		0232	001	292	　　　臨時人員酬金	833278	0	年	1	833,278	833278	0	2-12-22	原住民就業服務臨時人員2人酬金。	0200120801	一般
1	02112	50	100	02112	1	133902005		0232	001	292	　　　臨時人員酬金	892800	0	年	1	892,800	892800	0	2-12-22	凱達格蘭文化館策展規劃及解說臨時人員2名酬金。	0200120801	一般
1	02112	58	100	02112	1	133902006		0220	001	272	　　　一般事務費	680000	0	年	1	680,000	680000	0	2-12-23	國宅出租業務費及推動原住民社區婦女工作坊費用。	0200120801	一般
1	02112	61	100	02112	1	133902006		0232	001	292	　　　臨時人員酬金	445500	0	年	1	445,500	445500	0	2-12-23	原住民住宅輔導工作臨時人員酬金。	0200120801	一般
1	02112	68	100	02112	1	133902007		0214	001	242	　　　按日按件計資酬金	800000	0	節	1000	800	800000	0	2-12-23	臺北市部落社區大學講師鐘點費。	0200120801	一般
1	02112	70	100	02112	1	133902007		0220	001	272	　　　一般事務費	710000	0	年	1	710,000	710000	0	2-12-23	辦理臺北市部落社區大學成果展及部落遊學文化採集。	0200120801	一般
1	02112	78	100	02112	1	133902008		0214	001	242	　　　按日按件計資酬金	600000	0	節	750	800	600000	0	2-12-23	原住民族語言推廣師資鐘點費。	0200120801	一般
1	02112	81	100	02112	1	133902008		0220	001	272	　　　　	0	0	年	1	1,000,000	1000000	0	2-12-23	原住民語言學習、推展及活動經費。	0200120801	一般
1	02112	83	100	02112	1	133902008		0220	002	272	　　　　	0	0	年	1	850,000	850000	0	2-12-23	辦理原住民文化慶典系列活動及其他配套措施。	0200120801	一般
1	02112	86	100	02112	1	133902008		0220	003	272	　　　　	0	0	年	1	200,000	200000	0	2-12-23	辦理推動文化館展示、收藏、教育訓練、藝文展演活動經費。	0200120801	一般
1	02112	89	100	02112	1	133902008		0220	004	272	　　　　	0	0	年	1	700,000	700000	0	2-12-24	輔導原住民參加職業技能訓練與就業服務，提升專業技術及就業競爭力。	0200120801	一般
1	02112	92	100	02112	1	133902008		0220	005	272	　　　　	0	0	年	1	940,000	940000	0	2-12-24	辦理原住民產業發展及推廣行銷活動。	0200120801	一般
1	02112	94	100	02112	1	133902008		0220	006	272	　　　　	0	0	年	1	462,000	462000	0	2-12-24	辦理原住民婦女溝通平台及原住民人民、團體溝通平台等費用。	0200120801	一般
