borg	bgtyy	srcid	endyy	srcna	srcbr	prep	src0	src1	src12	src2	src3	src4	psrc4	org	cona	sysdat	usno
02123	101	137501004	092	忠孝東路3段251巷1、2弄道路工程	忠孝東路3段251巷1、2弄道路工程	1	3	005	005	04	01					0970805	
02123	101	137501005	092	建國南路2段11、25巷道路工程	建國南路2段11、25巷道路工程	1	3	005	005	04	01					0970805	
02123	101	137102020	092	本所8、9樓廁所冀茶水間整修工程	本所8、9樓廁所冀茶水間整修工	1	3	005	005	03	01					1000511	BGT
02123	101	137102021	093	合署辦公大樓各項修繕工程	合署辦公大樓各項修繕工程	1	3	005	005	03	01					1000511	BGT
02123	101	137102022	098	行政中心停車場管理系統汰換工程	行政中心停車場管理系統汰換工	1	3	005	005	03	01					1000511	BGT
02123	101	137102023	100	光信區民活動中心無障礙設施改善工程設計監造	光信區民活動中心無障礙設施改造	1	3	005	005	03	01					1000511	BGT
02123	101	137102024	100	光信區民活動中心耐震評估費用	光信區民活動中心耐震評估費用	1	3	005	005	03	01					1000511	BGT
02123	101	137102025	100	民活動中心無障礙廁所改善工程	民活動中心無障礙廁所改善工程	1	3	005	005	03	01					1000511	BGT
02124	101	137500000	092	道路橋樑工程	道路橋樑工程	1	3	006	006	04						1000408	BGT
02124	101	137501000	092	道路及橋樑工程	道路及橋樑工程	1	3	006	006	04	01					0970804	
02124	101	137501001	092	大直里大直街20巷	大直里大直街20巷	1	3	006	006	04	01					0970804	
02124	101	137501002	092	長安東路一段30巷	長安東路一段30巷	1	3	006	006	04	01					0970804	
02124	101	137501003	092	中山北路二段11巷	中山北路二段11巷	1	3	006	006	04	01					0970804	
02124	101	137501004	092	興亞里松江路90巷	興亞里松江路90巷	1	3	006	006	04	01					0970804	
02124	101	137501005	092	鄰里維護工程	鄰里維護工程	1	3	006	006	04	01					0970804	
02124	101	137501006	092	優質生活環境改造	優質生活環境改造	1	3	006	006	04	01					0970804	
02124	101	137501010	092	鄰里工程維護	鄰里工程維護	1	3	006	006	04	01					0970804	
02124	101	137102034	091	金泰區民活動中心無障礙設施改善工程	金泰區民活動中心無障礙設施改	1	3	006	006	03	01					1000408	BGT
02124	101	137102035	091	行政中心地下2樓停車場油漆粉刷工程	行政中心地下2樓停車場油漆粉刷	1	3	006	006	03	01					1000415	BGT
02124	101	137102036	091	區民活動中心牆面粉刷工程	區民活動中心牆面粉刷工程	1	3	006	006	03	01					1000415	BGT
02124	101	137102039	091	松花區民活動中心無障礙設施改善工程	松花區民活動中心無障礙設施改善	1	3	006	006	03	01					1000415	BGT
02124	101	137102038	091	林森區民活動中心無障礙設施改善工程	林森區民活動中心無障礙設施改善	1	3	006	006	03	01					1000415	BGT
02124	101	137102037	091	崇實區民活動中心無障礙設施改善工程	崇實區民活動中心無障礙設施改善	1	3	006	006	03	01					1000415	BGT
02125	101	137500000	092	道路橋樑工程	道路橋樑工程	1	3	007	007	04						0990622	BGT
02125	101	137501000	092	道路及橋樑工程	道路及橋樑工程	1	3	007	007	04	01					0970805	
02125	101	137501001	092	鄰里工程維護	鄰里工程維護	1	3	007	007	04	01					1000419	BGT
02125	101	137103000	092	交通及運輸設備	交通及運輸設備	1	3	007	007	03	02					0980727	BGT
02125	101	137103001	092	汰換車輛	汰換車輛	1	3	007	007	03	02					1000419	BGT
02126	101	137500000	092	道路橋樑工程	道路橋樑工程	1	3	008	008	04						1000514	BGT
02126	101	137501000	092	道路及橋樑工程	道路及橋樑工程	1	3	008	008	04	01					0970808	
02126	101	137501002	092	鄰里工程維護費	鄰里工程維護費	1	3	008	008	04	01					0970808	
02126	101	137102021	092	行政中心公共區域裝設監視器工程	行政中心公共區域裝設監視器工程	1	3	008	008	03	01					1000514	BGT
02126	101	137102022	092	汰換2樓市民運動休閒中心燈具	汰換2樓市民運動休閒中心燈具	1	3	008	008	03	01					1000503	BGT
02126	101	517701009	092	里鄰建設服務補助經費	里鄰建設服務補助經費	1	16	006	006	05	01					1000509	BGT
02126	101	137102023	101	區民活動中心無障礙設施整修工程	區民活動中心無障礙設施整修工程	1	3	008	008	03	01					1000519	BGT
02126	101	137103001	101	運輸設備費	運輸設備費	1	3	008	008	03	03					1000516	BGT
02127	101	137500000	092	道路橋樑工程	道路橋樑工程	1	3	009	009	04						1000407	BGT
02127	101	137501000	092	道路及橋樑工程	道路及橋樑工程	1	3	009	009	04	01					0970805	
02127	101	137501001	092	鄰里維護工程	鄰里維護工程	1	3	009	009	04	01					0970805	
02127	101	137501002	092	長順街89巷等巷道工程	長順街89巷等巷道工程	1	3	009	009	04	01					0970805	
02127	101	137501003	094	青年路168巷及43弄等巷道工程	青年路168巷及43弄等巷道工程	1	3	009	009	04	01					0970805	
02127	101	517701006	092	公有簡易綠化空地維護工程	公有簡易綠化空地維護工程	1	16	007	007	05	01					1000329	BGT
02127	101	137102022	097	行政大樓高低壓設備電容器更新暨緊急發電機維修工程	行政大樓高低壓設備電容器更新暨	1	3	009	009	03	01		002			1000511	BGT
02127	101	137102023	097	行政大樓給排水設備整浚工程分攤款	行政大樓給排水設備整浚工程分攤	1	3	009	009	03	01		003			1000329	BGT
02127	101	137102024	097	雙園超市大樓建物耐震評估分攤款	雙園超市大樓建物耐震評估分攤款	1	3	009	009	03	01		004			1000420	BGT
02127	101	137102025	097	戒菸輔導區建置工程	戒菸輔導區建置工程	1	3	009	009	03	01					1000628	BGT
02128	101	137500000	092	道路橋樑工程	道路橋樑工程	1	3	010	010	04						1000305	BGT
02128	101	137501000	092	道路及橋樑工程	道路及橋樑工程	1	3	010	010	04	01					0980805	BGT
02128	101	137102110	100	行政中心10樓大禮堂整修工程	行政中心10樓大禮堂整修工程	1	3	010	010	03	01		013			1000304	BGT
02128	101	137102111	100	行政中心建築物耐震評估分攤款	行政中心建築物耐震評估分攤款	1	3	010	010	03	01		002			1000304	BGT
02128	101	137102112	100	木柵市場大樓頂樓防水工程分攤款	木柵市場大樓頂樓防水工程分攤款	1	3	010	010	03	01		009			1000304	BGT
02128	101	137501010	092	鄰里維護工程	鄰里維護工程	1	3	010	010	04	01					1000305	BGT
02128	101	517701060	100	巷弄綠美化維護工程	巷弄綠美化維護工程	1	16	008	008	05	01					1000305	BGT
02128	101	137102113	100	木新市場大樓建築物耐震評估分攤款	木新市場大樓建築物耐震評估分攤	1	3	010	010	03	01		003			1000506	BGT
02128	101	137102114	100	木柵市場大樓建築物耐震評估分攤款	木柵市場大樓建築物耐震評估分攤	1	3	010	010	03	01		004			1000506	BGT
02128	101	137102115	100	萬芳活動中心國民住宅社區建築物耐震評估分攤款	萬芳活動中心建築物耐震評估分攤	1	3	010	010	03	01		006			1000514	BGT
02128	101	137102116	100	萬興市場大樓建築物耐震評估分攤款	萬興市場大樓建築物耐震評估分攤	1	3	010	010	03	01		007			1000506	BGT
02128	101	137102117	100	景新大樓外牆圓弧結構工程分攤款	景新大樓外牆圓弧結構工程分攤款	1	3	010	010	03	01		011			1000514	BGT
02128	101	137102118	100	木新市場大樓頂樓防水工程	木新市場大樓頂樓防水工程	1	3	010	010	03	01		012			1000511	BGT
02128	101	137102119	100	木新區民活動中心修建工程	木新區民活動中心修建工程	1	3	010	010	03	01		015			1000514	BGT
02128	101	137102120	100	實踐區民活動中心建築物耐震評估	實踐區民活動中心建築物耐震評估	1	3	010	010	03	01		008			1000310	BGT
02128	101	137102121	100	實踐等區民活動中心油漆粉刷工程	實踐等區民活動中心油漆粉刷工程	1	3	010	010	03	01		014			1000511	BGT
02128	101	137102122	100	萬芳區民活動中心辦公室整修工程	萬芳區民活動中心辦公室整修工程	1	3	010	010	03	01		016			1000509	BGT
02128	101	137102123	100	忠順超市大樓建築物耐震評估分攤款	忠順超市大樓建築物耐震評估分攤	1	3	010	010	03	01		005			1000509	BGT
02128	101	137102124	100	文山區公所節能績效保證專案計畫照明設備改善工程	文山區公所節能績效保證專案計畫	1	3	010	010	03	01		017			1000520	BGT
02129	101	137500000	092	道路橋樑工程	道路橋樑工程	1	3	011	011	04						1000410	BGT
02129	101	137501000	092	道路及橋樑工程	道路及橋樑工程	1	3	011	011	04	01					0970805	
02129	101	137501001	092	鄰里維護工程	鄰里維護工程	1	3	011	011	04	01					0970805	
02129	101	137501002	092	產業道路維護工程	產業道路維護工程	1	3	011	011	04	01					0970805	
02129	101	137501003	092	研究院路二段12巷57弄排水溝工程	研究院路二段12巷57弄排水溝工程	1	3	011	011	04	01					0970805	
02129	101	137501004	092	研究院路二段182巷107弄排水溝工程	研究院路二段182巷107弄排水溝工	1	3	011	011	04	01					0970805	
02129	101	137501005	092	東新街80巷排水溝及路面工程	東新街80巷排水溝及路面工程	1	3	011	011	04	01					0970805	
02129	101	137102028	098	西新、東新、中研等區民活動中心漏水零星修繕工程	西新東新中研等區民活動中心漏水	1	3	011	011	03	01		003			1000404	BGT
02129	101	137102029	098	九如區民活動中心發電機更新工程	九如區民活動中心發電機更新工程	1	3	011	011	03	01		004			1000404	BGT
02129	101	137102030	098	行政大樓10樓禮堂整修工程	行政大樓10樓禮堂整修工程	1	3	011	011	03	01		005			1000404	BGT
02129	101	137102031	098	101年度成德市場建物耐震能力詳細評估調查	101年度成德市場建物耐震能力詳	1	3	011	011	03	01		006			1000415	BGT
02130	101	137500000	092	道路橋樑工程	道路橋樑工程	1	3	012	012	04						1000509	BGT
02130	101	137501000	092	道路及橋樑工程	道路及橋樑工程	1	3	012	012	04	01					0970805	
02130	101	137501020	092	金湖路326、347巷及附近工程	金湖路326、347巷及附近工程	1	3	012	012	04	01					0970805	
02130	101	137501024	092	鄰里維護工程	鄰里維護工程	1	3	012	012	04	01					0970805	
02130	101	137501025	092	農路維護工程	農路維護工程	1	3	012	012	04	01					0970805	
02130	101	137501026	092	山區側溝改善工程	山區側溝改善工程	1	3	012	012	04	01					0970805	
02130	101	137102040	092	湖元里省電照明燈具工程	湖元里省電照明燈具工程	1	3	012	012	03	01					0991108	BGT
02130	101	137102041	092	內湖行政大樓無障礙樓梯整修暨緊急照明設備工程分攤款	內湖行政大樓無障礙樓梯整修暨緊	1	3	012	012	03	01		002			1000309	BGT
02130	101	137102043	092	內湖行政大樓停車場管理設備工程分攤款	內湖行政大樓停車場管理設備工程	1	3	012	012	03	01		004			1000309	BGT
02130	101	137102044	092	內湖行政大樓廁所整修工程分攤款	內湖行政大樓廁所整修工程分攤款	1	3	012	012	03	01		009			1000506	BGT
02130	101	137102045	092	內湖行政大樓便民停車場暨兩側大門整修工程分攤款	內湖行政大樓便民停車場暨兩側大	1	3	012	012	03	01		010			1000506	BGT
02130	101	137102042	092	內湖行政大樓1樓箱型冷氣維修工程分攤款	內湖行政大樓1樓箱型冷氣維修工	1	3	012	012	03	01		003			1000506	BGT
02130	101	137102047	092	本所省電照明燈具工程	本所省電照明燈具工程	1	3	012	012	03	01		006			1000506	BGT
02130	101	137501027	092	鄰里維護工程	鄰里維護工程	1	3	012	012	04	01					1000506	BGT
02130	101	137102048	092	本所8樓整修工程	本所8樓整修工程	1	3	012	012	03	01		005			1000506	BGT
02130	101	137102049	092	石潭區民活動中心新建工程	石潭區民活動中心新建工程	1	3	012	012	03	01		007			1000506	BGT
02130	101	137102050	092	金龍等4座區民活動中心油漆粉刷工程	金龍等4座區民活動中心油漆粉刷	1	3	012	012	03	01		008			1000506	BGT
02130	101	137102051	092	本所5樓會議室(防災中心)影音系統更新工程	本所5樓會議室(防災中心)影音系	1	3	012	012	03	01		011			1000513	BGT
02131	101	137500000	092	道路橋樑工程	道路橋樑工程	1	3	013	013	04						0990621	BGT
02131	101	137501000	092	道路及橋樑工程	道路及橋樑工程	1	3	013	013	04	01					0970804	
02131	101	137501001	092	鄰里維護工程	鄰里維護工程	1	3	013	013	04	01					1000322	BGT
02131	101	137501002	092	農路維護工程	農路維護工程	1	3	013	013	04	01					0970804	
02131	101	137501003	092	其他道路維護工程	其他道路維護工程	1	3	013	013	04	01					0970804	
02131	101	137102020	092	天母市場合署大樓1樓平臺修繕工程分攤款	天母市場合署大樓修繕分攤款	1	3	013	013	03	01		001			1000303	BGT
02131	101	137102021	092	區民活動中心油漆及整修工程	區民活動中心油漆及整修工程	1	3	013	013	03	01		002			1000303	BGT
02131	101	137102022	092	行政中心電梯汰換工程	行政中心電梯汰換工程	1	3	013	013	03	01		003			1000303	BGT
02131	101	137102023	092	戒菸輔導區建置工程	戒菸輔導區建置工程	1	3	013	013	03	01		004			1000705	BGT
02131	101	137102024	092	士林區平等里平菁街93巷底試水井工程	士林區平等里平菁街93巷底試水井	1	3	013	013	03	01					1000303	BGT
02131	101	137102025	092	公民會館103展示室軌道燈裝設工程	公民會館軌道燈裝設工程	1	3	013	013	03	01		005			1000509	BGT
02132	101	137500000	092	道路橋樑工程	道路橋樑工程	1	3	014	014	04						1000415	BGT
02132	101	137501000	092	道路及橋樑工程	道路及橋樑工程	1	3	014	014	04	01					0970804	
02132	101	137501001	092	鄰里工程維護	鄰里工程維護	1	3	014	014	04	01		001			1000415	BGT
02132	101	137501002	092	產業道路維護工程	產業道路維護工程	1	3	014	014	04	01		002			0970804	
02132	101	137102045	101	湖田區民活動中心新建工程	湖田區民活動中心新建工程	1	3	014	014	03	01		002			1000323	BGT
02132	101	517701006	101	公園委外清潔	公園委外清潔	1	16	012	012	05	01					1000323	BGT
02132	101	137102046	101	稻香區民活動中心耐震詳細評估	稻香區民活動中心耐震詳細評估	1	3	014	014	03	01		003			1000421	BGT
02132	101	137104001	101	電話主機系統資本租賃	電話主機系統資本租賃	1	3	014	014	03	02					1000617	BGT
02113	101	227102006	097	客家文化會館屋頂假樑不銹鋼包樑施作工程	屋頂假梁不銹鋼包樑施作工程	1	6	002	002	04	01					1000512	BGT
02113	101	227102007	097	客家文化展示系統工程	客家文化展示系統工程	1	6	002	002	04	01					1000516	BGT
18112	101	220101030	092	會計業務	會計業務	1	6	020	020	01	01					0970808	
18112	101	220101040	092	人事業務	人事業務	1	6	020	020	01	01					0970808	
18112	101	220101050	092	資訊業務	資訊業務	1	6	020	020	01	01					0970808	
18112	101	220101060	092	因增加員額所增加業務	因增加員額所增加業務	1	6	020	020	01	01					0970808	
18112	101	220201010	092	人員維持費	人員維持費	1	6	020	020	02	01					0970808	
18112	101	220201020	092	一般節目及工務管理	一般節目及工務管理	1	6	020	020	02	01					0970808	
18112	101	220201030	092	音樂、文化性節目及相關活動	音樂、文化性節目及相關活動	1	6	020	020	02	01					0970808	
18112	101	227104010	092	因增加員額所增加業務	因增加員額所增加業務	1	6	020	020	03	02					0970808	
15101	100	223902008	096	100年度社區營造亮點計畫-社造文化小鎮	100年度社區營造亮點計畫-社造鎮	1	06	012	012	10	02					1000801	BGT
12120	101	450000000	092	醫療保健支出	醫療保健支出	1	15	011	011							0970808	
12120	101	450100000	092	一般行政	一般行政	1	15	011	011	01						0970808	
12120	101	450101000	092	行政管理	行政管理	1	15	011	011	01	01					0970808	
12120	101	450101001	092	人員維持費	人員維持費	1	15	011	011	01	01					0970808	
12120	101	450101002	092	一般業務	一般業務	1	15	011	011	01	01					0970808	
12120	101	450101003	092	會計業務	會計業務	1	15	011	011	01	01					0970808	
12120	101	450101004	092	人事業務	人事業務	1	15	011	011	01	01					0970808	
12120	101	452500000	092	衛生業務	衛生業務	1	15	011	011	02						0970808	
12120	101	452501000	092	公共衛生	公共衛生	1	15	011	011	02	01					0970808	
12120	101	452501001	092	人員維持費	人員維持費	1	15	011	011	02	01					0970808	
12120	101	452501002	092	保健業務	保健業務	1	15	011	011	02	01					0970808	
12120	101	452501003	092	衛生教育	衛生教育	1	15	011	011	02	01					0970808	
12120	101	452501004	092	家戶健康服務	家戶健康服務	1	15	011	011	02	01					0970808	
12120	101	452501005	092	營業衛生業務	營業衛生業務	1	15	011	011	02	01					0970808	
12120	101	452501006	092	醫政藥政業務	醫政藥政業務	1	15	011	011	02	01					0970808	
12120	101	457100000	092	建築及設備	建築及設備	1	15	011	011	03						0970808	
12120	101	457102000	092	營建工程	營建工程	1	15	011	011	03	01					0970808	
12120	101	457103000	092	交通及運輸設備	交通及運輸設備	1	15	011	011	03	02					0990324	BGT
12120	101	457104000	092	其他設備	其他設備	1	15	011	011	03	03					0990324	BGT
12120	101	457102001	097	內湖行政大樓男、女廁所整修更新工程分攤款	內湖行政大樓男、女廁所整修工	1	15	011	011	03	01					1000406	BGT
12120	101	457102002	097	內湖行政大樓停車場管理設備工程分攤款	內湖行政大樓停車場管理設備工程	1	15	011	011	03	01					1000713	BGT
12120	101	457102003	097	內湖行政大樓無障礙樓梯整修暨緊急照明設備工程分攤款	內湖行政大樓無障礙樓梯整修暨緊	1	15	011	011	03	01					1000403	BGT
12120	101	457102004	097	內湖行政大樓1樓箱型冷氣用設備更新工程分攤款	內湖行政大樓1樓箱型冷氣用設備	1	15	011	011	03	01					1000403	BGT
12120	101	457102005	097	內湖行政大樓便民停車場暨兩側大門整修更新工程分攤款	內湖行政大樓便民停車場暨兩側大	1	15	011	011	03	01					1000714	BGT
02112	101	133900000	092	接受補助業務支出	接受補助業務支出	1	3	002	002	08						0970812	
02112	101	133902000	095	接受中央各部會補助業務支出	接受中央各部會補助業務支出	1	3	002	002	08	01					0970812	
02122	101	137102013	092	正和區民活動中心無障礙設施設備改善工程	正和區民活動中心無障礙設施設	1	3	004	004	03	01					1000708	BGT
02123	101	137103000	094	交通及運輸設備	交通及運輸設備	1	3	005	005	03	02					1000804	BGT
02128	101	137102125	100	戒菸輔導區建置工程	戒菸輔導區建置工程	1	3	010	010	03	01					1000712	BGT
02130	101	133900000	100	接受補助業務支出	接受補助業務支出	1	3	012	012	07						0991108	BGT
02130	101	133902000	100	接受中央各部會補助業務支出	接受中央各部會補助業務支出	1	3	012	012	07	01					0991108	BGT
02130	101	133902001	100	內政部補助獎勵績優之鄉鎮市區調解委員會	內政部補助獎勵績優之鄉鎮市區調	1	3	012	012	07	01					0991108	BGT
05116	101	223901000	093	接受中央政府補助業務支出	接受中央政府補助業務支出	1	6	010	010	04	02					1010102	BGT
06101	101	318301000	092	接受中央政府補助建設支出	接受中央政府補助建設支出	1	7	001	001	14	02					1001219	BGT
03101	101	130000000	092	民政支出	民政支出	1	3	015	015							0970808	
03101	101	130100000	092	一般行政	一般行政	1	3	015	015	01						0970808	
03101	101	130101000	092	行政管理	行政管理	1	3	015	015	01	01					0970808	
03101	101	130101001	092	人員維持費	人員維持費	1	3	015	015	01	01					0970808	
03101	101	130101002	092	一般業務	一般業務	1	3	015	015	01	01					0970808	
03101	101	130101003	092	會計業務	會計業務	1	3	015	015	01	01					0970808	
03101	101	130101004	092	人事業務	人事業務	1	3	015	015	01	01					0970808	
03101	101	130101005	092	政風業務	政風業務	1	3	015	015	01	01					0970808	
03101	101	130101006	092	資訊業務	資訊業務	1	3	015	015	01	01					0990618	BGT
03101	101	130200000	092	區里行政	區里行政	1	3	015	015	02						0970808	
03101	101	130201000	092	區政監督及區里組織	區政監督及區里組織	1	3	015	015	02	01					0970808	
03101	101	130201001	092	人員維持費	人員維持費	1	3	015	015	02	01					0970808	
03101	101	130201002	092	區政業務監督	區政業務監督	1	3	015	015	02	01					0970808	
03101	101	130201003	092	區里組織及訓練	區里組織及訓練	1	3	015	015	02	01					0970808	
03101	101	130201004	092	災害防救	災害防救	1	3	015	015	02	01					0970808	
03101	101	130201005	092	市容查報業務	市容查報業務	1	3	015	015	02	01					0970808	
03101	101	130201006	092	區里發展座談會暨市長與民有約	區里發展座談會暨市長與民有約	1	3	015	015	02	01					0970808	
03101	101	130300000	092	自治業務	自治業務	1	3	015	015	03						0970808	
03101	101	130301000	092	推行自治行政暨基層建設	推行自治行政暨基層建設	1	3	015	015	03	01					0970808	
03101	101	130301001	092	人員維持費	人員維持費	1	3	015	015	03	01					0970808	
03101	101	130301002	092	區里自治行政業務	區里自治行政業務	1	3	015	015	03	01					0970808	
03101	101	130301003	092	公民養成訓練及友善里鄰工作	公民養成訓練及友善里鄰工作	1	3	015	015	03	01					0970808	
03101	101	130301004	092	里鄰生活環境認證工作	里鄰生活環境認證工作	1	3	015	015	03	01					0970808	
03101	101	130301005	092	區里建設業務	區里建設業務	1	3	015	015	03	01					0970808	
03101	101	130301006	092	社區環境改造計畫	社區環境改造計畫	1	3	015	015	03	01					0970808	
03101	101	130301007	092	鄰里活動公共空間補助	鄰里活動公共空間補助	1	3	015	015	03	01					0970808	
03101	101	130302000	092	民生社區中心管理	民生社區中心管理	1	3	015	015	03	02					0970808	
03101	101	130303000	092	選舉業務	選舉業務	1	3	015	015	03	03					0970808	
03101	101	130303001	092	第11屆里長選舉	第11屆里長選舉	1	3	015	015	03	03					0980415	BGT
03101	101	130303002	092	第11屆市議員選舉	第11屆市議員選舉	1	3	015	015	03	03					0980415	BGT
03101	101	130303003	092	第5屆市長選舉	第5屆市長選舉	1	3	015	015	03	03					0980415	BGT
03101	101	220000000	092	文化支出	文化支出	1	6	003	003							0980810	BGT
03101	101	220400000	092	禮俗宗教	禮俗宗教	1	6	003	003	04						0970808	
03101	101	220401000	092	禮俗宗教業務	禮俗宗教業務	1	6	003	003	04	01					0970808	
03101	101	220401001	092	人員維持費	人員維持費	1	6	003	003	04	01					0970808	
03101	101	220401002	092	宗教業務	宗教業務	1	6	003	003	04	01					0970808	
03101	101	220401003	092	調解業務	調解業務	1	6	003	003	04	01					0970808	
03101	101	220401004	091	改善民俗暨國民禮儀規範	改善民俗暨國民禮儀規範	1	6	003	003	04	01					0970808	
03101	101	220401005	091	客家文化保存	客家文化保存	1	6	003	003	04	01					0970808	
03101	101	220401006	091	各項節慶民俗祭典	各項節慶民俗祭典	1	6	003	003	04	01					0970808	
03101	101	220401007	091	推展基層藝文民俗表演活動	推展基層藝文民俗表演活動	1	6	003	003	04	01					0970808	
03101	101	220401008	091	非政府組織會館	非政府組織會館	1	6	003	003	04	01					0970808	
03101	101	220401009	091	同志公民運動	同志公民運動	1	6	003	003	04	01					0970808	
03101	101	220401010	091	林安泰古厝民俗文物館	林安泰古厝民俗文物館	1	6	003	003	04	01					0970808	
03101	101	137100000	092	建築及設備	建築及設備	1	3	015	015	07						0980729	BGT
03101	101	137104000	092	其他設備	其他設備	1	3	015	015	07	03					1000420	BGT
03101	101	137104001	092	雜項設備	雜項設備	1	3	001	001	06	02					0970806	
03101	101	137102000	092	營建工程	營建工程	1	3	015	015	07	01					0970808	
03101	101	137102001	092	社區環境改造工程	社區環境改造工程	1	3	015	015	07	01		001			0970808	
03101	101	134100000	092	第一預備金	第一預備金	2	3	015	015	08						0980729	BGT
03101	101	134101000	092	第一預備金	第一預備金	2	3	015	015	08	01					0970808	
03101	101	133200000	092	戶政業務	戶政業務	1	3	015	015	05						0970808	
03101	101	133201000	092	戶籍業務	戶籍業務	1	3	015	015	05	01					0970808	
03101	101	133201001	092	人員維持費	人員維持費	1	3	015	015	05	01					0970808	
03101	101	133201002	092	戶籍管理	戶籍管理	1	3	015	015	05	01					0970808	
03101	101	133201003	092	戶政事務所業務監督	戶政事務所業務監督	1	3	015	015	05	01					0970808	
03101	101	137104002	092	民生社區中心公共設備	民生社區中心公共設備	1	3	001	001	06	02					0970806	
03101	101	137102002	091	里鄰巷道導引工程	里鄰巷道導引工程	1	3	015	015	07	01					0970808	
03101	101	137102003	093	宗教廣場夜貌改造	宗教廣場夜貌改造	1	3	015	015	07	01					0970808	
03101	101	137102004	093	林安泰古厝民俗文物館整修工程	林安泰古厝民俗文物館整修工程	1	3	015	015	07	01					0970808	
