bgtyy	statcd	statna	obj	stdcd	sysdat	usno
101	441	對地方公職或民意代表候選人之公費補助	0414		0960523	BGT
101	442	對貧困之濟助	0406		0960523	BGT
101	501	應付債借款利息支出	0501		0960523	
101	502	債券發行與債款還本付息手續費	0502			
101	601	第一預備金	0601			
101	602	第二預備金	0602			
101	603	災害準備金	0603		0940525	
101	901	土地(計畫型)	0301			
101	903	辦公建築物興建工程(計畫型)	0302		0960523	
101	904	警察消防辦公廳舍工程(計畫型)	0302		0960523	BGT
101	905	教室、活動中心(計畫型)	0302		0960523	BGT
101	910	社會福利機構設施(計畫型)	0302		0960523	BGT
101	914	土地改良(計畫型)	0303		0960523	BGT
101	915	河川工程(計畫型)	0303		0960523	BGT
101	916	山坡地整治(計畫型)	0303		0960523	BGT
101	919	公園(計畫型)	0303		0960523	BGT
101	920	路燈(計畫型)	0303		0960523	BGT
101	921	綠化工程(計畫型)	0303		0960523	BGT
101	922	橋樑(計畫型)	0303		0960523	BGT
101	923	道路(計畫型)	0303		0960523	BGT
101	924	雨水下水道(計畫型)	0303		0960523	BGT
101	925	污水下水道(計畫型)	0303		0960523	BGT
101	928	文化設施工程(計畫型)	0303		0960523	BGT
101	929	體育設施工程(計畫型)	0303		0960523	BGT
101	933	掩埋設施工程(計畫型)	0303		0960523	BGT
101	934	自來水設施工程(計畫型)	0303		0960523	BGT
100	104	職員待遇	0102		0960523	
100	109	聘用人員待遇	0103		0960523	
100	110	約僱人員待遇	0103		0960523	
100	125	員工上下班交通費	0107		0960523	BGT
100	130	員工加班費	0108		0960523	BGT
100	134	公務人員提撥金	0109		0960523	BGT
100	137	約聘僱人員提撥金	0109		0960523	BGT
100	139	員工健保費補助	0110		0960523	BGT
100	142	職員公保費補助	0110		0970425	BGT
100	144	員工勞保費補助	0110		0960523	BGT
100	151	員工值班費	0113		0960523	BGT
100	201	員工統籌業務費	0201		0960523	BGT
100	203	員工赴訓練機構研習教材、差旅費	0202		0960523	
100	204	水費	0203		0960523	
100	205	電費	0203		0960523	
100	208	郵資	0204			
100	209	電信費	0204			
100	211	車輛租金	0206		0960523	
100	212	事務設備租金	0206		0960523	
100	213	其他動產及不動產租金	0206		0960523	
100	214	稅捐	0207		0960523	
100	215	規費	0207		0960523	
100	219	法定責任保險(如第三人責任險、強制責任險)	0208		0960523	
100	220	對業務活動保險	0208		0960523	
100	229	車輛用油	0210		0960523	
100	231	外勤誤餐費	0211		0960523	
100	232	外勤交通費	0211		0960523	
100	235	兼職費	0213		0970415	
100	236	委聘律師公費	0214		0960523	
100	238	委聘其他專技人員公費	0214		0960523	
100	239	顧問費	0214		0960523	
100	240	聘請學者專家出席費	0214		0960523	
100	242	講座鐘點費	0214		0960523	
100	243	稿費及編輯費	0214		0960523	
100	245	評鑑或裁判費	0214		0960523	
100	246	引言或主持費	0214		0960523	
100	247	演出費	0214		0960523	
100	248	志工餐點及交通補助	0214		0960523	
100	249	材料	0215		0960523	
100	250	消耗品	0215		0960523	
100	251	非消耗品	0215		0960523	
100	252	工作規劃聘請專業人士個案研究費	0216		0960523	BGT
100	253	委託機構或團體進行學術研究	0216		0960523	
100	254	委託團體代辦相關業務	0216		0960523	
100	256	電腦耗材及維修	0218		0960523	
100	257	員工文康活動費	0219		0960523	
100	259	勞力外包	0220		0970415	BGT
100	261	印刷	0220		0960523	
100	263	廣告	0220		0960523	
100	265	禮品	0220		0960523	
100	266	餐費	0220		0960523	
100	267	環境佈置	0220		0960523	
100	270	制服	0220		0960523	
100	271	訴訟費(律師費除外)	0220		0960523	
100	272	雜支	0220		0960523	
100	279	車輛養護費	0223		0960523	
100	281	公共設施養護費	0224		0960523	
100	282	特定儀器或設備養護費	0224		0960523	
100	283	國內市外出差旅費	0225		0960523	
100	285	赴國外出差旅費	0227		0960523	
100	286	公物運輸、裝卸及通行費	0228		0960523	
100	289	其他資訊服務	0230		0960523	BGT
100	290	資訊設備租金	0230		0960523	BGT
100	292	勞務服務費	0232		0960523	BGT
100	293	專業服務費	0232		0960523	BGT
100	303	辦公建築物整修	0302		0960523	
100	304	警察消防辦公廳舍整修	0302		0960523	BGT
100	307	其他設施修建工程	0302		0960523	BGT
100	313	土地改良	0303		0960523	BGT
100	320	綠化工程	0303		0960523	BGT
100	323	雨水下水道	0303		0960523	BGT
100	324	污水下水道	0303		0960523	BGT
100	327	文化設施工程	0303		0960523	BGT
100	330	體育設施工程	0303		0960523	BGT
100	338	交通設施改善工程	0303		0960523	BGT
100	339	地區環境改造工程	0303		0960523	BGT
100	340	社區環境改造工程	0303		0960523	BGT
100	344	通訊儀器	0304		0960523	
100	345	機械設備	0304		0960523	
100	350	車輛	0305		0960523	
100	352	警察消防車輛	0305		0960523	
100	355	資訊硬體設備	0306		0960523	
100	357	資訊軟體設備	0306		0960523	
100	359	資訊系統開發費	0306		0930504	BGT
100	360	圖書設備	0307		0960523	BGT
100	361	事務設備	0307		0960523	BGT
100	402	對民間團體之捐助	0401		0960523	
100	406	短絀之填補	0403		0960523	
100	417	社會福利津貼(如老年農民福利津貼)	0406		0960523	
100	419	對(中)低收入戶之濟助	0406		0960523	BGT
100	420	對傷殘濟助	0406		0960523	
100	424	對特殊境遇婦女、危機家庭兒少之濟助	0406		0960523	BGT
100	426	市民急難救助	0406		0960523	
100	427	對被害人支付之補償金	0406		0960523	
100	428	收容及輔育機構就養費	0407		0960523	
100	439	社會保險政府應負擔之費用	0413		0960523	BGT
100	440	對個人之補助及捐助	0414		0960523	BGT
100	441	對地方公職或民意代表候選人之公費補助	0414		0960523	BGT
100	914	土地改良(計畫型)	0303		0960523	BGT
100	916	山坡地整治(計畫型)	0303		0960523	BGT
100	919	公園(計畫型)	0303		0960523	BGT
100	923	道路(計畫型)	0303		0960523	BGT
101	101	代表待遇	0101		0960523	
101	102	助理待遇	0101		0960523	
101	104	職員待遇	0102		0960523	
101	106	警察待遇	0102		0960523	
101	107	教師待遇	0102		0960523	
101	109	聘用人員待遇	0103		0960523	
101	110	約僱人員待遇	0103		0960523	
101	112	技工工友待遇	0104		0960523	
101	114	臨時工工資	0105		0960523	
101	116	員工特殊功勳獎金	0106		0960523	
101	120	員工結婚補助	0107		0960523	
101	125	員工上下班交通費	0107		0960523	BGT
101	128	員工福利互助補助	0107		0960523	BGT
101	129	因公傷殘亡慰問金	0107		0960523	BGT
101	130	員工加班費	0108		0960523	BGT
101	131	府會聯絡員職務加班費	0108		0960523	BGT
101	133	政務人員提撥金	0109		0960523	BGT
101	134	公務人員提撥金	0109		0960523	BGT
101	136	教育人員提撥金	0109		0960523	BGT
101	137	約聘僱人員提撥金	0109		0960523	BGT
101	138	技工及工友提撥金	0109		0960523	BGT
101	139	員工健保費補助	0110		0960523	BGT
101	140	退休人員健保費補助	0110		0960523	BGT
101	141	民意代表健保費補助	0110		0960523	BGT
101	142	職員公保費補助	0110		0970425	BGT
101	144	員工勞保費補助	0110		0960523	BGT
101	147	統籌編列之員工待遇準備	0111		0960523	BGT
101	148	撫卹金及殮葬補助	0112		0960523	BGT
101	149	技工、工友、駕駛及駐衛警退職給付	0112		0960523	BGT
101	150	退休、資遣所支領之舊制退撫給付	0112		0960523	BGT
101	151	員工值班費	0113		0960523	BGT
101	152	夜點費	0113		0960523	BGT
101	201	員工統籌業務費	0201		0960523	BGT
101	202	員工修習學分、學位補助	0202		0960523	BGT
101	203	員工赴訓練機構研習教材、差旅費	0202		0960523	
101	204	水費	0203		0960523	
101	205	電費	0203		0960523	
101	206	煤氣及其他機具動力費	0203		0960523	
101	207	數據或網路通訊費	0204		0960523	
101	208	郵資	0204			
101	209	電信費	0204			
101	210	租用素地之租金	0205		0960523	
101	211	車輛租金	0206		0960523	
101	212	事務設備租金	0206		0960523	
101	213	其他動產及不動產租金	0206		0960523	
101	214	稅捐	0207		0960523	
101	215	規費	0207		0960523	
101	219	法定責任保險(如第三人責任險、強制責任險)	0208		0960523	
101	220	對業務活動保險	0208		0960523	
101	222	志工投保意外險	0208		0960523	
101	223	臨時人員勞健保	0208		0960523	
101	224	對財產保險	0208		0960523	
101	225	專利權使用費	0209		0960523	
101	226	智慧財產權使用費	0209		0960523	
101	228	船舶用油	0210		0960523	
101	229	車輛用油	0210		0960523	
101	230	機械設備用油	0210		0960523	
101	231	外勤誤餐費	0211		0960523	
101	232	外勤交通費	0211		0960523	
101	233	國際組織會費	0212		0960523	
101	234	國內組織會費	0212		0960524	BGT
101	235	兼職費	0213		0970415	
101	236	委聘律師公費	0214		0960523	
101	237	委聘會計師公費	0214		0960523	
101	238	委聘其他專技人員公費	0214		0960523	
101	239	顧問費	0214		0960523	
101	240	聘請學者專家出席費	0214		0960523	
101	241	地方人士出席專案會議交通費	0214		0960523	
101	242	講座鐘點費	0214		0960523	
101	243	稿費及編輯費	0214		0960523	
101	244	考試及其他作業費	0214		0960523	
101	245	評鑑或裁判費	0214		0960523	
101	246	引言或主持費	0214		0960523	
101	247	演出費	0214		0960523	
101	248	志工餐點及交通補助	0214		0960523	
101	249	材料	0215		0960523	
101	250	消耗品	0215		0960523	
101	251	非消耗品	0215		0960523	
101	252	工作規劃聘請專業人士個案研究費	0216		0960523	BGT
101	253	委託機構或團體進行學術研究	0216		0960523	
101	254	委託團體代辦相關業務	0216		0960523	
101	255	專案核准加勤費	0217		0960523	
101	256	電腦耗材及維修	0218		0960523	
101	257	員工文康活動費	0219		0960523	
101	258	保險及健康檢查費	0219		0960523	
101	259	勞力外包	0220		0970415	BGT
101	260	押金	0220		0960523	
101	261	印刷	0220		0960523	
101	262	獎牌製作	0220		0960523	
101	263	廣告	0220		0960523	
101	264	交際費	0220		0960523	
101	265	禮品	0220		0960523	
101	266	餐費	0220		0960523	
101	267	環境佈置	0220		0960523	
101	268	環境清潔	0220		0960523	
101	269	保全	0220		0960523	
101	270	制服	0220		0960523	
101	271	訴訟費(律師費除外)	0220		0960523	
101	272	雜支	0220		0960523	
101	273	團體慰勞或獎勵費	0220		0960523	
101	274	特別費	0221		0960523	
101	275	公用房屋修繕費	0222		0960523	
101	276	租用辦公房屋養護費	0222		0960523	
101	277	宿舍養護費	0222		0960523	
101	278	其他建築養護費	0222		0960523	
101	279	車輛養護費	0223		0960523	
101	280	辦公機具養護費	0223		0960523	
101	281	公共設施養護費	0224		0960523	
101	282	特定儀器或設備養護費	0224		0960523	
101	283	國內市外出差旅費	0225		0960523	
101	284	赴大陸(含港、澳)出差旅費	0226		0960523	
